0	0.5	0
1	1.5	5.010373716350082e-4
2	2.5	3.8600042339628294e-4
3	3.5	4.3316002159854037e-4
4	4.5	5.763699463727648e-4
5	5.5	7.261106763977529e-4
6	6.5	7.903887774869735e-4
7	7.5	7.520928498666845e-4
8	8.5	6.626961109313426e-4
9	9.5	5.755378673942626e-4
10	10.5	5.259794463808154e-4
11	11.5	4.889915063255122e-4
12	12.5	4.906424727865137e-4
13	13.5	4.435995685873444e-4
14	14.5	4.2741664718595583e-4
15	15.5	4.2475095026336664e-4
16	16.5	4.084969977296684e-4
17	17.5	3.885697209250224e-4
18	18.5	3.6767134706863997e-4
19	19.5	3.7584905985857083e-4
20	20.5	3.4880344886589336e-4
21	21.5	3.463823019845473e-4
22	22.5	3.5424849252276865e-4
23	23.5	3.307493644933387e-4
24	24.5	3.225219299107913e-4
25	25.5	3.1017976330650974e-4
26	26.5	3.204254967771531e-4
27	27.5	3.33433326564236e-4
28	28.5	3.263850087780531e-4
29	29.5	2.9094656213759026e-4
30	30.5	2.8956449924890884e-4
31	31.5	3.0144191930178444e-4
32	32.5	2.952419161814881e-4
33	33.5	2.920404415751811e-4
34	34.5	2.754577163719275e-4
35	35.5	2.8317880045414245e-4
36	36.5	3.014520666064001e-4
37	37.5	2.867729757490831e-4
38	38.5	2.958811963722881e-4
39	39.5	2.8344668929600176e-4
40	40.5	2.841346765489578e-4
41	41.5	2.675803637986279e-4
42	42.5	2.5951833028132045e-4
43	43.5	2.5988667743887585e-4
44	44.5	2.677346028287895e-4
45	45.5	2.6451080415232776e-4
46	46.5	2.542985567869167e-4
47	47.5	2.596218327884015e-4
48	48.5	2.5006104237932985e-4
49	49.5	2.4530195651448726e-4
50	50.5	2.46083298969909e-4
51	51.5	2.5254611727975625e-4
52	52.5	2.5587037427191484e-4
53	53.5	2.2769232408410757e-4
54	54.5	2.632677593368838e-4
55	55.5	2.3417645173364813e-4
56	56.5	2.4381943531010845e-4
57	57.5	2.3954843479728942e-4
58	58.5	2.5851273239388753e-4
59	59.5	2.2578463081632393e-4
60	60.5	2.4212585016971996e-4
61	61.5	2.3678938267223415e-4
62	62.5	2.409528217561253e-4
63	63.5	2.4123491682444674e-4
64	64.5	2.2244413813677982e-4
65	65.5	2.3114951076673424e-4
66	66.5	2.3182126233230483e-4
67	67.5	2.162796505826392e-4
68	68.5	2.1613961777894032e-4
69	69.5	2.3225556696986402e-4
70	70.5	1.9449643176375252e-4
71	71.5	2.2073837623085222e-4
72	72.5	2.241184433983982e-4
73	73.5	2.0846115237611193e-4
74	74.5	2.2704492604961511e-4
75	75.5	2.031530973315505e-4
76	76.5	2.0228042913458577e-4
77	77.5	2.0782390164623534e-4
78	78.5	2.2815808536597588e-4
79	79.5	2.1549323447490927e-4
80	80.5	2.0905476969614004e-4
81	81.5	2.1392852010314212e-4
82	82.5	2.128123165953966e-4
83	83.5	2.1682253137958823e-4
84	84.5	2.091227566370665e-4
85	85.5	1.948353517379227e-4
86	86.5	2.0762399974530283e-4
87	87.5	1.846017950328184e-4
88	88.5	1.8569871866179363e-4
89	89.5	2.0167869397086488e-4
90	90.5	2.089776501810595e-4
91	91.5	1.9450759379882986e-4
92	92.5	1.929956454110655e-4
93	93.5	1.9989378308893336e-4
94	94.5	2.0141283458992903e-4
95	95.5	1.9905155680581638e-4
96	96.5	2.2228279599338757e-4
97	97.5	2.1665713031434954e-4
98	98.5	1.9160647940915293e-4
99	99.5	1.9530618667209875e-4
100	100.5	1.9089515335558044e-4
101	101.5	1.6730672904553056e-4
102	102.5	2.0181568258317913e-4
103	103.5	2.0555496433412676e-4
104	104.5	1.9236143887257364e-4
105	105.5	2.386128533117059e-4
106	106.5	2.0249555199244225e-4
107	107.5	1.9449947595513722e-4
108	108.5	1.9722301251403658e-4
109	109.5	1.797960315667427e-4
110	110.5	2.010536200065273e-4
111	111.5	2.0395574912666583e-4
112	112.5	1.775798602386366e-4
113	113.5	1.781440503752791e-4
114	114.5	1.9147557917960822e-4
115	115.5	1.9402864102096085e-4
116	116.5	1.8049112193292948e-4
117	117.5	2.0165129624840204e-4
118	118.5	1.6339900203795943e-4
119	119.5	2.0258180408167715e-4
120	120.5	1.7604457305025564e-4
121	121.5	1.8652572398798712e-4
122	122.5	1.7930794621471929e-4
123	123.5	1.771455556010775e-4
124	124.5	1.8901891673210608e-4
125	125.5	1.8768150198373467e-4
126	126.5	2.1014154602049992e-4
127	127.5	1.888636629714834e-4
128	128.5	1.9138932709037327e-4
129	129.5	1.9127060362636756e-4
130	130.5	2.123242312433734e-4
131	131.5	1.8788241861512886e-4
132	132.5	1.97578168175592e-4
133	133.5	2.062916586492391e-4
134	134.5	1.967775458414e-4
135	135.5	1.9266890220243448e-4
136	136.5	1.6565474785406703e-4
137	137.5	1.6144767536032767e-4
138	138.5	1.7646771565273738e-4
139	139.5	1.7990359299567077e-4
140	140.5	1.9420723358220025e-4
141	141.5	1.8140336461789624e-4
142	142.5	1.8400107459955886e-4
143	143.5	1.8913662546565026e-4
144	144.5	2.2206057002229992e-4
145	145.5	1.820213354690028e-4
146	146.5	1.6392057349521493e-4
147	147.5	1.9356998285232371e-4
148	148.5	1.6809618934464517e-4
149	149.5	1.2059564170729927e-4
150	150.5	1.910463481943568e-4
151	151.5	1.7132607640387652e-4
152	152.5	2.2870096616292487e-4
153	153.5	1.5410407100982293e-4
154	154.5	1.8435318606972945e-4
155	155.5	1.7016015110351304e-4
156	156.5	1.6663599221042156e-4
157	157.5	1.6909671357976996e-4
158	158.5	1.6055369782366945e-4
