#
# f1 and f2
#
#
# f1	f2
0.260154	0.069569
-0.22242	-0.79931
-0.20096	-0.32383
0.036091	0.396211
0.157536	0.317765
-0.32239	-0.76199
-0.07048	-0.37820
0.598055	0.926175
0.370583	0.172248
0.373536	0.255131
-0.19096	-0.57284
-0.00038	-0.00401
0.744338	0.968967
0.142502	0.118229
0.641629	0.984339
-0.08293	-0.15657
1.000000	1.000000
-0.24411	-0.83456
0.030982	-0.46509
0.170074	0.235736
-0.12144	-0.15993
0.157542	0.080084
0.740673	0.976421
0.110651	0.258525
0.334118	0.640213
-0.35897	-0.78272
0.478430	0.833489
-0.37344	-0.91122
0.122413	-0.18968
0.833608	0.978161
1.000000	1.000000
0.052327	0.110676
0.070808	-0.14642
0.117160	0.230024
0.070733	-0.38545
0.431921	0.834602
0.849992	0.987868
-0.29808	-0.76230
0.070711	-0.35264
0.527385	0.816698
0.150475	-0.02423
0.236853	0.335436
0.172404	0.102168
0.648378	0.910866
-0.42233	-0.86393
0.639514	0.887361
0.086866	0.289787
0.399535	0.482796
0.115181	-0.15366
0.241050	0.439531
0.397743	0.797470
0.532699	0.841398
0.111601	-0.00860
-0.24902	-0.69417
-0.06625	-0.48178
0.414238	0.266538
0.011172	-0.56301
-0.29044	-0.87923
0.590497	0.764929
0.553775	0.892361
0.749889	0.906891
-0.07410	-0.48018
-0.06903	-0.55598
-0.39816	-0.86406
0.607369	0.934039
-0.13952	-0.37707
-0.41855	-0.88537
0.237004	0.312797
0.509215	0.861452
0.470204	0.708100
0.034043	-0.48603
0.157932	-0.20895
0.661811	0.896724
0.365269	0.297090
0.429506	0.363923
0.561065	0.764942
0.018351	0.236900
0.731231	0.980765
0.166905	-0.04695
0.583451	0.811573
-0.20076	-0.71589
0.489235	0.888688
0.252284	0.177540
-0.35393	-0.85696
0.473319	0.642853
0.324719	0.885611
0.542694	0.900212
-0.02684	-0.13865
-0.40028	-0.88782
-0.09326	-0.57342
0.458563	0.898426
0.275717	0.591051
0.605742	0.862476
-0.40930	-0.90413
-0.25382	-0.73333
0.196919	-0.02865
-0.18610	-0.77892
0.678723	0.941817
0.024400	-0.29900
0.547800	0.556751
0.454119	0.672419
-0.00035	-0.33142
0.316960	0.165516
0.232836	0.539255
0.302411	0.635687
0.027070	0.070968
0.104273	-0.09195
0.475491	0.802140
0.062127	0.242932
0.469456	0.845290
0.329781	0.543933
0.279839	0.630784
0.225417	-0.21412
-0.12169	-0.73268
0.662252	0.889926
0.213437	0.036780
0.337236	0.142221
0.584124	0.870825
0.107220	0.039705
-0.14301	-0.51145
0.059808	0.491050
0.167502	0.742336
-0.56525	-0.95345
0.006448	-0.26943
0.513748	0.741047
0.635894	0.913030
0.091332	-0.33429
0.359201	0.621274
0.535314	0.702314
-0.21670	-0.57221
-0.03088	-0.18199
-0.03254	-0.20491
0.394315	0.571535
-0.23634	-0.85670
0.307403	0.663286
0.562257	0.816068
0.622910	0.944707
0.315879	0.663540
0.438823	0.833620
0.503212	0.814628
0.292161	0.370002
0.682960	0.888236
0.393874	0.281229
-0.23922	-0.76315
0.133590	-0.25953
-0.19818	-0.66338
-0.38257	-0.87396
-0.34114	-0.84155
0.676614	0.844238
0.372338	0.396506
0.529842	0.880028
0.066751	0.425452
0.371358	0.658756
0.517654	0.827806
-0.00918	-0.36626
0.226929	0.363163
0.241681	0.480215
-0.33110	-0.87862
-0.28165	-0.83055
-0.22558	-0.69729
-0.15284	-0.35755
0.286304	0.618705
0.669424	0.858353
0.529061	0.841048
-0.13492	-0.48392
0.192053	0.386201
0.283219	0.450899
0.213138	0.211420
0.106563	-0.19371
0.790089	0.985627
0.573329	0.912935
0.488528	0.836873
0.596918	0.797178
0.088143	0.242532
0.356821	0.671939
0.036173	0.190564
0.200972	0.062737
-0.08593	-0.56559
0.641385	0.857918
0.700266	0.967856
0.718859	0.953833
0.159982	0.410316
0.506916	0.851241
0.323299	0.372877
0.862056	0.993647
-0.30047	-0.76933
0.135447	-0.17683
0.701782	0.941063
0.634896	0.844006
0.107273	-0.14023
-0.27882	-0.75577
-0.07130	-0.63459
-0.34337	-0.88259
0.657091	0.874297
0.313219	0.477235
-0.01437	-0.37328
-0.33366	-0.87326
-0.36759	-0.84422
1.000000	1.000000
-0.06085	-0.41332
0.253919	0.449661
0.445205	0.710363
0.551140	0.806499
0.029709	-0.43246
-0.20940	-0.70106
0.198308	0.478717
0.526685	0.873373
-0.21166	-0.66119
-0.32787	-0.91728
0.724127	0.966948
0.638237	0.806195
0.152365	0.033371
0.355794	0.420184
-0.03964	-0.46655
-0.39163	-0.88141
0.175047	0.221561
0.663363	0.962037
-0.04004	0.149565
0.293664	0.439108
0.447522	0.734236
0.691131	0.976650
0.823476	0.977141
0.018016	0.098464
0.659452	0.981374
0.757559	0.986072
0.402388	0.736843
-0.19758	-0.84427
0.023397	-0.21415
-0.37771	-0.69469
0.631059	0.958607
-0.27764	-0.82203
0.626808	0.876364
0.238688	0.218268
0.401524	0.635688
0.529062	0.811643
-0.18622	-0.69832
0.687156	0.848231
0.434288	0.740787
0.523197	0.793258
0.623709	0.832701
0.694898	0.921180
0.069751	0.136569
0.089375	-0.24417
0.377133	0.337246
0.776914	0.956339
0.144603	0.398045
-0.20575	-0.71610
0.231906	0.455097
0.534271	0.876334
-0.38514	-0.85757
-0.15167	-0.23720
0.474246	0.896438
0.698992	0.957475
0.178217	0.317631
0.277485	0.533618
0.288867	0.546429
0.563307	0.911836
0.198333	0.313999
-0.05629	-0.31577
0.199538	0.085452
0.175726	0.373707
0.002811	0.154447
-0.11058	-0.77168
-0.08206	-0.49771
0.069171	0.179002
0.218561	0.252863
0.374788	0.635948
0.484775	0.709566
0.788019	0.985734
-0.13232	-0.49609
0.543040	0.927013
-0.26511	-0.78915
0.080948	-0.09267
0.526291	0.469133
0.644196	0.906365
0.028653	-0.32120
0.780352	0.966569
0.673432	0.923770
0.020680	0.150064
-0.06534	-0.46399
0.210644	0.496677
-0.03507	-0.58150
0.074866	0.208523
-0.07260	-0.17861
-0.23895	-0.34289
-0.07596	0.086992
0.436414	0.909459
0.217057	0.682570
0.117865	0.613400
-0.37306	-0.91300
0.064073	-0.54177
0.082748	0.111783
0.130127	-0.23734
0.236794	0.235057
0.716036	0.907940
-0.28345	-0.87960
-0.10994	-0.66494
-0.56010	-0.89049
0.025447	-0.05630
0.424456	0.651301
-0.07852	0.026630
-0.21517	-0.72154
0.053253	0.125757
0.681207	0.937817
0.360506	0.825329
0.449309	0.701444
-0.27095	-0.43236
0.245446	0.461894
0.653242	0.975001
-0.35715	-0.81771
-0.14055	-0.60331
0.463473	0.934232
0.254744	0.036420
0.085399	0.058923
0.173617	0.302320
-0.31118	-0.87955
0.025575	0.374180
0.553714	0.891439
0.050803	-0.55561
0.411760	0.814405
0.389548	0.753008
0.613980	0.884208
-0.34522	-0.82691
-0.23927	-0.80182
0.434522	0.658124
0.629155	0.788121
0.411785	0.870812
-0.04547	-0.41851
-0.24802	-0.80050
-0.15432	-0.55904
0.006636	0.004333
0.705676	0.972688
0.211452	0.558162
0.414107	0.861455
0.620105	0.704069
0.346194	0.809135
0.226820	-0.37277
-0.19057	-0.56411
0.117409	0.184924
-0.29628	-0.69033
0.714671	0.961591
0.193638	0.217236
0.801399	0.982178
-0.06773	-0.30515
0.281200	0.495466
-0.02341	-0.47779
0.675982	0.909813
-0.02680	-0.53772
0.281516	0.013511
0.309553	0.646425
0.444727	0.769113
0.337585	0.525594
-0.10374	-0.68933
0.519596	0.821810
0.607511	0.942642
0.607234	0.931845
-0.36359	-0.92474
-0.40044	-0.86424
0.569503	0.860300
0.247881	0.521480
-0.04521	-0.66374
-0.06175	0.069916
0.697766	0.897714
0.070469	0.252768
0.525637	0.767650
0.504092	0.927180
-0.01775	0.129229
-0.22192	-0.82679
0.272218	0.522170
0.298876	0.028863
0.200053	0.011751
0.532051	0.884362
0.543435	0.905319
0.094411	0.025580
0.473213	0.598176
0.008159	-0.43792
0.015444	0.154719
0.357266	0.552343
0.041200	0.280784
-0.39505	-0.89140
0.016664	-0.00158
0.314417	0.819421
0.491268	0.828060
-0.32058	-0.74930
0.419541	0.758724
-0.43342	-0.87840
-0.36335	-0.62050
-0.05809	-0.65436
-0.15712	-0.20994
0.435989	0.672790
0.164242	0.027493
0.150513	-0.54993
-0.31037	-0.84052
0.398705	0.899781
0.748985	0.969129
-0.10655	-0.67723
0.222330	0.382831
0.403259	0.631043
-0.16319	-0.55803
0.439025	0.735284
0.266509	0.346803
0.329651	0.418599
0.498291	0.795921
-0.30918	-0.79138
-0.01557	-0.30515
0.282911	0.557070
-0.46487	-0.88575
0.127814	-0.14693
-0.31019	-0.90706
0.212754	0.231529
-0.16244	-0.41371
0.670526	0.928684
-0.21683	-0.80316
0.013657	-0.54220
0.733027	0.950716
0.804252	0.982250
0.504042	0.860110
0.047990	-0.34148
-0.08380	-0.44689
0.149261	0.359463
-0.12932	-0.40540
0.805249	0.990572
0.458497	0.678319
-0.12379	-0.52648
0.482181	0.694261
-0.06910	0.164734
-0.20207	-0.79642
-0.03371	-0.60745
-0.00943	-0.45393
0.400338	0.592240
0.187933	0.332288
0.522424	0.820404
0.374686	0.925476
0.562417	0.869965
0.319173	-0.07498
0.216364	0.453553
0.191993	0.375908
-0.15578	-0.16142
-0.16618	-0.68870
-0.48724	-0.81457
0.708550	0.971425
-0.41380	-0.69431
-0.44008	-0.75365
0.120370	-0.19577
0.651634	0.960315
-0.04564	0.096242
-0.33385	-0.80931
0.896147	0.996952
0.471726	0.801130
0.330347	0.832875
0.744442	0.991178
0.738454	0.971637
0.274040	0.013469
0.233820	0.580562
0.073480	0.097081
-0.11480	-0.32377
-0.03074	-0.33045
-0.17515	-0.46376
-0.04697	-0.77885
0.503895	0.696788
-0.02001	0.164611
0.160495	-0.29550
0.370052	0.816373
0.540030	0.836395
0.690825	0.930919
0.229076	0.241684
0.443776	0.880859
0.418788	0.804972
0.820018	0.983291
-0.37118	-0.72822
0.139206	0.463113
0.725329	0.968281
0.368946	0.366101
-0.06024	-0.30099
-0.01599	-0.36806
0.748388	0.983220
-0.26435	-0.82866
0.067460	0.452619
0.212976	0.571083
0.035650	-0.33475
-0.00445	-0.16602
0.656238	0.834570
0.116390	-0.54377
-0.19054	-0.51861
-0.21891	-0.70780
-0.13475	-0.15150
0.739960	0.962552
0.156974	0.252083
0.554652	0.916749
0.385706	0.215715
-0.36907	-0.82450
0.371838	0.688702
0.258714	0.576834
-0.30732	-0.81947
-0.39318	-0.67580
0.539775	0.961340
0.401219	0.549716
0.305641	0.390940
0.822800	0.984709
-0.18081	-0.61769
0.233542	0.010885
0.142165	-0.01425
0.409363	0.647778
0.823251	0.985188
0.379144	0.853324
0.571053	0.807014
0.121534	-0.03645
0.477113	0.657304
-0.02568	0.209844
-0.27589	-0.82686
0.338093	0.266485
0.436632	0.675040
0.043298	0.195528
0.357735	0.534887
0.052208	-0.43555
0.539203	0.871851
0.094708	-0.08414
0.507217	0.689867
0.912951	0.994709
0.278694	0.116575
-0.21294	-0.67146
0.601259	0.893811
0.166781	0.415357
0.520744	0.847650
0.442719	0.728096
-0.02759	-0.60600
1.000000	     1.0
0.640126	0.896392
0.090559	0.204663
-0.10630	-0.12324
0.179591	0.676141
0.124035	-0.18733
0.443385	0.654519
-0.11544	-0.45266
0.787565	0.987405
0.302230	0.622533
0.548862	0.863211
-0.56271	-0.72151
-0.29907	-0.82465
-0.44229	-0.93703
0.568975	0.907498
0.537497	0.848234
0.282371	0.084940
0.174728	0.583487
0.343497	0.490238
-0.12020	-0.27912
0.245834	0.732709
0.325527	0.362432
0.170143	-0.00808
0.636240	0.976275
0.541973	0.730884
0.661633	0.948460
0.080336	-0.05673
0.518887	0.753948
0.200778	-0.12635
-0.22541	-0.68935
0.358050	0.678519
-0.12881	-0.57254
0.358682	0.734099
-0.13389	-0.58952
-0.22390	-0.74848
-0.02589	0.133496
0.642387	0.855800
-0.13729	-0.57660
0.334426	0.473918
0.532373	0.229584
-0.03988	-0.62976
-0.18233	-0.55664
0.176688	0.383345
-0.19426	-0.79177
-0.15204	-0.70086
0.164467	0.349818
0.783496	0.967660
-0.00021	-0.08529
-0.11785	-0.62318
0.539186	0.910705
-0.08397	-0.00286
-0.00206	-0.52159
0.081513	-0.40186
-0.05624	-0.38613
0.496411	0.705282
-0.03284	-0.69141
0.055446	-0.37435
0.612975	0.893941
-0.28664	-0.80833
0.454902	0.747905
0.402215	0.627384
0.148184	-0.06068
0.423660	0.695337
0.051008	-0.21287
0.610900	0.973596
-0.09359	-0.30313
0.390978	0.642048
0.507551	0.931869
0.307241	0.603293
0.696052	0.965291
-0.02499	-0.03939
-0.01779	0.085499
0.227267	-0.43179
-0.32276	-0.80112
-0.34046	-0.90328
-0.05266	-0.58433
0.019706	0.142279
0.672436	0.866911
0.046065	-0.09120
-0.31524	-0.80617
-0.42271	-0.83921
0.091357	-0.45780
0.133491	-0.23338
0.621430	0.962740
-0.15856	-0.50117
0.321281	0.573417
-0.15466	-0.62645
-0.08810	-0.52611
0.362053	0.483268
-0.28972	-0.86867
0.288815	0.518071
0.746876	0.936860
0.761374	0.897495
0.024425	0.038589
0.319599	0.588968
0.696775	0.863054
0.883236	0.994290
0.491451	0.648880
0.342625	0.561094
-0.30335	-0.80630
0.760290	0.978714
-0.02735	-0.38651
-0.12202	-0.58319
0.800033	0.949733
-0.01882	-0.59559
0.347684	0.564406
-0.13608	-0.65208
-0.03730	-0.37296
0.314970	0.516834
0.013352	-0.16428
0.181908	0.367173
0.304562	0.506253
-0.34052	-0.78627
0.133911	0.024030
0.618290	0.943550
0.071398	0.204533
-0.24760	-0.70270
0.120333	0.385677
0.582962	0.914461
0.262642	0.454957
     1.0	1.000000
0.250858	0.137709
0.790644	0.986447
0.441873	0.763126
0.176526	-0.02406
0.686736	0.813324
0.749972	0.977727
0.431583	0.781956
-0.34338	-0.84593
-0.04867	-0.53284
0.297675	0.457325
0.725914	0.989930
0.562997	0.694998
-0.23940	-0.70336
-0.25964	-0.76141
0.082715	-0.29882
0.749156	0.986588
0.731259	0.955714
0.336940	0.459379
0.485103	0.906818
0.167287	0.199192
-0.29230	-0.76062
0.445928	0.548815
0.226691	0.061419
0.292814	0.616261
0.081567	-0.20093
0.783403	0.988412
-0.04765	-0.65098
-0.31887	-0.73273
0.544384	0.919351
0.312057	0.378606
-0.03731	0.082926
0.122739	0.136554
-0.21717	-0.58944
0.147597	0.129868
0.148828	0.615292
0.529526	0.728252
0.600070	0.948645
0.031997	-0.33109
0.727156	0.963819
0.110333	-0.11412
-0.31706	-0.73276
0.681984	0.909939
0.629161	0.848248
0.087879	-0.36785
-0.60732	-0.93379
0.246191	-0.13581
-0.43557	-0.70851
0.743972	0.925051
-0.17043	-0.83024
0.777146	0.955101
0.160025	-0.19375
0.666039	0.831815
0.238614	0.511783
-0.22534	-0.54331
0.522785	0.643216
0.281049	0.602619
0.840603	0.993508
0.760092	0.985223
-0.08094	-0.44372
-0.42383	-0.91375
-0.42323	-0.85191
0.125301	-0.11636
-0.33756	-0.84105
0.295596	0.597678
-0.44947	-0.93156
0.655432	0.876902
-0.38832	-0.85388
-0.18488	-0.73044
0.064025	0.163093
-0.09971	-0.42778
0.072572	0.273318
-0.27414	-0.77951
0.742833	0.937905
0.062712	-0.31559
-0.04677	-0.52574
-0.25744	-0.73397
0.774304	0.985691
0.541460	0.771573
0.289004	0.694798
-0.27893	-0.73875
0.586326	0.827160
0.377866	0.833941
-0.31352	-0.64982
0.743334	0.970295
0.085279	0.339463
0.395118	0.601261
-0.11491	-0.49894
0.562588	0.935172
0.116173	0.349536
0.011658	0.086206
0.142495	-0.16426
0.411233	0.705557
0.461962	0.834949
-0.34408	-0.86817
0.510421	0.657634
0.558494	0.680356
0.752027	0.961860
0.194371	0.277750
-0.06550	-0.11454
0.340715	0.570378
0.433529	0.645955
0.880552	0.992590
0.239321	0.596148
0.109638	0.104130
-0.37004	-0.92435
0.174363	0.197612
0.017449	0.072360
0.392003	0.792767
0.266655	0.667698
0.159533	0.001483
-0.12572	-0.74130
0.802342	0.988838
0.107792	-0.07060
-0.10089	-0.43234
0.293225	0.485276
-0.24836	-0.85313
0.129349	0.617088
0.390777	0.858530
-0.10943	-0.57328
0.053663	-0.21485
-0.09435	-0.44115
0.225018	0.241590
-0.10114	-0.75068
0.345571	0.141974
-0.30937	-0.86135
0.008563	-0.06045
0.377560	0.640696
-0.36485	-0.91794
0.653202	0.795766
0.525062	0.919104
0.279105	0.766382
-0.25575	-0.71083
0.153023	0.319936
0.015867	-0.43698
-0.19503	-0.84250
0.578788	0.966269
0.204885	0.668849
0.159328	0.365615
0.266542	0.410180
-0.40650	-0.89766
0.076674	-0.21394
-0.16573	-0.56140
0.752196	0.896626
-0.15476	-0.63054
0.017732	-0.34145
0.148042	0.282952
0.405923	0.706026
-0.35892	-0.89440
0.150257	0.033777
-0.27750	-0.80954
-0.26858	-0.70581
-0.24297	-0.52298
0.811066	0.993425
0.082049	-0.49435
0.492424	0.835099
-0.15085	-0.61731
0.269000	0.138624
0.535690	0.817733
-0.13973	-0.46960
0.022219	-0.10745
0.117922	0.223332
0.082291	0.144185
0.052265	-0.19963
0.694408	0.965518
0.169011	0.384401
0.586774	0.888242
0.200406	0.169313
-0.22316	-0.66560
0.479104	0.811099
0.660503	0.833725
-0.22372	-0.78911
0.316507	0.160709
0.400317	0.706039
0.109329	-0.15720
-0.01736	-0.13047
0.090643	0.185132
0.803172	0.983827
0.662740	0.922027
0.099684	0.271214
0.293123	0.743359
0.669114	0.972366
0.287074	0.542818
0.263191	0.561761
0.039627	0.222342
0.244830	0.269036
-0.07117	-0.68989
1.000000	1.000000
0.045755	-0.37464
-0.26179	-0.86958
0.327035	0.109114
0.448011	0.775916
0.052047	-0.16191
-0.31867	-0.87272
-0.01380	0.111872
0.611230	0.934061
-0.01752	-0.37240
0.153071	0.075580
0.387590	0.130711
0.478703	0.852071
-0.38756	-0.84491
0.483398	0.663751
-0.07779	-0.64943
0.782555	0.969729
-0.30540	-0.85833
0.522554	0.717520
0.311217	0.628161
0.316992	0.532658
-0.42022	-0.89706
0.110181	0.266665
0.316391	0.508509
0.633933	0.937733
0.357286	0.728207
0.084444	0.278976
-0.23823	-0.81957
-0.12010	-0.55172
-0.38173	-0.88969
0.647873	0.946169
-0.03201	-0.03729
-0.32864	-0.86026
-0.16950	-0.16785
0.259589	0.154887
-0.20630	-0.67315
1.000000	1.000000
0.471725	0.667514
0.108114	0.272439
0.200236	0.486489
0.594909	0.945655
0.364101	0.691802
-0.27470	-0.81946
0.198454	-0.35826
0.541866	0.898597
-0.08312	-0.03174
0.004286	-0.57259
0.187584	0.002808
-0.30487	-0.80348
-0.20841	-0.65108
0.490926	0.526485
-0.16734	-0.77287
0.343959	0.687042
-0.43106	-0.81047
1.000000	1.000000
0.069776	-0.15864
0.137323	-0.37115
-0.06335	-0.43325
0.289412	0.292924
-0.38497	-0.67474
-0.28235	-0.85617
0.427058	0.857372
0.030836	0.130397
-0.22354	-0.77875
-0.05392	-0.43121
-0.04790	-0.28490
0.344558	0.769790
0.571479	0.791113
-0.10089	-0.60989
0.651113	0.968739
0.827943	0.967853
-0.25541	-0.69998
0.481050	0.737632
-0.06505	-0.69269
0.392313	-0.01669
0.475378	0.730839
0.425498	0.834782
-0.31764	-0.84432
0.745343	0.982808
0.600755	0.891118
-0.12410	-0.73983
-0.01067	-0.34412
0.161439	0.512708
0.261616	0.651763
0.316394	0.604525
0.387442	0.427376
0.438286	0.259234
0.463973	0.538532
-0.24341	-0.71883
0.204748	0.501790
0.379501	0.341495
0.631884	0.771545
0.628605	0.919261
-0.31683	-0.87382
0.207777	0.153782
0.532430	0.828363
0.215926	0.427229
0.249521	0.571109
-0.07978	-0.07243
-0.22482	-0.31210
-0.03107	-0.46444
-0.31305	-0.80374
0.543056	0.789265
-0.34350	-0.87366
-0.16540	-0.35407
0.698674	0.969946
-0.27274	-0.48278
-0.34664	-0.91014
-0.11646	-0.63313
0.576593	0.940491
0.404284	0.823123
0.227092	0.568989
0.435489	0.622360
0.770637	0.971864
0.570247	0.933405
-0.27690	-0.85386
0.082825	-0.35730
0.514603	0.812654
0.763057	0.950557
0.775447	0.950660
0.606022	0.944375
-0.39720	-0.91911
0.418407	0.722542
-0.16702	-0.57149
-0.31525	-0.82650
-0.18513	-0.67427
-0.17866	-0.40161
0.318001	0.642367
0.233299	0.536212
0.408499	0.620141
-0.31603	-0.86499
0.171820	0.203254
0.229692	0.069633
0.919760	0.995781
0.227742	0.155208
0.113445	-0.17112
0.230775	0.416654
0.161192	-0.05729
0.506459	0.697595
0.275082	0.465441
0.005099	0.055806
0.299270	0.597918
0.314259	0.583171
0.258849	0.435553
0.198962	-0.25243
-0.10246	-0.55711
0.806123	0.977148
0.662868	0.933511
0.413554	0.565296
0.842897	0.994491
-0.34787	-0.79794
0.825484	0.994484
-0.26245	-0.76661
0.750097	0.986995
0.775698	0.974210
-0.31134	-0.87585
0.183198	0.342309
0.296301	0.639778
0.433737	0.551820
-0.30696	-0.75175
0.054282	-0.23902
0.062768	-0.11607
0.075835	-0.49568
0.093920	-0.04509
-0.41463	-0.87208
0.574854	0.926122
0.574773	0.759457
0.829283	0.954531
0.134373	0.141884
-0.37157	-0.80366
0.756098	0.976330
0.294513	0.571244
0.624053	0.936427
0.272427	0.520392
-0.22633	-0.70314
0.352668	0.723494
0.318742	0.673388
0.660451	0.981794
0.097185	0.307433
0.756790	0.939235
0.503971	0.869828
0.387009	0.440994
0.041506	-0.03881
-0.20797	-0.52631
0.055410	-0.35896
0.127372	-0.08925
0.240405	0.477991
0.410249	0.746422
0.630187	0.975772
0.586715	0.807260
0.222283	0.793768
0.006942	-0.46581
0.649932	0.941737
0.667919	0.560787
0.787768	0.980258
0.200928	0.437558
-0.02723	-0.39803
-0.08617	-0.82157
0.148961	-0.18847
0.278227	0.348949
0.781999	0.973749
0.248459	0.606271
0.568682	0.812992
0.761606	0.984047
0.073378	-0.31206
-0.10999	-0.59327
-0.45921	-0.90845
0.462007	0.904388
0.711546	0.957820
0.464556	0.871990
-0.03251	-0.37133
0.818705	0.983831
-0.01228	-0.47319
-0.18139	-0.27328
-0.25097	-0.68097
0.578058	0.938209
0.620787	0.901352
0.279505	0.568097
0.661904	0.989809
-0.36120	-0.86087
0.386037	0.292936
0.052924	-0.45760
0.435752	0.600247
0.214165	0.431248
0.016927	0.316609
0.006739	-0.11629
0.622875	0.921759
0.653569	0.920956
-0.07335	-0.30084
0.407811	0.683942
-0.07570	-0.42093
0.256415	0.568890
0.800895	0.994655
0.142168	0.067051
0.277818	0.487936
0.344805	0.775965
0.686260	0.945375
0.563746	0.816855
0.080830	0.021175
-0.23714	-0.80360
0.402524	0.682005
0.294911	0.495699
0.475267	0.823306
0.423108	0.861354
-0.42763	-0.88056
0.656612	0.893383
0.674175	0.914409
-0.25466	-0.71494
-0.35519	-0.64552
0.658512	0.935663
-0.10245	-0.51520
0.197791	0.413318
-0.04863	-0.40821
0.382467	0.555438
0.479605	0.847206
0.076601	-0.26607
0.427241	0.669871
0.457511	0.703582
0.842124	0.993243
0.111821	0.094722
-0.31201	-0.81523
0.250274	0.415693
-0.07229	0.253349
-0.13403	-0.18196
-0.37462	-0.85909
0.330001	0.656682
0.311193	0.597803
0.138762	0.066307
0.282474	-0.13533
0.646427	0.956079
-0.20255	-0.85258
0.052269	0.123085
0.608414	0.972009
0.402762	0.657045
-0.34767	-0.75042
-0.13580	-0.56570
0.571406	0.818661
0.438768	0.730747
-0.39635	-0.82160
-0.38351	-0.83147
0.003888	-0.37598
0.782934	0.986814
0.094793	0.258231
-0.12946	-0.19523
0.592353	0.869481
0.381508	0.494113
0.724661	0.970694
0.406370	0.839090
0.756802	0.963477
0.166588	-0.15168
0.222647	-0.27046
-0.35925	-0.82015
0.127778	-0.12363
-0.42372	-0.89174
-0.15460	-0.17108
-0.31662	-0.81252
0.070686	-0.32042
0.634086	0.765228
0.204628	0.247923
0.346981	0.364832
0.220782	0.491627
-0.05914	-0.52870
-0.00344	0.329603
-0.02415	-0.35443
0.090703	-0.23011
0.123517	0.061656
0.452317	0.889502
1.000000	1.000000
-0.40498	-0.85869
0.093714	-0.21619
0.089454	0.318078
-0.24729	-0.77026
0.307441	0.623382
-0.10867	-0.51114
0.665551	0.891866
0.430959	0.532709
0.823886	0.987515
-0.10337	-0.61468
0.320853	0.459976
0.067741	0.207238
-0.08737	-0.61710
0.329318	0.617217
-0.21801	-0.85479
0.636380	0.946407
0.441256	0.693861
0.475674	0.349303
0.586011	0.911467
-0.27668	-0.88469
0.834667	0.979703
-0.04896	-0.67733
0.638561	0.956149
0.085783	0.160471
0.157153	0.026587
-0.08775	-0.65550
0.678460	0.976525
0.755032	0.971836
0.027191	-0.31684
0.676097	0.902551
0.146000	0.349819
0.193065	0.389816
0.694897	0.876010
0.325130	0.577096
0.525514	0.728893
0.036036	-0.43985
-0.19626	-0.77611
0.302192	0.632298
-0.30703	-0.85850
0.274254	0.511611
0.259799	0.164478
-0.08648	-0.61568
0.578768	0.843721
0.741250	0.972510
-0.20622	-0.63658
0.044920	-0.14280
0.293295	0.501989
-0.21400	-0.72617
0.127254	0.281455
0.374965	0.571710
0.727471	0.956196
0.161307	0.284943
0.610071	0.937083
0.736318	0.968843
0.373754	0.617940
0.080558	-0.12250
0.159663	0.426620
0.206475	0.381350
-0.26816	-0.88679
0.005914	0.038031
0.623306	0.926985
0.420383	0.814781
1.000000	1.000000
0.309141	0.759439
0.637355	0.961461
0.267602	0.426718
0.082697	-0.18556
-0.15351	-0.68233
-0.53627	-0.96395
0.655128	0.917665
-0.16178	-0.70440
0.130070	-0.02615
0.268981	0.476131
0.755125	0.990476
0.081944	-0.19347
0.350846	0.596010
0.166982	0.002895
0.271863	0.457657
0.742657	0.992936
0.278827	-0.09333
0.559472	0.854762
0.374107	0.573399
0.171411	-0.04680
0.650162	0.953333
-0.43159	-0.90356
0.363403	0.571374
0.694967	0.958475
1.000000	1.000000
-0.09962	-0.57468
0.357228	0.653085
0.468048	0.375566
-0.12766	-0.62547
0.517794	0.753215
0.185117	0.394292
0.210576	0.126079
0.075336	0.196749
0.248421	0.144756
0.477073	0.701163
-0.09885	-0.51372
0.406301	0.630872
0.675482	0.956268
0.256080	0.213516
-0.02879	-0.41256
0.224651	0.359769
-0.18671	-0.25866
-0.26623	-0.83266
-0.07061	-0.45074
0.245302	0.755588
0.266857	0.487601
0.037140	0.267472
0.012141	-0.47101
0.203129	0.356954
0.700333	0.915244
-0.24066	-0.36762
-0.04908	-0.47245
0.377323	0.616801
0.796336	0.956481
0.319118	0.718219
0.404039	0.816974
0.338630	0.127406
0.754036	0.959666
-0.32826	-0.87338
0.403330	0.687955
0.518285	0.848468
-0.27699	-0.90459
0.522715	0.899818
0.341223	0.610039
0.152820	-0.23168
0.712468	0.946671
0.014372	-0.40074
-0.43898	-0.77032
0.067276	-0.14667
0.459434	0.728256
0.367459	0.914704
0.716373	0.964533
0.569554	0.879064
0.039373	0.116502
-0.21690	-0.64283
0.339377	0.522544
-0.33539	-0.82015
1.000000	1.000000
-0.04969	-0.42173
-0.06402	-0.28167
-0.36146	-0.88762
0.542404	0.939186
0.496932	0.726971
-0.04149	-0.72586
0.416170	0.779053
0.141903	-0.12298
0.612833	0.907550
0.458172	0.765380
0.297865	0.746707
0.622083	0.904658
0.066961	-0.56319
0.442818	0.845117
-0.14072	-0.62992
0.222349	0.352862
0.595858	0.870240
-0.15733	-0.58816
0.572172	0.903600
0.258930	0.510785
0.179003	0.186129
-0.36255	-0.81065
0.103408	-0.27445
-0.08853	-0.53286
0.631931	0.976984
0.817513	0.964554
