#
# Gaussian-cosines vs MI
#
#
# goe	mi
-0.32840	-3.50635
-0.01569	-11.8919
-0.07922	-7.28041
0.497970	1.533769
0.243886	-1.44904
0.455512	0.108224
0.166812	-0.50044
0.007529	-0.29016
-0.39912	-7.41304
0.113353	1.072402
0.303705	-1.92083
0.113612	-0.27619
0.481199	1.918240
0.220789	0.449067
0.765490	0.880828
0.765308	2.637152
-0.00964	-8.72792
0.725014	1.985637
-0.30875	-4.04506
0.456706	0.126194
-0.32501	-4.49882
0.520744	0.028507
0.148801	-2.89334
0.037456	0.174214
-0.31357	-5.09974
0.197279	-2.86999
0.369874	-0.52859
-0.37287	-10.1273
0.153023	-6.04366
-0.31946	-8.27885
0.262396	-0.46254
0.339943	-8.02130
0.223182	0.395760
-0.38509	-2.37920
0.465468	-0.27387
-0.19891	-2.70615
-0.22472	-3.13233
-0.51945	-6.64794
0.018015	-12.8770
0.058094	-3.91143
0.264453	-4.23836
-0.19439	-2.28438
0.020680	-7.46249
-0.19924	-0.78766
0.732185	2.299890
0.172539	-0.25911
0.687167	0.608833
0.281516	0.910675
-0.43053	-5.05222
0.641613	-0.52008
-0.06521	-1.32212
-0.45702	-5.27915
-0.27936	-4.10479
-0.24735	-3.45272
-0.26641	-3.69423
-0.22234	-3.76605
-0.22487	-2.66253
0.241791	-1.45319
-0.22159	-3.47273
0.266499	-0.95854
-0.08975	-0.96746
0.005036	-0.77713
0.816132	3.788110
-0.15773	-4.73859
-0.15685	-2.37011
-0.05266	0.837236
-0.17442	-2.86582
0.376082	-2.30591
-0.28108	-4.97348
0.699057	2.737212
0.650124	-0.84277
-0.18576	-1.22152
0.436050	-0.41587
0.201370	  -inf.0
0.580630	-0.26125
0.416772	0.196475
-0.14006	-2.35005
-0.03552	-3.13148
0.560336	0.232940
0.741499	2.936590
-0.26649	-3.40484
-0.27072	-4.19933
0.340842	0.684920
-0.26683	-5.05561
-0.27068	-4.47453
0.347169	1.990921
0.603153	2.648336
0.544150	-0.23989
0.694615	4.090602
-0.08904	-1.22719
-0.21707	-1.72524
-0.05240	-1.36773
0.504009	-1.49321
-0.21533	-3.62059
0.751864	2.730762
0.588698	2.720146
-0.06906	-2.85403
0.050853	-1.37815
0.365605	0.822671
0.564531	0.055769
0.068774	-8.19885
-0.10706	-1.37189
-0.06012	-3.04033
-0.23277	-1.83603
-0.12687	-5.18585
-0.23198	-3.96925
-0.25821	-2.16169
0.286192	-1.34331
-0.17557	-11.9967
0.138079	-1.44935
-0.18118	-4.36784
-0.13810	-9.28819
-0.10664	-5.73246
-0.07627	-5.03728
-0.11362	-9.76103
-0.02759	-6.02124
-0.16487	-5.82871
0.644940	0.530520
-0.01120	-2.88619
-0.03585	-0.85001
0.072930	-0.46694
0.017526	0.959252
-0.06432	-8.68865
0.631884	1.056460
0.666160	1.016749
0.577143	1.085105
0.476616	-0.05492
-0.08673	-3.44095
-0.14094	-4.34241
-0.00418	-3.57282
-0.11630	-8.89720
-0.09207	-1.77111
0.160680	-0.87190
-0.30703	-3.28763
-0.29487	-4.25526
0.157407	-2.15006
-0.07699	-1.74063
0.567538	-0.26892
0.903332	1.713996
-0.39332	-6.47073
0.636956	0.682903
-0.02170	1.108450
-0.23243	-1.19773
0.637305	0.977382
0.096524	-2.45198
-0.07855	-2.45106
0.523544	-0.00261
0.241746	-1.14047
-0.30359	-4.82216
0.810874	2.168758
0.114928	1.248566
-0.08586	-4.74761
0.509344	-1.13833
0.061824	-2.68740
0.750372	2.418826
-0.05185	-8.09315
0.462077	0.098547
0.293225	-0.42490
0.267225	-4.36304
0.311614	2.084850
-0.02556	-3.32884
0.711547	0.934105
0.301162	-0.04645
-0.32813	-5.73415
-0.17621	-2.03674
0.493210	-1.62019
-0.20394	-3.53881
0.424297	-1.33679
0.670526	0.649645
0.005385	-1.61587
0.227028	-0.93803
-0.30305	-2.87076
0.710603	1.618279
0.546506	0.433753
0.041314	-4.25944
-0.41371	-4.89376
-0.06782	-10.0345
0.084887	-3.97844
-0.12855	-4.53676
0.131196	0.618315
-0.33210	-2.88105
0.291935	-0.76052
-0.18333	-3.89583
-0.08582	  -inf.0
-0.27210	-6.04557
-0.19156	-8.68882
0.324931	-0.41480
0.274732	0.559071
-0.16019	-7.48937
0.595869	1.270456
0.067665	-0.39178
-0.18671	-3.41663
0.497987	-1.92439
-0.22395	-6.63766
0.260167	-9.82491
0.481298	-0.26108
0.444593	-0.68821
-0.26016	-3.02211
0.009477	-2.40745
0.077124	-1.83761
-0.39672	-4.97125
0.313133	-6.58655
-0.01234	-3.29039
0.401586	-0.44811
0.656988	1.703017
0.199483	-7.02160
0.277211	-0.43158
-0.43953	-6.35573
0.556208	-0.86312
0.211922	-2.46812
0.332933	-3.31535
-0.06504	-2.12872
-0.26632	-3.27012
0.662252	0.444654
-0.31041	-4.56304
0.639514	1.193378
0.149560	-0.60907
0.450808	0.893588
-0.01094	0.364007
0.395118	-2.75844
0.585323	0.853799
0.284653	  -inf.0
0.002528	-2.52073
0.183012	-0.85998
0.356697	0.069946
0.546551	1.375703
0.449025	-0.23646
0.146623	-2.71154
0.238688	-1.64573
0.192131	-3.29434
0.577618	2.032777
0.472956	-0.00743
0.392003	-0.36879
0.419826	1.069878
0.584562	6.366384
0.287953	-0.49499
0.484189	0.548009
0.345855	-0.01884
0.188303	-3.05336
0.047546	-2.15792
0.617080	-1.55028
0.057870	-9.77948
0.126591	-1.06057
0.415458	-0.71861
0.368470	-0.37655
0.457719	0.420206
-0.12429	-1.55161
-0.19669	-12.9075
-0.19295	  -inf.0
-0.00609	-2.33991
-0.22059	-8.09180
-0.02565	  -inf.0
0.690398	1.380726
0.221713	-4.04554
0.164885	-1.95165
0.160928	-4.08235
0.269046	-5.83222
0.754688	3.152486
0.496176	0.225738
-0.18880	-2.14373
-0.30570	-3.43066
0.116477	1.108177
0.158135	-2.38309
0.602970	2.450707
-0.18164	-2.12894
0.217390	-1.79822
0.831954	2.406759
-0.12739	1.813150
-0.40823	-6.77406
0.067102	-5.52854
-0.31683	-0.84483
0.441748	-0.96992
0.231675	-0.89287
0.571090	-2.18690
0.061664	-1.70677
0.244485	-1.84461
0.041749	0.595717
-0.23232	-8.75395
-0.28571	-5.76117
0.489954	-3.87559
0.175753	-0.02005
0.361039	-0.05712
0.168729	-5.16648
0.099998	-8.46365
-0.01600	-8.49093
0.079064	-9.67463
-0.01412	-1.48678
0.313191	-1.37931
0.687495	0.869708
0.288995	-0.44850
-0.08012	-1.82085
0.495159	-0.46991
0.082361	-4.23149
0.274912	-6.28384
0.252528	-0.97195
0.346425	-1.87646
-0.01300	-4.01908
-0.08540	-3.26245
-0.16335	-1.91737
0.171820	0.257665
0.442608	-0.28972
-0.26899	-6.51860
0.396217	0.549354
0.661811	0.914285
-0.19205	-2.99093
0.024441	-0.95727
0.036359	-1.32021
0.639471	0.455017
0.714318	1.138545
0.593958	0.800521
0.739961	0.242740
0.076878	-0.87429
0.045335	-2.46973
1.000000	2.585812
-0.34617	-2.52029
0.806036	0.520550
0.199481	-0.57430
-0.26054	-2.08013
-0.09042	-11.5595
0.651004	-0.30652
-0.22999	-1.56802
-0.25147	-3.34873
-0.07353	-0.86875
-0.34338	-4.87291
-0.11145	-1.58909
0.425923	0.221450
-0.34538	-5.74363
-0.18402	-2.67237
0.142000	-0.03903
0.183866	-1.82194
-0.40027	-4.19465
0.539478	-0.52214
-0.08856	-2.62662
0.137876	-0.90807
0.002517	-0.95522
-0.11051	-1.04919
0.706802	1.371972
-0.23571	-5.65381
0.381051	0.220741
-0.14028	-1.58003
-0.36826	-5.80866
0.560529	-0.15300
0.409485	0.587320
-0.31987	-5.58855
-0.13496	-3.77311
0.217590	0.653209
0.569945	0.030996
0.644325	-0.36838
0.343320	-0.00442
-0.28285	-2.70636
0.495525	0.880926
0.314935	-0.05384
0.702465	0.435977
-0.22380	-2.99333
-0.37394	-4.97554
0.794034	0.800583
0.673038	1.465415
0.879016	1.851236
0.609977	-0.62779
0.372772	-1.28042
-0.18631	-4.03241
0.151642	-1.97277
0.877702	1.652538
0.601163	1.032077
0.364914	0.698966
0.452659	0.260544
-0.25486	-3.55057
0.213809	-6.42833
0.289577	0.419113
0.118742	0.186031
-0.02599	-1.78864
-0.26581	-4.35960
-0.16970	-1.93275
0.544157	1.533124
-0.33384	-7.43881
-0.23630	-3.94282
-0.31575	-3.86766
0.363285	-1.66310
-0.29509	-3.04167
-0.33773	-9.50844
0.058896	-2.75435
-0.19220	-10.3239
-0.14688	-3.24785
0.482323	2.190470
-0.29410	-7.62901
0.605891	1.185816
0.126356	-1.83728
0.294612	-1.02116
0.602646	0.333375
0.146871	-2.38809
0.083896	0.278233
-0.47343	-9.05465
-0.02538	-1.34686
-0.04765	-0.38935
0.527266	-0.62044
0.211423	-1.80890
0.842897	1.032694
0.304618	-1.64718
0.488802	0.241246
0.642048	0.592201
0.090976	0.163478
0.553991	0.172847
-0.05309	  -inf.0
-0.21134	-1.63374
0.343357	-12.4478
0.569072	0.019865
-0.04474	-5.67398
0.773063	0.856229
0.072082	-1.71319
-0.22779	-2.36978
0.736554	-0.65612
-0.38433	-3.35899
0.312158	-6.61819
0.662311	2.120975
0.111982	-3.88108
0.160324	-1.29030
0.586603	2.898453
0.752457	0.738341
0.806277	1.916935
-0.08109	-11.1539
0.392381	-10.7765
0.605587	0.883806
0.717107	0.421534
-0.12784	  -inf.0
0.389764	-1.13873
0.045290	-1.24251
-0.25692	-8.71551
-0.15596	-8.62143
-0.06761	0.086174
-0.31426	-2.66019
0.634218	1.099250
0.133623	-3.59762
0.629648	1.112954
-0.05790	0.293955
0.662011	0.352890
0.822512	1.608833
-0.24969	-11.2594
0.510930	-1.70126
0.183363	0.916519
0.082054	-6.86046
0.469001	-0.53902
0.029381	  -inf.0
0.359864	-2.02615
0.266123	-3.83904
0.619839	-0.27182
0.283170	0.857426
0.550208	-4.36566
0.807273	1.832975
0.030836	-7.05535
0.405955	-0.37778
0.401724	-12.1528
-0.25001	-1.45684
0.094626	-1.51765
-0.03167	-1.65444
0.489076	-0.94306
0.062683	0.338239
0.395749	-1.54260
0.025540	-3.89338
-0.11767	-2.30647
-0.10556	-3.20128
-0.06990	-1.61873
-0.32666	-3.16017
0.456307	-0.40998
0.209472	-1.60705
-0.32487	-3.31617
0.345924	-7.36424
0.293827	-0.90920
0.188836	-0.63113
-0.29921	-2.88978
-0.05006	-0.54401
0.319925	-1.22474
0.591412	-1.15648
0.164328	-1.74958
0.290790	-0.23927
0.379501	1.238511
-0.12803	-0.84496
-0.28229	-4.32781
0.759848	-0.08942
-0.03985	-1.53325
-0.27072	-3.41830
-0.00342	-4.46817
0.288182	-3.66075
0.479759	-0.48567
0.073378	-2.35247
-0.23553	-6.07096
-0.27177	-11.5815
-0.22093	-2.83811
-0.40194	-3.25453
0.464847	5.795458
0.302191	-1.13224
-0.22299	-8.47732
0.378184	-3.06414
0.512375	-0.77988
0.377824	-0.67385
-0.16643	-7.67367
0.788051	1.454949
-0.01902	-3.52755
-0.35676	-4.67370
0.449447	-0.60645
0.754949	0.698120
0.583893	0.361021
0.354587	-0.65285
-0.27076	-2.26658
0.377866	-2.12978
0.368180	-4.82658
-0.05374	-0.22242
0.217347	-5.66043
0.192005	-6.33997
-0.14485	-0.37371
-0.10379	-1.54525
0.131222	-3.82072
0.336976	1.630707
-0.11164	-3.22809
1.000000	2.158552
-0.17025	-5.55030
0.146364	-1.00812
0.627287	1.785507
-0.13949	-1.19238
0.025958	  -inf.0
0.639204	-0.01938
-0.20866	-3.24102
-0.23311	-4.63723
0.421967	-0.35519
-0.32864	-9.19503
-0.36537	-4.39663
-0.31496	-1.94190
1.000000	5.114921
0.191446	-6.82862
0.191690	-2.76467
-0.11902	-1.27846
0.034785	0.622073
0.643696	-0.66172
0.500747	0.022665
0.528122	-0.01814
0.455355	0.292943
0.472066	0.602131
0.683144	0.987645
0.543955	0.533057
0.729704	2.370131
0.310177	0.180699
-0.16949	-4.43761
-0.03314	-0.57058
-0.04769	-3.69578
-0.17551	-1.65333
0.732312	5.269162
-0.27840	-3.08802
0.068981	-1.04350
0.049414	-0.31235
-0.04915	0.284630
0.731658	2.065739
0.735708	3.462267
0.327349	-0.53908
0.586094	0.385893
0.294318	-2.76756
0.464259	-0.24432
0.672440	1.931833
0.015207	-0.52624
0.463973	1.370359
0.600678	2.366952
0.558015	-0.86995
0.199791	-0.65176
0.357681	-0.63215
1.000000	5.967512
0.741158	1.743556
0.479336	-0.36144
0.262319	0.577183
0.264397	-0.09755
0.571858	-0.66621
0.437900	-1.15769
0.539195	1.305205
0.344465	1.069297
-0.12696	-9.47450
0.371848	0.722557
0.085845	-3.41612
0.006792	-5.01176
-0.09200	-2.69839
0.008172	-4.73016
0.057968	-4.66358
-0.01116	  -inf.0
0.418227	-0.00160
-0.16100	-8.87035
0.041142	-6.33530
0.186383	-2.36096
0.165539	0.268608
0.191321	-2.62968
0.106722	-2.66353
-0.02911	-2.25670
-0.20800	-1.88839
-0.32150	-7.49809
0.787768	2.022046
0.778676	2.296627
0.785915	2.561463
0.101110	-0.99171
0.298895	0.110735
0.065283	-0.41671
0.758028	2.036027
0.505259	-0.90230
0.549809	0.898893
0.591221	-0.37335
0.082715	-2.09392
0.735636	1.708654
-0.40157	-13.2275
0.662842	1.715074
0.180314	-0.37155
0.670950	0.872761
0.041745	-1.33009
0.607395	-0.17127
0.377259	0.581813
-0.34538	-4.73697
-0.39120	-6.13032
0.716451	0.062516
0.760783	1.278953
-0.29026	-2.42644
0.516606	-2.37711
0.301530	0.373019
0.041634	-2.44625
0.110153	-1.66585
-0.19960	-3.88001
0.250393	-0.87939
0.801756	1.593229
0.820170	1.767569
0.459490	1.021773
0.707723	2.380839
0.660518	1.916016
0.154778	-0.30203
0.549376	-0.16802
-0.01437	-3.00967
0.802396	1.452632
0.568652	-1.16670
0.847071	2.579332
0.076293	0.455112
0.286472	-9.42028
0.751246	2.347989
0.185117	-7.39338
0.288127	-3.08129
-0.09650	-1.15183
0.219111	-9.08885
0.171988	-3.08131
0.490965	0.826162
-0.33800	-4.12678
0.100510	-3.29834
0.624986	-0.21031
0.141999	-1.41736
0.618075	0.855259
0.645504	1.516844
0.039881	-4.57535
-0.26177	-2.75448
0.257126	-1.26488
0.454074	0.823390
0.233775	-7.99416
0.604135	1.246422
0.523455	-0.65281
0.312373	-0.67812
-0.06508	-5.02587
0.041802	-1.52492
0.051704	-0.69962
-0.15585	-3.24098
0.217717	0.711285
0.014636	-3.13509
0.453556	1.011513
-0.34313	-0.30438
-0.09317	-1.29036
0.381009	-0.50285
0.592156	-3.23810
-0.07814	-9.54508
0.171888	-6.79896
0.350798	0.537764
0.022361	  -inf.0
-0.13223	-1.50960
0.316320	0.908754
0.305857	-1.83250
-0.26292	-2.20782
0.261109	-0.36014
-0.20874	-3.31926
0.619758	1.915311
-0.04787	0.049857
0.575043	1.358744
0.136644	1.480128
-0.25467	-4.43296
0.907154	5.265973
0.605221	-1.79899
-0.45520	-5.86801
0.633606	-1.56415
0.369267	-5.39450
0.863946	3.605482
0.437761	0.773809
0.443132	2.145189
0.381027	-2.09195
0.469260	-3.44548
0.822929	2.710637
0.664335	0.942882
0.131421	-4.01247
0.689113	1.635419
1.000000	2.690175
0.235458	-1.06936
0.516390	1.654513
0.271685	-3.17241
0.187308	-1.54102
0.462291	-2.17307
-0.21630	-0.64721
0.035873	-0.86938
-0.00466	-2.38637
0.171432	-1.85225
0.544159	0.776953
0.070819	-5.53542
0.306426	0.309575
-0.15099	-2.42032
0.020425	-1.73605
0.832392	2.154897
-0.00466	  -inf.0
0.044942	-0.75880
-0.43044	-5.71967
0.101596	-2.27426
-0.13637	-1.84599
-0.26394	-2.27438
0.213951	-3.04621
-0.09902	-3.56935
0.032528	-3.56849
0.290944	1.277490
-0.13325	-6.81772
-0.00511	-0.93779
0.657091	3.217112
-0.12866	-4.31591
0.350338	1.228476
0.450202	-1.06534
0.080963	-4.23572
-0.09821	-6.56080
-0.15723	-6.15647
0.351383	-2.31142
0.622875	0.926246
-0.14946	-3.56360
0.230640	-0.57359
-0.04622	-8.50481
0.241608	-0.66195
-0.12724	-3.63370
-0.00798	-2.26591
0.039676	-1.59074
0.041658	  -inf.0
-0.26291	-3.34361
-0.14722	-3.07532
0.093184	-3.24191
0.002340	-1.22752
0.641734	  -inf.0
-0.38680	-4.65093
0.302588	-0.16657
0.600244	0.857616
0.646601	0.156292
0.633242	2.005130
-0.22739	-5.01585
0.706398	2.162782
0.073994	-2.33321
0.446939	3.033847
0.041506	  -inf.0
-0.13952	-3.55446
0.232566	-2.37275
0.434681	-1.48149
0.349640	1.205510
0.485900	-9.31647
0.343176	1.692379
-0.00444	-3.22461
-0.33926	-3.60942
0.758689	1.287174
0.645190	0.179179
0.201900	-0.69537
0.190457	0.883409
0.091790	-9.05769
0.111070	-1.83581
0.586102	-0.49404
0.555436	0.463563
0.027386	-2.06130
0.419150	-6.59444
0.273404	-0.83828
0.780146	1.601347
-0.45140	-4.37903
0.297597	-0.19730
0.162149	1.012952
0.270213	-2.99882
0.393874	-0.38512
0.389386	0.619363
0.842872	0.923135
0.200236	-8.34255
-0.17463	-11.1113
0.200406	-0.90699
0.052651	-3.50540
-0.33333	-2.85397
0.460704	-1.34797
0.704705	0.186840
0.472041	0.794407
-0.26459	-8.69141
0.106852	-7.66824
-0.18098	-2.67744
0.176341	-0.53047
0.465381	1.861847
0.512242	-0.91786
-0.04182	-7.34462
0.127605	-0.45232
0.394297	0.599776
0.434014	-0.65962
-0.09341	-2.78374
0.166105	-8.41948
0.264963	-0.72149
0.437002	-0.42031
0.363403	-4.45909
0.302831	0.139323
0.058868	-2.90595
0.293445	0.159663
-0.00659	-2.80263
0.697766	1.326122
0.730927	0.412233
-0.06605	-1.37250
0.679975	1.930073
-0.12671	-1.30644
-0.15313	-6.24166
0.340268	-5.08132
0.114621	  -inf.0
0.153186	-1.02678
-0.29006	-2.14789
0.512716	-0.32740
-0.40007	-4.87824
0.594076	2.507968
0.215236	-0.81823
-0.16966	-2.98851
-0.13064	-2.07096
0.410249	-2.23853
0.292161	-1.30144
0.633870	1.045239
0.337656	-0.77487
-0.19137	-5.78023
-0.16671	-9.17403
-0.19434	-2.83116
0.163743	-6.57492
0.295095	-1.18485
0.111828	-5.84693
0.397398	-0.77867
-0.16434	-0.94893
0.332996	-1.52600
-0.01363	-2.41246
0.144216	-0.03102
0.302508	-0.96046
-0.34847	-2.15086
-0.30014	-2.34962
-0.15009	-3.54915
0.450415	0.621729
-0.21444	-2.93237
0.691687	1.084665
0.332511	-2.56415
0.453041	-7.16825
0.404039	0.068189
-0.18883	-11.1162
-0.21683	-3.99586
-0.01526	-0.41498
0.472813	-0.00043
0.639027	0.560796
0.237415	1.004870
0.186443	-0.85978
0.891328	3.565534
0.602239	0.856958
-0.11193	-1.98885
0.482143	-0.82868
0.130865	-0.95588
-0.14879	-0.33523
0.184713	-4.64602
0.469505	0.273674
0.368320	-0.29531
0.274850	-11.0779
-0.32025	-5.28131
0.516390	-0.01362
0.930786	1.494668
-0.13571	-1.42524
0.112740	-4.78422
0.079670	-2.17503
-0.01775	3.592872
0.904446	5.712518
-0.17146	-6.89899
0.222475	-0.58514
0.573212	0.707079
0.620444	0.480940
-0.19421	-5.60037
0.008015	-1.00227
-0.04758	0.598247
0.705389	2.116283
-0.29517	-3.13912
-0.25854	-2.27889
-0.01311	0.400765
-0.54095	-5.16729
-0.16299	-1.83589
0.713879	1.342145
0.094574	-9.96816
0.842295	4.342062
-0.37311	-3.24970
0.657401	1.897728
0.304003	-2.16548
0.774328	0.825693
0.613828	4.033276
0.735504	1.386338
-0.33723	-6.65417
0.795458	0.195737
0.541354	0.951558
0.594046	1.036140
0.512737	2.823442
0.240099	-0.49952
-0.15704	-6.81791
0.216197	-1.02781
0.755171	4.746798
0.126724	-4.82879
-0.04866	-4.65229
-0.04095	-0.88619
-0.02641	-2.33196
0.045754	-1.39403
0.191918	-1.93495
0.294888	-0.26616
-0.00408	-2.00871
0.349274	0.456487
-0.08848	-9.06245
0.072714	-3.02991
0.128631	-0.94716
-0.03357	-9.56653
0.500042	1.816072
0.034161	-1.26201
0.108512	-2.16294
0.477094	2.031765
0.445723	1.612278
0.229467	-0.95845
0.322397	-0.58505
0.468026	-0.11474
0.354969	-1.23754
0.515695	2.573495
0.380486	-1.18985
0.515164	2.972686
0.560108	0.557968
0.789354	2.435494
0.054282	-1.90862
0.445475	2.432535
0.217272	1.139771
0.124047	-2.32217
0.155747	-0.21394
0.153248	-5.50930
-0.02688	-3.04828
0.317255	1.554367
0.063998	-1.69461
0.440029	1.559146
0.473327	3.323876
0.395463	-0.28546
0.305032	-0.60725
0.434509	1.567841
-0.14679	-3.23162
0.545359	1.244325
0.459434	0.905320
0.624737	2.704926
0.438080	-1.34725
0.381151	-1.23717
0.503342	4.018050
0.377671	-0.98233
0.640611	1.427686
0.586990	1.090180
0.639426	1.653142
-0.06400	-7.25979
-0.17209	-5.43281
-0.15167	-8.13760
-0.15122	-6.04186
0.128756	-1.25232
-0.06358	-5.30378
0.126845	-1.13403
0.179003	0.069299
-0.00676	-1.46048
0.648119	0.946069
-0.24684	-3.05367
0.135451	1.021460
-0.18471	-2.27596
-0.39287	-6.78166
0.503576	-1.68398
-0.14753	-4.17815
-0.06322	  -inf.0
0.571177	0.487882
0.199715	  -inf.0
0.683253	2.702695
0.544956	-0.28572
-0.21301	-5.47007
0.700193	2.174301
0.750864	3.567474
0.031766	  -inf.0
-0.39148	-7.96107
0.704017	2.240648
0.109146	-2.82793
0.386383	0.567894
0.597594	0.668546
0.537457	1.949289
0.331080	-5.57575
0.334050	-8.46796
0.737336	0.353238
0.152978	-0.53753
0.573945	-0.12783
0.709258	1.278205
-0.11598	-3.67560
0.732964	0.916772
0.480065	1.629199
-0.12412	-2.64256
0.016895	-12.2595
-0.29426	-3.49172
0.722636	1.191795
-0.02585	-0.07622
0.744904	2.331291
-0.29997	-1.57378
-0.38340	-7.63064
0.646505	1.215423
0.348712	4.754772
0.240531	-0.60281
0.110651	  -inf.0
0.658834	0.279361
0.649286	1.450587
1.000000	8.561054
-0.30755	-3.75928
0.395308	-5.54775
-0.12644	-5.05618
0.415884	0.402559
-0.48833	-4.44071
0.223261	-3.76589
0.139901	-1.14944
0.484679	0.321462
0.285734	-11.1490
0.748796	-0.07873
0.328390	-0.03279
0.490157	-0.23670
0.306672	-7.79697
-0.18777	-0.26346
0.465832	-0.86566
0.359728	-1.52734
0.182692	-6.95659
0.193638	-1.53672
0.448212	-0.77232
0.725747	0.996113
0.160793	-0.00172
0.443969	-0.26333
0.511707	-0.31541
-0.34765	-5.18278
-0.35842	-5.45823
0.117184	-0.32815
0.453230	-0.00977
0.483249	0.036387
0.316924	0.101724
0.347378	0.945587
0.217415	  -inf.0
0.577537	1.109147
0.023604	-1.23811
-0.15513	-6.69081
0.655432	1.524729
0.182149	-0.19067
0.435140	0.408732
0.207765	-1.39592
0.024728	-1.41015
-0.32549	-7.53546
0.801693	4.056989
0.542527	2.302340
0.541924	-0.35613
-0.08122	  -inf.0
0.101133	-3.23210
-0.22644	-3.12865
-0.27167	0.442419
0.388177	0.120142
0.231105	-3.36004
-0.04151	-4.22099
0.117680	-1.75872
0.203310	-1.69284
-0.02291	-3.27757
-0.07743	-3.30520
0.196081	-1.97678
0.305442	-1.85028
0.321452	-0.74822
0.736015	1.289872
0.195788	-1.93970
0.398657	1.819436
0.151547	-2.27857
0.289609	-0.36558
0.494126	-0.16593
0.404803	-0.12158
0.376778	-1.27891
0.348642	-5.00387
0.554317	0.228361
0.394421	0.227128
-0.06451	-5.47524
0.546842	2.141531
0.825089	2.022541
0.441600	0.311124
-0.07722	-3.69913
0.471629	-0.18838
-0.02990	-5.37030
0.510972	0.413684
0.566538	0.627547
0.209426	-2.96838
0.520503	0.528789
0.313923	-0.82149
0.380743	-0.92683
0.374686	-0.41855
0.218203	-1.32561
-0.10683	-4.38000
0.199537	-1.95238
0.644259	0.942046
-0.03367	-4.01121
0.249282	-0.33404
0.424479	-0.47375
-0.05236	-2.05981
0.575355	0.602446
0.696390	2.655516
0.536672	0.799574
0.282006	-1.18151
0.415536	-0.10377
0.479110	0.207352
0.316045	-0.68516
0.817513	2.261451
0.329471	-2.01691
0.142494	-2.68821
-0.03107	  -inf.0
-0.43983	-5.23686
-0.30132	-3.89822
-0.19558	-4.45117
-0.34054	-7.02683
0.781366	3.408193
-0.22152	-3.22219
-0.04345	-0.71245
0.093773	-0.24667
-0.30801	-5.12081
-0.02916	-1.30814
-0.21243	-2.91736
-0.39322	-6.91205
-0.26636	-7.59303
-0.02258	-3.31784
-0.09007	  -inf.0
-0.26119	-8.08902
0.503832	-1.51876
0.504072	-4.27539
0.490173	-0.24821
-0.30610	-3.17558
0.566616	1.551148
0.595991	1.903825
-0.20560	-3.65463
-0.34854	-7.13696
-0.11136	-2.30469
0.341684	-1.10165
0.636315	2.433158
0.196157	-3.21631
0.545458	-0.23578
-0.05004	-0.56530
0.106233	-0.09697
-0.10980	-1.33107
-0.11595	-2.48883
-0.29129	-7.97966
0.819242	3.114403
-0.00925	-4.26891
0.101005	-8.55544
0.344087	-2.88865
0.133090	-0.04185
0.617001	0.052778
0.593700	0.668831
0.228046	-0.31688
0.748312	2.165403
0.258549	1.253725
0.691395	0.499967
-0.36740	-8.10521
0.750278	2.358663
0.295596	-1.09652
-0.23293	-7.10440
0.329086	1.169330
0.774402	2.459584
-0.27549	-10.8160
0.168395	-1.76116
-0.13188	-0.89288
-0.00749	-2.51228
0.033043	-1.57261
0.509288	0.567508
0.669022	-0.12866
0.542089	0.754437
-0.10959	-5.78428
0.225466	-1.00433
-0.04071	-2.86820
0.315119	-0.54087
0.273059	-2.32597
-0.01109	-10.4980
-0.17479	-5.87314
-0.36511	-7.32945
0.536001	0.670905
0.386524	-1.35492
-0.13536	-6.76565
0.115434	-0.37874
0.675655	1.240496
0.495738	0.979655
-0.16558	-1.39574
0.704375	0.393822
0.550471	-0.24197
0.432059	-0.96846
-0.03316	0.080718
0.648378	0.047515
0.484796	1.275517
0.634003	2.009576
0.667356	0.909642
0.617708	0.651565
0.657714	-0.04348
-0.14498	-4.57609
0.786395	3.189316
-0.11246	-0.99916
-0.00370	-3.30163
0.234368	-0.79414
0.371153	-1.48824
0.396253	1.170435
0.698705	1.791170
-0.03546	0.688428
-0.32118	-5.91800
0.714366	1.621115
0.702656	2.490373
0.123518	0.134730
-0.06204	-0.89008
0.645549	0.609941
0.372220	-0.64811
0.331607	0.932100
0.150314	1.033874
0.315971	-1.26545
-0.05248	0.501730
0.465759	0.234591
0.484490	-0.55459
0.722931	1.487402
0.133090	0.335020
0.461745	-1.05533
0.707993	2.729704
0.472372	-1.91819
0.428617	-1.55713
0.568975	-0.15955
0.518420	0.766926
0.517928	-0.73068
0.151251	-2.53602
0.325527	0.441669
0.225277	-0.44684
0.053416	-8.63115
0.185937	-5.22549
0.263467	-0.95720
0.161343	0.915032
0.431364	-1.33086
-0.05558	-9.06836
0.167562	-3.43855
0.082530	-3.64759
0.500894	-0.49284
0.230775	-0.71095
0.627732	0.626671
-0.27149	-3.59494
0.149646	-0.61903
0.788194	2.602417
0.188345	-0.41759
-0.50625	-3.85963
-0.10559	-1.29362
-0.25385	-2.18763
0.405886	-4.59883
-0.08869	-5.27228
-0.07582	-4.62784
0.768570	0.708684
0.620134	0.010693
0.292699	-6.56747
0.698674	0.708934
-0.24008	-3.04096
-0.42257	-9.93792
0.734278	1.563526
-0.30743	-3.53438
0.636530	2.673515
0.582755	1.324634
0.217846	-0.75754
0.138876	-2.20249
0.201731	-0.74270
0.717903	2.238945
0.299943	-2.21139
