#
# Gaussian-cosines vs MI
#
#
# goe	mi
0.762582	2.293521
-0.09587	-0.00153
0.729979	1.059285
-0.24327	-3.50572
-0.23317	0.580205
0.177269	-1.30754
0.604391	1.303463
-0.12881	-5.71234
0.258462	-11.7583
-0.36916	-3.93962
0.501375	2.143057
0.550593	-0.69589
0.222725	-3.91360
0.425485	-1.59526
0.096988	-2.17122
0.187160	  -inf.0
0.735984	3.037176
0.448711	2.294433
0.189380	-0.90596
-0.00919	-7.09076
-0.35393	-3.86521
0.304409	-2.00040
0.176524	-2.41916
0.221985	-2.58704
0.380622	-0.17507
0.745107	1.473790
-0.24888	-8.24161
0.044787	-4.81462
-0.18982	-2.93016
0.390031	-1.56538
-0.04428	-1.13353
0.062408	-0.38826
-0.16020	-2.55584
-0.13407	-2.68301
0.704290	1.593433
0.898562	3.603006
0.354472	-1.15710
0.232638	-7.30510
-0.27699	-9.41090
0.119724	-1.45511
0.370361	-0.94542
0.742445	1.127490
0.443120	0.391810
0.354426	-1.02653
0.426595	-0.31835
-0.20263	-3.59062
0.260754	-9.35360
0.084852	-9.13842
0.012807	-4.25843
-0.43887	-4.84815
-0.17809	-2.16761
-0.25287	-3.08463
-0.12883	-1.50789
1.000000	3.319815
0.255349	-12.0286
0.323298	-10.7540
-0.01957	-8.72448
0.430470	1.201851
0.484029	1.661516
-0.21620	-3.16115
0.612768	-0.02381
-0.15601	0.561544
0.485695	0.029216
0.594247	1.207495
-0.26655	-4.21517
0.830264	0.531335
-0.11716	0.296538
-0.32202	-9.33035
0.379361	-0.98486
0.466985	2.858686
-0.24736	-1.48941
0.128630	-1.13538
0.017536	4.130383
-0.14054	-8.47087
-0.10239	-0.50257
0.059694	0.795737
-0.30102	-1.28408
0.100939	-0.14522
-0.18025	-2.46552
0.468695	-0.40345
-0.26646	-2.37706
-0.35980	-7.94212
-0.28959	-2.00378
-0.30712	-0.44134
-0.26521	-3.77460
-0.18900	-1.57464
0.138912	-0.18087
0.085399	-0.41987
0.628168	0.667710
-0.24422	-1.23375
-0.01332	-0.76560
0.583750	1.166263
0.172512	-0.44969
0.059808	-1.01497
0.221282	0.079639
0.113864	-5.30523
0.099858	-1.94531
0.191734	-0.45800
0.118176	-0.25347
0.208983	-6.42351
0.127507	-1.14602
0.109861	0.173034
0.314623	0.449543
0.163469	0.552407
0.100005	-0.83740
0.192516	-0.48846
0.233480	-0.62148
0.278633	-0.18993
0.159878	-0.63930
-0.01056	-0.97061
0.146989	-0.11494
0.423087	0.705141
0.682922	0.569478
0.107720	-0.52258
-0.23468	-7.46134
0.102030	-0.33962
-0.03262	-1.14250
0.606644	2.603281
0.083936	-0.81371
-0.06164	-2.08799
0.248113	-0.03924
0.153607	-0.41434
0.419065	0.368079
0.087661	-0.62932
0.256500	0.257763
-0.32816	-5.18527
-0.22869	0.462958
0.154793	0.184398
0.198217	-6.71866
1.000000	5.726428
0.669818	3.054259
0.461340	-1.44348
0.621131	-1.54756
0.576743	-0.86393
0.676162	1.208777
-0.51702	-3.62298
0.198897	-1.02440
-0.22214	-3.50501
-0.19028	-3.50224
0.740459	1.422113
-0.22399	-6.20445
-0.01865	-1.44836
-0.24053	-1.59363
0.195442	0.037755
0.541973	0.971621
0.222335	0.859532
0.068466	-1.93910
0.092804	-7.16234
0.260961	-1.04626
0.727265	2.294862
0.177017	-0.63368
0.117246	-1.60748
0.009655	-1.64632
-0.05208	-0.97132
0.602938	1.153410
0.384788	0.649034
0.517551	0.659427
0.354962	-0.54158
0.552472	1.184092
-0.25191	-5.14019
0.110635	-0.94034
0.492645	0.104983
0.553743	0.837783
0.180711	-1.31220
0.300530	-0.65484
0.495793	0.250940
0.491585	-0.08738
0.050135	-0.99373
0.752935	-0.35040
-0.10514	-7.12543
0.321859	-1.01241
0.067198	-0.89270
-0.36058	-6.38371
0.681634	1.608450
0.383774	0.551181
0.284240	-10.3872
0.333247	-0.10673
-0.37637	-4.39869
-0.24124	-4.98573
0.597909	0.757879
-0.24271	-2.27976
0.464019	0.716778
0.220055	-3.24324
-0.29408	-3.80568
0.660795	0.034660
0.029819	-8.96364
-0.14398	-2.50949
0.178055	-0.07079
0.108878	-7.03474
0.704561	1.511737
0.310847	-1.78246
-0.07893	-3.30218
-0.10983	-0.25781
0.423876	0.342831
0.011351	-0.42916
0.135912	-2.74355
-0.47432	-4.29978
-0.30615	-4.41149
0.233542	0.070587
-0.12586	-0.83914
-0.10914	-2.87979
-0.25766	-5.45901
0.086062	-1.08520
0.144889	  -inf.0
-0.13529	-0.17597
0.613977	0.530130
-0.03386	-1.19132
0.123645	-0.81100
-0.11792	-6.59624
-0.32872	-4.12021
0.466139	0.515954
0.197622	-6.12435
0.007952	-0.52480
-0.01404	-5.57109
0.139069	-0.49838
-0.01642	0.035531
0.333525	0.150609
0.559395	0.594282
0.247524	-1.60372
0.275924	-4.89982
0.261342	-0.05102
-0.29247	-8.18109
0.558019	0.915834
-0.39949	-1.07076
-0.01581	-1.65287
0.031213	-2.97850
0.439454	0.337470
0.090210	  -inf.0
0.022160	-0.11451
-0.49461	-5.42089
0.892430	2.565647
0.067935	-1.32037
-0.33345	-3.66284
0.462460	-0.76445
0.072572	-0.88018
0.451334	-1.33042
-0.02684	-1.59842
-0.32605	-2.66183
-0.35838	-3.20547
0.367483	-1.66986
-0.22684	-4.27603
0.461009	3.091282
1.000000	5.181655
0.632273	1.226495
-0.03985	-0.11176
0.276611	1.464048
0.045757	-1.03789
0.017366	-1.79363
0.518415	-6.88255
-0.03521	  -inf.0
0.181472	-4.78980
0.324165	-0.74621
0.490928	-0.40209
-0.25493	-0.77089
0.371921	1.882971
0.581340	0.546798
0.646790	3.236059
-0.33160	-4.99543
-0.04441	-1.26625
-0.00391	-0.04053
-0.07063	  -inf.0
0.436491	-2.17747
0.136010	-0.54650
-0.07648	  -inf.0
-0.14659	0.285170
0.754515	1.655819
0.437466	-0.08059
0.279870	-0.38445
0.396444	0.023240
0.023469	  -inf.0
0.803501	0.604447
0.297248	-1.54708
0.218097	-3.47692
0.510871	0.211129
-0.05712	-1.66817
0.705752	0.217869
0.528235	0.095119
0.347245	-6.69845
0.538381	-0.97822
0.079745	  -inf.0
-0.36988	-3.89896
0.560000	-0.23922
0.519247	0.589976
-0.08925	-5.66207
0.562816	0.799492
0.753204	4.440246
0.187269	-2.49438
0.882320	3.198841
0.131419	-6.35026
0.213695	-3.48866
-0.36445	-3.16759
0.284420	-1.29450
0.735532	3.389808
0.318491	0.626713
0.107847	-1.38662
0.739988	0.949053
0.377129	-5.67529
-0.12344	-12.9273
0.817522	2.898722
-0.48350	-9.25221
0.516746	1.088290
0.306642	-6.68724
0.640248	2.804663
0.537276	0.009333
-0.35547	-1.46256
0.380099	-1.35156
0.121759	-3.77058
0.496568	-2.73891
0.397569	0.015269
0.426279	-2.99460
0.603031	1.324307
-0.04072	-1.05518
-0.14144	-4.70892
0.566988	0.483799
-0.34616	-6.39190
-0.22404	-10.5572
0.274139	-0.10080
0.487118	1.098199
-0.39689	-7.34812
0.585431	1.594695
0.583876	0.678519
0.392374	0.154132
0.551271	1.273866
0.695558	0.684038
0.483136	-1.30916
-0.21108	-3.06256
0.240945	-1.25127
0.256154	-4.23911
-0.15918	-4.01992
-0.32875	-3.16364
0.278865	-0.29837
0.017869	-0.24543
-0.01138	-1.58618
0.315932	-1.40196
-0.00829	-1.44989
-0.09701	-9.84238
0.582062	0.746618
0.022467	-3.10700
0.158252	-1.87710
0.044679	-3.47245
0.639550	1.777935
0.649576	-0.62895
0.139737	  -inf.0
0.829523	3.585593
0.874402	2.996992
0.588536	0.402644
-0.15326	-3.05418
-0.24037	-7.59604
0.231232	1.333605
0.788982	2.114594
-0.33594	-2.10725
0.264410	-5.36750
0.378105	-1.25349
0.686118	1.039196
0.451603	-0.58293
0.512011	3.008389
0.319599	-0.19593
0.304222	-0.96145
0.297293	-0.19297
0.343950	-1.76336
0.361603	-0.18367
-0.22859	-3.14310
0.588494	-1.09889
0.227428	0.626628
-0.05595	-2.41302
0.666829	-0.68372
0.880380	2.387173
0.483685	-1.96455
0.208219	-2.16987
-0.38173	-4.21220
0.386772	0.202691
-0.15596	-2.84042
-0.26914	-1.69360
0.087047	-2.86657
-0.31040	-2.91957
-0.08836	-10.0107
-0.13973	-6.00871
0.428265	0.886814
0.848617	2.833354
0.369200	-2.01371
0.124888	0.045662
0.186361	-8.49483
-0.23644	-2.27160
-0.07962	-2.64156
0.147196	-1.55696
0.432202	-0.56712
0.226935	0.163160
-0.36255	-7.30816
0.310488	-2.48743
0.647857	0.449844
0.571915	-1.41481
0.116209	-1.50553
-0.28170	-3.77139
0.193767	-2.76804
0.304024	-0.38757
0.522064	1.058224
0.041840	-1.94729
-0.14930	-5.07605
0.700823	3.174619
1.000000	8.567164
0.189818	-0.66770
0.643859	1.299187
0.085526	-4.87969
0.417494	-2.61143
-0.22308	-2.63738
-0.41839	-4.13170
-0.14752	-3.85685
0.297564	-0.48427
0.509711	-1.91912
0.327068	0.926335
0.395368	0.347191
0.655107	0.537365
-0.00573	-2.28425
0.260732	-0.69893
-0.25297	-1.91773
0.706842	2.046048
0.559759	-1.88452
0.397000	-3.97985
0.391100	0.282084
0.146980	-3.28005
0.610981	0.567027
0.638229	0.358219
0.456173	1.363677
0.358837	-9.41284
-0.20077	-2.59815
-0.43261	-6.21212
-0.28150	-7.38446
-0.07583	-1.36836
0.854730	2.864400
-0.16702	-4.66124
-0.45922	-7.07995
0.502188	-1.70759
0.188340	-5.20167
-0.20330	-3.44143
0.474952	-1.93768
0.104904	-7.45525
-0.15974	-5.28998
-0.18910	-2.57184
0.148381	-0.87735
-0.07469	-3.62891
-0.10502	-0.17735
-0.32596	-3.65751
0.234067	-1.82519
0.418867	4.649246
0.659270	0.006775
-0.34270	-4.53996
0.511764	-0.82643
0.521057	0.252031
0.412128	-2.01562
0.239427	-2.02597
0.310656	0.331756
0.622999	-0.22743
0.102808	-0.73991
0.069912	-2.14541
0.737518	1.537201
-0.19003	-3.39897
0.215861	-2.07075
0.708874	1.815159
-0.01208	-1.57805
0.737885	2.390944
-0.08170	-11.5620
0.215926	-2.92451
-0.23714	-4.60653
0.779231	4.293018
-0.18004	-2.76884
0.231123	0.998195
0.418678	-1.74975
-0.04557	-0.85193
0.767632	1.504160
-0.38953	-9.36456
0.779828	2.503405
0.297616	0.080112
-0.45615	-3.95056
0.321173	-0.50229
-0.32942	-3.87132
0.139261	0.219237
0.520776	-0.38020
0.017381	-8.55534
-0.20676	-1.25359
0.489467	-0.32577
-0.15284	-5.27830
0.579703	-0.12083
0.338754	-0.38464
0.709964	-0.13989
0.111092	-0.58883
0.386784	-0.92937
0.463490	1.146314
0.041200	-2.06140
0.860035	0.940321
0.740673	0.197579
0.568848	-0.90539
0.110912	-1.41308
0.428890	-8.50138
0.436245	-0.83507
0.267670	-2.54593
0.357051	-6.49029
0.285084	-4.03687
0.383235	-3.57390
-0.11379	-2.44979
0.395244	-0.13201
0.227092	-4.77684
0.749587	1.149743
1.000000	3.551335
0.426510	1.139115
0.502667	-1.16315
0.180915	-0.59340
0.199288	-1.64295
0.887417	2.632546
0.864600	2.401806
0.798943	1.236616
0.862789	2.375500
-0.04441	-3.35937
0.699469	1.339751
-0.41112	-5.79442
-0.32270	-4.32361
-0.24947	-2.88097
-0.17197	-2.83198
0.258082	-0.53171
0.566772	0.131942
0.635463	1.778530
0.590497	1.264574
0.280342	-2.40771
0.750599	-0.07979
0.852116	2.261840
0.827943	2.505803
0.411098	-10.5757
0.342262	-3.01425
-0.50708	-4.11933
-0.33178	-4.96018
0.632476	0.432269
0.824441	2.482520
-0.25025	1.645898
0.650189	1.107258
0.022260	-2.75266
0.467084	0.922666
-0.04174	-0.80983
-0.54871	-6.71346
0.055136	-6.08051
-0.11940	-1.22218
-0.18560	-4.81810
0.287170	-1.66672
0.354687	-0.77739
-0.01153	-1.58184
0.116004	-1.53145
0.260467	-0.01064
0.706519	2.185926
-0.11896	-4.14834
0.253919	1.372470
-0.04683	-5.51053
-0.24129	-2.76830
-0.34910	-3.07599
-0.24288	-3.66905
0.529317	-2.69369
0.309553	-4.89351
0.446345	-5.80984
0.340243	-0.45344
0.258469	-1.43009
-0.02797	-0.18108
-0.20617	-2.81884
0.637728	1.156282
-0.00930	-3.04656
0.259702	0.618714
0.003326	-0.24452
-0.13728	-2.70785
0.669287	1.483970
-0.06024	-2.17754
0.044151	-1.11960
-0.08043	-3.05165
0.386762	0.114468
-0.02256	-5.27785
-0.28293	-4.29668
0.785534	1.664062
0.546539	0.578207
0.087555	  -inf.0
0.382825	-0.93841
0.081201	-1.15647
-0.14900	-2.27226
0.852044	4.313272
0.273099	-4.11389
0.461685	-0.30832
0.428023	-0.82253
0.421481	0.108219
-0.01665	-2.90666
0.440981	-3.39415
-0.31246	-5.99197
0.175409	-16.9501
0.617122	-0.71645
-0.03470	-10.6937
0.767805	0.029433
0.076672	4.409556
0.277281	-5.83341
0.321564	-0.56465
-0.41594	-5.54087
-0.14007	-2.32334
0.363558	0.811492
0.133134	-1.38363
0.078420	0.275245
0.556374	1.086182
1.000000	4.138211
1.000000	5.083447
0.078976	-2.44654
0.399968	-1.06290
0.026581	-10.6878
0.885207	3.080058
0.008937	-3.04595
-0.05829	-6.35141
-0.10755	-5.91550
0.690422	-0.27725
0.341450	-1.68127
-0.20576	-4.43517
-0.41885	-6.03151
0.245086	-5.38593
0.756508	1.683488
0.036907	-1.57669
0.577457	1.240270
0.099957	-1.62330
-0.01539	0.355230
-0.02005	-9.98721
-0.26264	-7.39011
0.082651	-5.77636
-0.21001	-1.95929
0.420547	2.297183
0.205691	-0.91647
-0.14576	-5.09484
0.273891	-8.37820
0.102092	-1.84241
0.203170	-5.23243
0.745408	2.400980
-0.07415	-1.86140
-0.03908	-7.23732
0.132124	-1.43263
-0.29297	-4.94389
0.149910	-1.73915
0.797787	0.856221
0.475409	0.254518
-0.18382	-5.28896
-0.30775	-3.93039
-0.08763	-6.81279
0.328449	-5.98563
0.764386	0.964832
-0.21290	-5.09969
-0.10241	-12.3513
0.188850	-7.16581
0.500193	0.243166
0.217529	-0.44575
1.000000	3.368343
-0.28686	-9.02185
-0.22844	  -inf.0
0.272826	-1.12986
0.480979	-0.00740
0.185819	0.665190
-0.22193	-2.86660
0.039742	-2.98858
0.308075	-1.36818
0.702019	0.956797
-0.34668	-4.29522
-0.28099	-6.18357
0.513072	1.148741
0.181255	-2.35256
-0.32080	-5.80183
-0.32265	-9.37539
0.074427	-11.7926
0.228434	0.092802
0.109305	-0.39295
0.631817	0.904490
0.870414	3.462469
0.503240	-0.82193
-0.10401	-2.12695
0.735451	1.893907
0.782007	2.429108
-0.32281	-9.58315
0.465543	0.166924
-0.31546	-4.44236
0.345518	-1.55465
-0.29897	-4.39837
0.266730	0.337157
-0.51206	-4.79234
0.032325	-1.94030
0.728859	1.457443
-0.08135	-1.20203
-0.11569	-1.87692
0.574230	0.595310
0.366012	-0.39025
0.590755	-1.07715
-0.01135	-0.12802
-0.26982	-2.96648
0.738406	-0.16130
0.428627	-0.14619
0.485513	2.392344
-0.19783	-3.32239
-0.26195	-2.64427
-0.28154	-3.54670
0.367698	-0.14913
0.032969	-1.22203
0.167502	-7.00842
-0.34262	-2.93871
0.434340	-2.65212
0.413744	-1.92384
0.001862	-1.87545
0.508305	-0.30303
0.374859	-0.17087
0.145465	-2.78794
0.513412	-0.15269
0.273161	0.701793
1.000000	6.598596
-0.00787	-1.88980
0.549859	0.377317
0.477419	1.566268
0.199268	-0.12505
-0.12526	-10.6855
-0.40460	-3.94677
0.146120	-7.94804
-0.20140	-7.80276
0.353055	-0.05982
-0.24374	-3.94616
0.215284	-5.09967
0.835246	2.485347
-0.34135	-9.38639
0.260661	-0.83459
0.317710	2.247563
0.721106	2.303384
0.174976	-7.70996
0.209333	-1.80457
-0.20760	-1.66793
-0.22580	-4.17590
-0.28283	-8.04003
0.352680	-0.42766
0.049154	0.147136
0.340820	-1.76072
0.721387	1.393753
-0.32474	-10.7132
-0.19313	-4.38466
0.823251	6.206272
0.888218	2.877934
0.084754	-0.12750
0.182435	-4.20023
-0.26788	-2.79057
-0.32087	-3.41757
0.141334	-1.84862
-0.30247	-3.49844
0.064904	-4.78451
0.651302	3.325564
0.364107	1.088197
-0.13202	-1.07453
0.360154	-0.00169
0.428968	2.247148
-0.38873	-3.28290
0.041685	-4.48308
0.330966	0.635553
0.321364	-2.79762
0.649230	-11.7269
0.289636	-0.91066
0.550504	-0.23549
0.750206	2.874842
0.048895	-11.9076
0.142352	0.486454
0.096357	-6.42311
-0.22534	-4.18077
0.574045	-2.80049
-0.16823	0.708555
-0.30858	-7.60950
0.012606	-8.38046
0.416149	0.554552
0.001566	-1.44089
-0.44097	-2.28375
-0.31286	-3.64853
-0.28411	-3.58339
0.611233	2.755183
-0.27936	-2.96792
0.263421	-1.48100
0.066167	-1.61594
0.314745	-5.32984
-0.16940	-11.0560
0.584061	-0.64374
0.401636	1.172496
0.421064	1.966929
0.298138	-1.05218
-0.01127	-1.84166
-0.46214	-6.70474
0.241002	-1.47039
0.543753	0.358522
-0.01822	-2.37706
0.015867	-0.31845
-0.08752	-15.6150
-0.32694	-2.59971
0.120185	-8.70100
0.161548	-1.90468
-0.03731	-5.03457
-0.09275	-1.03745
0.653063	2.315839
1.000000	3.012335
-0.06040	-0.71799
0.857697	3.126702
0.646878	2.396651
0.468048	-0.34387
0.577421	0.985447
0.598315	0.307666
0.551140	2.000299
0.673688	1.237041
0.743385	1.455546
0.669245	2.111287
-0.32293	-3.33864
-0.25058	-2.44215
0.249260	-0.97577
0.776246	1.166963
0.510543	1.956339
-0.15022	-2.58058
0.247880	1.274061
0.659188	0.501679
-0.08130	-1.80858
-0.22052	-2.28831
0.698143	2.216680
0.119456	-1.17839
-0.04653	-1.68306
-0.10585	-0.91144
0.538879	-6.75349
0.696775	1.035373
-0.20217	-4.35534
0.543294	0.198808
0.209238	1.331877
0.036036	0.080779
0.245370	-3.20418
0.678048	-0.27604
-0.34717	-7.88110
0.724837	0.743032
-0.33176	-4.28480
0.325496	-0.72034
0.159982	-3.57587
-0.01231	-1.21261
-0.03037	-2.48461
0.470735	0.230864
0.564278	0.270103
-0.33868	-5.87587
0.081513	-1.82598
-0.14539	-1.80694
0.053038	-2.57156
0.039223	-1.50513
0.574987	1.183089
-0.23661	-3.35713
-0.14200	-2.54364
0.066560	-1.83994
0.460318	0.346982
-0.19195	-2.53782
0.335369	-0.99558
0.665056	1.747559
0.181896	-4.35195
0.018950	-6.68373
0.311771	-4.80234
0.216364	-8.71379
0.145471	-0.88804
0.281358	-2.90710
0.392344	-2.65957
0.600353	0.797880
0.480649	-0.79576
0.513105	-1.32297
0.495294	-0.35029
0.105378	-1.41166
0.620761	-1.61813
-0.23743	-3.65727
0.529217	-1.60750
0.768790	1.947663
-0.36401	-4.14912
0.824611	2.505634
0.060779	-1.95541
0.774193	0.239078
-0.06321	-0.72497
0.730115	-1.75584
0.337563	-5.54596
0.659963	-1.23365
0.719323	1.961102
-0.04536	-3.18326
-0.16376	-1.30755
-0.32895	-3.67850
-0.13505	-1.16201
0.449571	0.338497
0.490366	-2.20072
0.022460	-1.04791
0.412677	-1.72917
0.395602	0.714225
0.367997	-1.63813
0.023382	-4.07444
-0.11645	-8.24956
0.645444	-0.84878
0.292293	-1.70204
0.547009	-2.30136
0.465015	-2.49086
0.617195	-1.60783
0.462796	-2.75670
0.613269	-1.51178
0.466734	-1.49680
0.589894	-1.48545
0.449430	-0.69217
-0.18965	-1.30984
0.315754	-9.79646
0.428730	-1.98320
0.429643	-2.35626
0.713468	1.318969
-0.25055	-3.04072
0.043261	-5.14451
0.676650	2.044241
0.094411	-6.16654
0.098559	-0.80905
0.358534	2.931151
0.656576	0.021022
0.686835	0.787060
0.099534	-1.24645
0.441873	0.257975
-0.20615	-10.0987
0.677678	0.730323
0.326676	-3.07079
0.171474	-0.14680
0.638448	0.703289
-0.35739	-3.39843
-0.21948	-11.1578
-0.18304	-5.37599
0.096247	-1.00197
-0.36175	-7.98344
-0.01599	-1.35467
0.199851	-2.64293
0.191079	-1.51620
0.243004	-2.07783
0.065640	-1.91607
0.172268	-1.91185
0.464361	-0.15135
-0.07626	-3.60390
-0.22789	-2.05784
0.411863	0.543288
-0.16540	0.246613
-0.28135	-9.36161
0.482756	1.893549
0.044785	-9.35414
0.193552	-0.65739
0.455511	-0.83748
-0.08248	-3.41884
0.340959	-1.94053
0.398340	1.040547
-0.01007	-3.77111
0.377698	-0.48759
0.145414	-5.15824
0.398554	0.116496
0.370530	0.612409
0.549342	0.079933
0.446562	-7.56517
-0.02175	-2.19987
0.180117	0.354983
-0.37670	-4.01176
-0.39117	-5.27793
0.429660	-2.21027
0.178152	-1.39729
0.495153	-1.00272
0.823476	2.120892
0.742652	3.637275
0.162867	-1.63812
-0.31776	-4.45566
-0.15370	-2.66471
0.020829	-1.80758
0.635436	0.687753
0.594691	1.681942
0.406576	-0.85261
0.425045	-1.46048
0.401590	2.316037
-0.19233	-2.38203
0.156845	-2.11207
0.547277	-1.89735
0.277138	-0.87953
-0.20499	-2.13343
-0.17968	-3.57281
-0.13862	-4.90605
0.777274	2.265199
0.372552	-0.48451
0.155528	-8.93978
0.600070	-0.66018
0.510471	-0.86439
0.191254	0.015909
0.110547	-0.93787
0.370698	-5.57525
0.406681	-0.43035
0.456801	0.337451
0.550556	1.711726
0.717397	1.461940
0.050086	-0.61342
-0.28880	-5.54952
0.612025	1.457215
0.111453	-7.51617
-0.41684	-5.04470
-0.20566	-2.73526
0.450468	0.580162
-0.23551	-5.26165
0.004419	-4.41764
0.140346	-2.71275
-0.11144	-10.6569
0.120357	-2.31803
0.857010	1.831808
0.149392	1.819499
0.418086	1.502437
0.758640	0.585356
0.611002	1.945252
-0.13177	-0.50338
-0.05399	-8.29971
-0.23374	-9.56549
0.504023	-7.84367
0.527114	1.377817
0.217001	-4.22008
-0.23801	-4.22525
0.903374	3.103236
0.615207	1.237794
-0.41378	-7.05804
0.602508	1.380948
-0.43175	-8.50947
-0.32239	  -inf.0
0.536096	0.010512
-0.35948	-5.04638
-0.27749	-3.87819
0.639731	  -inf.0
0.472565	-0.52502
0.637844	-0.31384
0.089610	-0.89904
-0.37274	-3.48172
0.389015	-1.96939
-0.43650	-7.21058
-0.24360	-3.20946
0.457197	-0.20927
0.025800	-1.29817
0.080649	-2.44775
-0.18253	-2.69450
-0.41463	-7.78696
-0.40141	-1.25632
0.323077	0.907053
0.720964	3.634045
0.351166	-12.8852
0.711540	0.707697
0.157542	-3.06012
0.293868	-4.16256
0.681911	0.060050
-0.47008	-4.46470
1.000000	5.491459
0.045560	  -inf.0
0.013263	-2.44626
0.078473	  -inf.0
0.401798	0.367445
0.429600	-1.93562
0.674662	2.011520
-0.02096	-2.00965
-0.09698	0.112726
0.385292	-4.89556
0.568277	-1.02040
0.327280	-1.31971
0.655934	4.470828
0.254655	-1.47478
-0.39716	-4.11615
0.850655	2.930678
0.103183	-9.91248
0.077894	-5.05347
0.232864	-0.43806
0.030854	-2.64857
-0.27215	-4.78693
-0.03945	-2.05665
-0.00112	-7.51164
0.512636	4.246370
0.435419	-0.72874
0.566880	0.496276
0.518368	1.707681
0.524898	-0.15386
0.367218	0.863557
0.592727	-9.96900
0.309793	0.088417
-0.20841	  -inf.0
-0.07608	0.570746
0.002730	-1.94510
0.341142	-1.36575
0.177192	-0.77491
0.275749	-0.46874
0.778567	3.474964
0.164741	0.262040
0.401603	0.158229
0.678405	0.579247
-0.21378	-3.30878
-0.23732	-8.37344
0.129066	-0.07692
0.021770	-1.80376
0.551718	2.987328
0.357262	-2.20435
0.414109	-0.75395
0.298284	-0.36505
0.008808	-1.56454
-0.02984	-2.97343
0.829283	4.930320
0.414507	-0.09466
0.512139	2.942817
0.531260	-0.44192
0.274127	-7.42571
0.125155	-0.29998
0.417039	-0.29158
0.662576	2.183201
0.343742	0.329159
0.056742	-2.65285
0.650916	4.006387
0.390458	-0.09317
0.479398	1.009568
0.452801	-0.30254
0.299865	-4.19589
0.298098	-1.18875
0.017948	-3.48681
-0.39688	-3.99700
-0.09527	-1.54521
0.677355	1.506203
0.288930	1.797065
0.100674	-0.34337
0.552210	-2.45586
0.309858	0.654159
0.767547	0.364045
-0.11282	-10.1786
-0.31010	-3.89439
-0.34365	-3.84312
-0.17025	-1.24016
0.049188	-0.50410
0.790817	0.308542
0.687549	0.140221
0.854639	2.571429
-0.40379	-5.10100
0.607891	1.016531
-0.25722	-1.25899
-0.15163	-1.66921
0.146952	-1.64535
0.618591	4.125741
-0.32787	-7.97359
0.271657	-0.11262
0.674175	0.328994
0.719391	4.000885
-0.19335	-2.25411
0.056527	-2.33151
0.462345	-0.96885
0.364945	-0.24419
0.198470	-1.73961
0.671656	-0.34926
0.042971	-2.99117
-0.09596	-0.96085
0.437878	-0.16475
0.654036	-0.12710
0.525676	0.048245
-0.35064	-8.32316
0.608195	-1.98510
0.894064	3.175114
0.145101	-2.19749
0.634365	0.856931
-0.18763	-1.94514
0.086926	-1.02371
-0.31377	-5.96523
0.325295	-1.22745
0.485103	-2.35338
0.159774	-0.42686
0.769899	1.244214
-0.34936	-4.44608
0.377863	-1.16862
0.550554	0.414224
0.326180	0.206787
-0.06475	-2.63312
-0.17860	-3.19864
0.624570	2.776275
0.372129	1.527806
0.028569	-5.41671
-0.28461	-1.65077
-0.40103	-7.47963
0.233581	-4.12399
0.368237	0.196350
0.121789	-6.45645
0.345252	-2.59344
0.289955	-1.34701
0.642666	3.030468
0.276487	0.237746
0.381527	5.944174
0.657907	-0.70741
0.749331	1.364443
0.423832	1.180282
-0.29297	-6.66084
-0.03031	-2.09013
0.344805	-1.75974
0.631022	1.790415
0.093288	-0.93691
-0.06254	-1.40370
     1.0	5.149346
0.069317	-1.79734
0.594465	2.829649
0.401938	-0.16259
-0.33580	-6.98154
0.173430	-0.76139
0.051096	-6.31405
0.053009	-0.81617
0.562103	2.279505
-0.12357	-3.28630
-0.35666	-5.48522
0.519564	1.751687
0.227740	-2.32209
0.150475	-0.75810
-0.22553	-2.47602
0.695960	-0.35655
0.035336	-1.75688
0.563508	1.471321
0.200310	-2.99087
-0.07596	-1.24953
-0.16472	-6.40466
-0.45609	-5.88818
0.302925	-1.72149
-0.07605	-2.06311
0.744821	1.456274
0.010305	-1.44683
0.211997	-0.18760
0.493862	0.207138
0.034432	0.130598
-0.04419	-0.05267
0.482378	-0.09759
0.556817	2.532692
0.127994	-5.52681
-0.09887	-1.64973
0.355210	-0.74877
-0.32302	-6.44240
0.283658	-8.10420
-0.09039	  -inf.0
0.572191	0.180920
0.403245	0.385868
0.232268	-0.40213
0.642581	-0.19195
0.207883	-0.87485
-0.14301	-1.54844
0.600045	2.207818
0.490848	0.981325
-0.09411	-3.54767
0.105983	-3.51448
0.383528	-1.20983
0.586096	-0.19393
0.596491	1.080996
-0.27333	-2.58107
0.632049	1.819552
0.622944	2.715954
0.656612	0.635586
-0.33345	-4.70459
-0.27246	-3.07886
0.253408	-4.40347
0.771889	0.790245
0.616851	0.003975
-0.00828	-1.25107
0.103990	-0.42380
0.152026	-0.21250
-0.21635	-0.54606
0.325299	0.862057
0.707935	0.829291
0.803589	2.954796
0.543027	0.312744
0.174745	-6.71988
0.177721	1.361471
0.055147	-3.39245
0.606710	1.855075
-0.19465	-3.42810
0.137841	-1.64722
0.294894	0.552560
0.321738	2.342966
0.121953	1.102866
-0.32822	-8.06359
0.533032	1.184052
0.268686	-5.91477
-0.05744	0.312662
0.111043	0.159142
-0.05548	-1.67772
-0.24846	-3.78744
0.341960	-0.38300
0.001631	-6.10363
-0.32151	-2.57770
0.484775	0.210767
