#
# MI and Cosines
#
#
# mi	rmi	cos-mi	cos-rmi
-3.66392	-0.47463	-0.26704	-0.03453
-3.53082	-2.76454	-0.03793	0.030341
-4.90186	-4.14563	-0.31881	-0.23152
-5.48567	-4.82362	-0.28113	-0.28175
-5.42213	-4.63984	-0.25848	-0.23528
-2.22595	-0.89254	-0.00395	0.067379
-8.10088	-6.82794	-0.35017	-0.48925
-7.36378	-4.74291	-0.30682	-0.40645
-8.52165	-7.67062	-0.40651	-0.51525
-3.55243	-2.01481	-0.31256	-0.12898
1.361963	3.608333	0.726515	0.775935
-5.03230	-2.11917	-0.34176	-0.11785
-3.66573	-3.38741	-0.41326	-0.36533
-5.75130	-5.74006	-0.34709	-0.42956
0.726271	2.693011	0.518285	0.586333
-0.56548	0.416388	0.522428	0.597842
-4.80140	-4.48297	-0.26210	-0.34868
2.613264	4.856697	0.695882	0.692350
-4.00569	-2.79437	-0.19626	-0.09911
0.106782	1.717587	-0.12975	0.066845
-0.23115	2.459637	0.285230	0.387370
-3.18977	-2.04999	-0.02568	0.217901
-4.09940	-1.63411	-0.05825	0.007322
-5.64728	-3.19260	-0.32298	-0.15823
0.779480	2.785676	0.540104	0.597566
2.034202	2.957211	0.495725	0.620877
-2.62034	-1.39626	-0.02295	0.182079
0.206879	1.665035	0.176437	0.377189
0.860282	2.583908	0.478430	0.566355
-4.90920	-2.31997	0.025345	0.213767
0.305212	1.354436	0.384627	0.518794
-4.02864	-2.56708	-0.30845	-0.15757
0.310217	1.698652	0.374076	0.502010
-0.54458	0.642159	-0.26144	-0.02619
0.408603	2.645736	0.574577	0.612037
0.819682	2.268359	-0.05372	0.189142
2.371629	3.860146	0.636864	0.695319
0.331197	0.969780	0.628021	0.718905
-4.92683	-2.80603	-0.25669	-0.10261
-7.45782	-6.81267	-0.27949	-0.36313
-4.52643	-1.75558	-0.31388	-0.13497
0.226669	2.779336	0.409676	0.183089
-8.00414	-5.50020	-0.31825	-0.44649
-5.93320	-4.07924	-0.15378	-0.09869
-3.72317	-0.75558	0.157080	0.310514
-4.44048	-2.05121	0.050723	0.251838
-7.04024	-5.11514	-0.37036	-0.37445
-7.32105	-5.02990	-0.39078	-0.40957
1.370863	2.966559	0.676432	0.731441
0.409539	2.004414	0.406073	0.522748
-4.04568	-3.60140	-0.17168	-0.12606
-5.73481	-4.36092	-0.32281	-0.41738
-5.53706	-4.30192	-0.32572	-0.24841
2.296316	4.139453	0.649555	0.680877
0.718671	1.456514	0.610024	0.641941
-1.96436	-1.38093	0.013352	0.131635
0.243906	2.328131	0.493553	0.569343
-6.32354	-4.29686	-0.27087	-0.26224
1.230526	3.427715	0.525214	0.583020
-2.92122	-2.33555	-0.04664	0.069294
1.070848	3.435956	0.564357	0.597843
1.826888	3.563299	0.479544	0.568224
-7.02530	-5.34166	-0.34285	-0.43923
1.711067	5.561956	0.558595	0.404265
-4.59232	-3.09392	-0.14635	0.041772
-1.63890	-0.79454	0.028720	0.222267
-0.84569	0.149988	0.101334	0.298597
-3.84037	-2.48337	-0.25959	-0.03046
0.399838	2.627851	0.322120	0.433532
-3.61712	-1.80166	0.184621	0.340376
-6.79413	-4.89918	-0.33715	-0.38553
-5.89733	-3.02529	-0.24739	-0.18536
-2.11562	-1.55611	-0.00088	0.061753
-7.20718	-6.21779	-0.28972	-0.38512
-8.05155	-6.51470	-0.35425	-0.36957
-5.86512	-5.18139	-0.32924	-0.30204
-4.65399	-3.09819	-0.34816	-0.20124
-2.39365	-0.19005	-0.15429	0.127901
-3.91021	-1.76871	0.151721	0.309802
-4.54242	-3.59137	-0.24178	-0.04572
-4.42542	-1.94648	-0.30688	-0.28635
-11.5587	-10.8225	-0.08308	-0.34932
-3.28641	-3.20350	-0.23239	-0.33648
-7.19114	-4.60135	-0.16632	-0.17975
-6.94687	-5.51101	-0.13005	-0.32238
-6.30294	-4.32308	-0.09010	-0.29022
-12.7276	-11.1145	-0.07846	-0.31346
-4.27768	-2.17930	-0.05616	-0.22829
-5.50834	-3.84017	-0.10337	-0.25014
-6.23584	-3.35375	-0.13362	-0.38760
-5.79893	-4.09070	-0.14112	-0.28954
-8.62545	-6.33645	-0.15598	-0.30407
-3.58810	-1.89059	-0.07763	-0.12474
-8.12058	-5.51664	-0.08573	-0.12931
-10.6623	-8.61253	-0.11286	-0.15672
-6.88774	-5.16694	-0.41400	-0.20552
-6.17903	-3.30271	-0.06114	-0.25891
-9.74111	-6.01694	-0.45510	-0.46930
2.263994	3.215141	0.191188	-0.06095
-8.57480	-6.07274	-0.09891	-0.29896
-5.57724	-4.53092	-0.18974	-0.36358
  -inf.0	  -inf.0	-0.15840	-0.08020
-5.53597	-3.08557	-0.14703	-0.24065
-6.71358	-4.28227	-0.15306	-0.30892
-7.33002	-5.01527	-0.07905	-0.32065
-6.58835	-4.79363	0.006443	-0.04090
-11.1098	-9.33630	-0.16621	-0.22686
-10.5718	-10.0366	-0.18821	-0.29018
-10.0038	-8.26781	-0.11169	-0.19287
  -inf.0	  -inf.0	0.246116	0.061047
  -inf.0	  -inf.0	0.034579	-0.14698
-8.24103	-5.76245	0.022563	-0.23657
-1.12699	-0.45408	-0.13343	-0.19697
-3.79441	-0.32993	-0.05731	0.163167
  -inf.0	  -inf.0	0.098398	-0.08677
-11.1775	-9.47097	-0.03998	-0.32947
-3.47607	-3.20826	-0.33889	-0.37123
-5.57528	-2.00443	0.134209	0.202778
-9.65282	-8.09230	0.409753	0.097216
-3.25922	-0.55576	0.386083	0.173174
2.179536	4.385928	0.706453	0.683212
-0.23632	3.500718	0.697374	0.560552
-0.78107	1.630020	0.074702	0.200076
-3.25534	-0.14563	-0.10968	0.001138
1.820637	3.246021	0.744587	0.744470
1.677086	3.653584	0.515110	0.505657
-2.85123	-1.41921	-0.34967	-0.28523
-5.28782	-2.37854	-0.23626	-0.23705
-4.87243	-1.94468	-0.04521	-0.13632
1.812218	4.452022	0.778696	0.748562
-4.10412	-1.45483	-0.42100	-0.22687
1.784419	3.563453	0.769230	0.756773
-2.81789	0.180947	-0.16684	-0.22913
-3.58699	-0.35467	0.064304	0.079736
0.283308	2.113142	0.384792	0.463319
-3.11299	-0.34909	0.390592	0.337587
0.158293	3.572238	0.660558	0.523136
-4.30506	-1.52052	-0.31004	-0.15696
-1.19715	-0.10977	0.395646	0.440598
1.418956	4.340405	0.813487	0.727180
0.472344	2.165237	0.616337	0.576853
0.027326	2.450634	0.629894	0.600677
0.090927	2.417666	0.763590	0.702826
0.292067	3.357027	0.729024	0.632721
-1.14324	0.811105	0.506546	0.484561
1.549374	3.181861	0.731678	0.667692
1.051266	3.897962	0.296090	0.303598
-2.48034	0.304258	-0.03630	0.041784
-0.74865	0.845492	0.295841	0.400227
1.218465	4.340505	0.721093	0.655123
-4.39162	-2.04029	0.363722	0.108278
1.539539	3.903440	0.529492	0.507843
1.878649	6.245917	0.752216	0.652222
-2.87970	0.213800	0.397600	0.175831
-7.57267	-4.61482	0.396781	0.049032
-9.65667	-8.64181	0.060134	-0.15579
-11.8787	-9.52911	0.475069	0.107598
  -inf.0	  -inf.0	0.469200	0.305197
-1.51960	-0.07568	-0.13298	0.159003
4.074877	5.771371	1.000000	1.000000
-3.62019	-1.22081	-0.04218	0.142431
1.207778	3.337684	0.626270	0.629183
-2.41031	0.312107	0.160118	0.356697
-0.20696	0.976033	0.448203	0.378463
0.580189	1.397118	0.637096	0.610328
-0.55323	0.975959	0.155069	0.087420
-10.4446	-8.38806	0.301559	-0.23019
-0.12920	3.691775	0.578986	0.484611
  -inf.0	  -inf.0	0.349889	-0.28896
1.975083	5.083394	0.747897	0.742815
-0.61374	1.836141	-0.31700	0.128501
-0.87557	3.357530	0.643231	0.683611
-2.81482	-0.71321	0.256766	0.384515
-1.32421	1.468975	-0.11771	0.191776
0.716711	3.623864	0.171989	0.536909
1.996121	3.985517	0.640021	0.583501
1.754578	3.521317	0.571260	0.540657
-1.04886	2.556917	-0.08967	0.327865
2.249623	4.171065	0.743150	0.643856
-3.22647	-1.29839	-0.32030	-0.09691
0.535702	1.686094	0.610940	0.315019
-3.08868	-0.33853	-0.23066	0.038941
-3.45631	-0.15194	-0.28530	0.086963
-2.57816	0.845647	0.057332	0.175699
-2.93872	0.940989	0.060740	0.337414
1.236418	3.586892	0.642661	0.645147
-3.48004	-0.86899	-0.10675	0.292344
1.314460	4.450323	0.695041	0.657645
-3.09729	0.048064	-0.37090	0.133127
1.021172	3.296265	0.682147	0.562398
0.775273	3.206892	0.666387	0.453706
-0.47722	1.886020	0.240204	0.513071
-2.99105	0.503854	-0.13920	0.024842
-1.60815	1.254630	-0.21681	0.166459
-0.67821	1.501781	0.648063	0.434711
-2.37311	1.355272	0.044920	0.360600
-2.29441	1.081877	-0.29920	0.160270
2.587016	4.371326	0.618006	0.412315
-0.33324	3.576764	0.639634	0.706608
-2.37447	-0.64828	0.454682	0.035549
2.433403	5.082925	0.842719	0.659359
1.742321	4.735431	0.631109	0.631580
-2.51126	1.595483	-0.07726	0.340504
-1.29004	1.900403	0.067276	0.368556
2.056115	6.477501	0.812390	0.769274
0.729231	3.448508	0.710674	0.532732
-3.31514	-0.58029	-0.31232	-0.02896
-1.95698	0.770739	0.087248	0.424711
1.117106	3.630153	0.755736	0.582980
-3.85243	-0.62589	-0.26450	0.154371
-3.17368	0.162667	-0.02639	0.189462
-0.53047	2.388895	0.528916	0.569001
2.632010	5.507577	-0.14400	0.253760
-1.55177	0.934158	0.151072	0.471118
-1.28709	1.350464	0.299604	0.525613
1.365995	3.862147	0.422428	0.603740
0.474294	3.484782	0.471364	0.557714
-3.86911	-0.50194	-0.12700	0.291076
-1.88262	0.567781	0.488541	0.502802
2.075370	6.086572	0.824951	0.842953
0.776048	2.598934	0.615496	0.596716
2.042595	5.385350	0.455443	0.682544
-2.81307	0.467594	-0.08380	0.272470
1.513594	5.131693	0.674889	0.658475
-3.76002	-0.03108	0.152777	0.030153
-1.98874	0.763513	0.180630	-0.24266
-1.72126	1.126124	0.265722	-0.07234
0.929795	3.789755	0.411544	0.529080
-0.08761	3.122015	0.311983	-0.15467
-2.45533	1.185888	0.236998	-0.17637
-0.16124	3.428314	0.325925	0.149617
-0.04955	2.485589	0.233351	0.101073
-8.05645	-4.60254	0.269307	-0.27696
0.769925	5.373562	0.466144	0.598816
-13.1082	-11.5973	0.007835	-0.30172
-12.8708	-10.0252	0.372816	-0.26022
0.252067	1.659037	0.565275	0.232036
-0.48432	1.883270	0.330001	0.320081
0.679782	3.060044	0.621153	0.808596
  -inf.0	  -inf.0	0.412708	0.169928
-9.90987	-8.16191	0.451395	0.156810
2.265165	4.397782	0.791486	0.731993
-1.22052	0.253669	-0.38607	-0.24396
2.581873	4.818527	0.882588	0.859925
3.855467	5.612486	1.000000	1.000000
-0.61018	2.647230	0.650270	0.468741
-1.33677	1.402003	-0.32026	-0.19534
1.300412	3.231871	0.075567	0.129132
0.933898	1.947600	0.552643	0.535700
1.764703	4.371733	0.692896	0.549553
-3.27654	-0.64646	-0.15876	-0.09642
2.270952	3.200699	0.394170	0.403629
1.508099	2.453847	0.732138	0.734211
1.205180	2.501589	0.484623	0.505649
1.316630	2.813492	0.519927	0.485749
-3.53994	-2.58755	-0.38328	-0.33827
0.662424	0.837122	0.682719	0.630682
-4.71187	-2.26376	-0.04023	-0.15085
-3.88541	-2.25006	-0.18413	-0.08428
0.583596	3.212347	0.635716	0.447054
0.389646	2.767669	0.303968	0.237830
1.414391	3.574559	0.737108	0.681487
1.006257	2.305655	0.735694	0.717051
-0.90709	0.480457	0.129655	0.182963
-3.24918	-0.72998	-0.20255	-0.29201
-1.36401	0.523078	-0.29680	-0.22308
-0.53351	0.670780	0.701146	0.639826
-3.67984	-1.39152	-0.34604	-0.26265
-2.93100	-0.17831	0.049490	0.011687
-2.42918	-0.05504	-0.35500	-0.23944
1.568648	2.918845	0.394939	0.416859
-1.54881	0.735454	0.401075	0.313388
-0.12858	2.805732	0.603720	0.419799
-0.52077	0.229725	0.555455	0.400938
2.845137	4.518964	0.924493	0.909943
-4.61808	-2.01563	-0.43629	-0.37024
-3.34667	-0.21562	-0.12010	-0.08551
-1.43806	-0.83032	0.382305	0.416800
1.619772	3.157125	0.813017	0.778238
-4.28286	-2.03201	-0.36809	-0.27714
-5.07381	-2.71316	-0.12169	-0.17753
-0.37423	1.569442	0.607069	0.545928
-2.79565	-0.26708	-0.40024	-0.27941
-1.77558	-0.26534	0.106524	0.168035
2.454273	5.039598	0.758224	0.656609
1.825268	3.345725	0.413554	0.403974
-3.77291	-2.33767	0.478359	0.411894
-5.63391	-3.24243	-0.21690	-0.14045
-1.73415	-0.25944	0.493001	0.443541
2.384930	5.420437	0.786988	0.653878
0.989555	2.702710	0.576001	0.529615
0.836363	1.683555	0.614482	0.643523
-0.01054	1.103968	0.301609	0.360586
-1.75973	-1.51337	0.474176	0.294997
-4.87113	-2.11789	0.303675	0.119080
-7.27756	-5.50100	0.277345	0.064705
-1.31948	0.552205	0.422238	0.244144
-0.94034	0.920629	0.329318	0.160980
1.116125	3.000391	0.523505	0.469742
1.368381	5.256013	0.744888	0.618350
  -inf.0	  -inf.0	-0.03569	0.005026
0.340247	2.954110	0.463287	0.296736
0.505894	2.065343	0.314328	0.207117
0.255134	1.892940	0.229377	0.155439
-4.14950	-2.21255	0.337662	0.208191
-2.86485	-0.22280	0.308306	0.114911
1.057009	4.684952	0.367533	0.128560
-11.1568	-10.6216	0.041282	-0.14569
-11.1825	-9.31250	0.462801	0.180881
0.393633	0.824909	0.637803	0.546774
-13.8372	-11.8008	0.447257	0.105685
-0.29920	3.501583	0.723977	0.583803
-1.67452	1.504799	0.420720	0.166355
-2.04048	1.294250	0.592376	0.316515
0.577743	4.429945	0.559416	0.464941
2.537829	5.625947	0.818050	0.799113
-8.44499	-4.39685	-0.30794	-0.38688
2.201135	5.483307	0.834048	0.788035
2.563490	5.755647	0.915375	0.900135
3.184128	6.852151	1.000000	1.000000
2.658040	5.593657	0.877540	0.860219
-4.82220	-1.44326	-0.32841	-0.16186
-0.47016	3.742749	0.700641	0.570924
-5.23682	-2.34068	-0.13561	0.014895
0.508511	2.070327	0.556192	0.597929
-1.33013	1.442866	-0.20868	-0.14198
-0.10199	2.591913	0.258556	0.328979
0.883385	4.352594	0.744137	0.654767
1.325431	3.294634	0.543677	0.534308
2.466858	6.133568	0.896147	0.858693
2.665243	6.726634	0.862843	0.759199
1.613509	3.535303	0.689148	0.613047
1.740096	6.141872	0.812460	0.709800
2.530415	6.838662	0.720849	0.533878
1.025621	2.910869	0.386983	0.416117
-0.27951	1.595676	0.456886	0.508769
0.739733	2.520750	0.610001	0.649220
1.816341	3.717591	0.743447	0.757079
1.541274	3.793184	0.516430	0.613330
0.511811	2.518939	0.580920	0.594895
2.454422	6.142433	0.808270	0.710395
0.430042	2.821948	0.798876	0.707327
-0.88935	1.790833	0.314710	0.383665
-4.35489	-1.39158	-0.21648	-0.08217
-0.35915	1.038127	0.543297	0.602489
0.866157	1.996357	0.703752	0.636013
-5.20798	-1.92380	-0.32920	-0.26334
-5.15441	-1.75079	0.000627	-0.11381
-6.76841	-4.66757	-0.28294	-0.27108
1.416113	2.853507	0.733367	0.631975
1.146657	3.476939	0.565296	0.548414
0.913257	3.643025	0.431267	0.488409
0.694726	3.912958	0.502422	0.468348
-0.12630	3.457949	0.676460	0.503624
1.662609	4.778280	0.778404	0.753145
-4.26863	-1.14347	-0.42525	-0.23556
-8.13778	-5.88134	-0.41354	-0.42242
1.233199	3.488099	0.752373	0.748832
0.351792	2.763218	0.760334	0.692482
-3.02687	0.447837	-0.16797	-0.26597
-2.16145	0.681137	-0.28271	-0.17134
-4.38229	-0.67410	0.071903	0.086375
1.106672	3.274859	0.017304	0.154282
-3.88636	-0.55672	-0.34898	-0.17827
-3.61710	-1.10971	-0.23133	-0.09018
1.246713	3.552413	0.384411	0.496770
-3.21857	-1.46103	-0.38358	-0.30458
-2.81116	0.428603	0.395804	0.349227
1.176388	3.294064	0.729287	0.765878
-1.37946	0.326530	0.580863	0.343935
0.465126	2.416275	0.207457	0.347629
2.735672	5.365001	0.935119	0.910375
1.204773	4.177691	0.671075	0.618222
-4.94530	-0.85875	-0.11325	-0.00857
-1.55025	1.957982	0.050533	0.122680
2.307140	6.708333	0.902075	0.864165
-0.62478	2.419281	0.708024	0.661397
1.058077	3.757161	0.816454	0.770304
-5.85365	-2.59325	-0.33585	-0.17757
-4.51481	-1.80016	-0.33505	-0.30815
-0.87688	0.848692	0.462594	0.534563
1.788225	4.281080	0.850320	0.814217
0.418440	2.772539	0.575735	0.641677
2.330905	5.728220	0.874855	0.805636
-3.34869	-0.38659	-0.34683	-0.19834
2.515162	4.372023	0.753662	0.687942
-0.68830	0.880982	0.475378	0.548083
-6.55079	-3.23464	-0.10898	-0.14863
-3.70918	-0.55338	-0.04392	0.055072
0.267870	2.436629	0.607586	0.569421
-0.93074	2.086884	0.487304	0.461673
-0.17762	2.721559	0.625124	0.606796
-3.76150	-0.27743	-0.39087	-0.22149
-1.21656	1.400801	0.256895	0.343390
2.521225	6.062051	0.804339	0.710609
1.644857	4.120816	0.421513	0.480007
-3.06101	-0.67027	0.505117	0.440623
-5.67376	-2.32679	-0.20297	-0.06226
1.729720	4.743636	0.855283	0.826687
-1.64979	0.780422	0.504890	0.489472
-0.73678	0.941696	0.404881	0.403254
2.169465	6.483456	0.701937	0.498918
1.387255	3.495609	0.748509	0.693471
-1.29084	1.364967	0.618346	0.559050
-2.59803	0.662436	-0.05769	0.025343
2.726408	5.614424	0.915881	0.912705
-0.54947	1.520537	0.311507	0.452405
1.011057	4.608964	0.752887	0.691248
-8.51817	-6.56441	-0.02963	-0.22970
-0.58136	2.283498	0.247846	0.138270
0.825859	3.380681	0.514104	0.226158
-6.45622	-3.09335	0.317023	0.096017
-6.61509	-2.61404	0.513966	0.187877
-2.15070	0.676494	0.440208	0.168706
-8.09787	-4.92919	0.020332	-0.04487
-11.7416	-7.74627	0.357335	0.044333
1.644383	6.487516	0.766606	0.660636
-6.36562	-2.74459	0.399662	0.087212
-7.91253	-8.20697	-0.05537	-0.01338
-1.10932	2.460042	0.478860	0.248461
-2.02632	0.038469	0.141340	-0.10731
-0.43980	2.075152	0.329816	0.190154
-3.64070	-0.74825	0.376197	0.171729
-7.02179	-5.36765	0.354806	0.155106
  -inf.0	  -inf.0	0.131477	-0.10125
-2.39659	1.200960	0.342540	0.035107
-1.72381	0.068064	0.656900	0.480248
-11.4829	-9.99214	0.074228	-0.15330
-12.1226	-9.29715	0.513503	0.104157
0.930582	2.317360	0.643777	0.499403
-0.12391	2.223486	0.383457	0.263260
-1.54378	0.033540	-0.18703	0.046791
-9.78744	-8.48346	0.352668	-0.00799
-0.20608	2.240833	0.379860	0.251509
-1.82856	0.773767	0.480363	0.253585
1.977747	2.845699	0.735908	0.638040
2.302358	4.762108	0.828794	0.801326
2.286202	4.236054	0.705865	0.715522
4.704801	6.908013	1.000000	1.000000
-1.21272	2.267784	0.676071	0.607973
-2.05564	-0.70662	0.301339	0.380583
-1.64404	0.519683	-0.04919	0.164236
-1.00835	1.953517	-0.23756	0.039352
1.513103	3.667658	0.193040	0.368107
1.199721	2.436519	0.602219	0.592043
2.094438	4.367990	0.611211	0.607218
1.810521	4.640647	0.749112	0.711788
1.779860	4.735466	0.806511	0.753785
-3.23665	-0.58391	-0.20028	-0.10749
0.069499	1.729001	0.737827	0.614693
-3.22770	-1.23014	-0.31006	-0.18494
-3.37595	-0.82417	-0.32195	-0.13016
-2.57895	0.092257	0.023595	0.027272
0.179398	1.777274	0.600697	0.600419
0.641113	2.638475	0.509559	0.578626
-3.51442	-1.65596	-0.10980	0.118780
-0.35414	2.497707	0.619684	0.540194
-4.66125	-3.13721	-0.43552	-0.34084
-0.17566	1.503364	0.702819	0.608619
0.558547	2.169188	0.292465	0.442514
-3.18252	-0.44022	-0.21136	-0.18331
-1.01644	0.410954	0.659473	0.559546
-2.76578	-0.25436	-0.32988	-0.08987
-1.02584	1.949938	0.135206	0.240034
0.508432	2.189012	0.753828	0.660590
0.688873	2.124654	0.053684	0.232851
-2.87377	-1.09878	-0.19499	0.023429
1.489242	3.062536	0.499242	0.612373
1.500268	5.133984	0.567929	0.511413
-1.07600	-0.10241	0.478175	0.229299
3.289008	5.185932	0.885300	0.828902
-4.32153	-1.49598	-0.40372	-0.18243
1.408047	3.648559	0.621509	0.594004
-1.69093	1.663211	-0.05386	0.138714
-0.48394	1.953906	0.156334	0.282324
1.865725	5.534512	0.831768	0.818697
-4.06814	-1.54015	-0.30861	-0.04869
-3.71941	-1.73715	-0.33901	-0.19858
-0.40306	0.427774	0.450626	0.491580
-1.53785	0.437262	0.129802	0.303969
1.992894	3.024606	0.601749	0.507205
-3.97213	-1.49819	-0.30436	-0.07210
1.936560	3.061015	0.690976	0.580949
0.304535	1.740888	0.615730	0.568958
-2.46044	0.291221	-0.35255	-0.07269
-0.77349	1.296711	0.691131	0.618205
-1.24858	0.484752	0.190260	0.361373
2.177585	4.986006	0.792261	0.768477
-0.68474	1.573153	0.504279	0.510502
-3.45956	-1.25755	-0.10134	0.093048
-2.13477	-0.43697	0.477764	0.467026
0.474087	2.410338	0.653953	0.687707
1.442218	2.818165	0.745926	0.654198
0.797213	1.867501	0.664110	0.694626
2.077118	4.232728	0.841513	0.809598
2.003779	4.136232	0.313494	0.310282
-1.82901	-1.35955	0.403550	0.125998
-3.70396	-1.07349	0.284393	0.136376
-2.75072	-0.75106	0.239633	-0.04510
-0.89860	1.156130	0.346655	0.124657
-6.62719	-3.35855	0.422566	0.133345
-0.76395	1.330839	0.369739	0.165061
-4.34225	-1.66670	0.362352	0.156234
-0.67167	1.412402	0.302326	0.159729
-4.92121	-2.48493	0.037304	0.041745
0.206946	2.663978	0.407981	0.131987
1.281514	5.392242	0.704268	0.662083
-5.57325	-6.60010	-0.00737	-0.03713
0.669425	3.506384	0.425341	0.301879
0.732590	2.515136	0.290477	0.197758
-0.54163	2.276242	0.446164	0.286911
-7.32850	-4.62719	0.357266	0.009619
0.706001	2.566903	0.265059	0.252782
-12.2868	-11.1866	0.038906	-0.17339
-3.94168	-1.07654	0.231341	-0.05180
1.486244	5.337283	0.472181	0.374628
-11.6030	-10.8447	-0.00019	-0.24262
-9.99641	-7.90333	0.396977	-0.01683
-0.01356	1.601429	0.389008	0.350510
0.118122	4.075525	0.187559	0.115374
-1.87265	0.824021	0.200527	0.263779
-3.94620	-1.71558	0.041792	-0.13165
-11.2851	-9.68573	0.058739	-0.33665
-0.09154	2.656558	0.584943	0.688478
0.576738	2.560748	0.718448	0.759299
-1.16282	0.162756	-0.08538	0.225897
-4.26015	-1.31611	-0.33455	-0.02043
1.056783	3.234846	0.737366	0.783541
2.275116	4.196982	0.787565	0.823923
0.881838	2.969885	0.622197	0.619826
0.560875	2.139025	0.626250	0.669457
0.292795	2.876901	0.603018	0.690905
0.479759	2.088171	0.579730	0.538108
-0.07334	1.758169	0.611056	0.644797
6.662881	8.122686	1.000000	1.000000
-2.06554	0.209297	-0.04863	0.289293
2.217143	3.194455	0.563676	0.620529
-0.89450	1.559042	0.320426	0.520690
0.129692	1.719484	0.484126	0.620083
0.029360	2.394460	0.720663	0.780456
0.699870	2.531148	0.603233	0.621028
-0.21718	0.647919	0.512573	0.483843
-0.42156	1.480288	0.581755	0.679159
0.575253	2.096681	0.694812	0.746219
-0.48317	0.159263	0.537805	0.520403
0.304023	2.762446	0.669610	0.748417
0.063909	0.881595	0.468299	0.308721
0.310242	3.514381	0.711786	0.746410
0.962225	1.743365	0.503971	0.503992
1.256473	2.027551	0.683483	0.672755
0.334411	1.237430	0.561139	0.545699
-2.90848	-2.10470	-0.26037	-0.06868
-1.99626	0.284782	-0.07862	0.161285
3.623809	4.911607	0.651791	0.520344
1.832878	3.408955	0.657304	0.737512
-3.92003	-1.65880	-0.37764	-0.14424
0.205211	3.133204	0.711145	0.769244
1.242412	1.535584	0.652630	0.575203
-1.42403	0.557567	-0.08674	0.267372
-2.25574	-0.07566	-0.17666	0.149826
-1.14269	0.355899	0.336874	0.495937
-1.05783	1.697581	0.317782	0.499916
-0.24379	0.089494	0.486445	0.263453
-0.14317	1.011466	0.426568	0.604177
-0.55894	0.927809	0.250684	0.465654
0.201415	2.212976	0.646245	0.674238
-1.62081	0.400244	-0.15791	0.218842
-1.90428	-0.96642	-0.00637	0.249350
-3.77955	-2.62722	-0.36812	-0.15256
2.494789	3.802106	0.664102	0.562961
-3.73622	-1.36562	-0.28935	-0.05590
-0.52932	0.943693	0.275232	0.511046
-1.60220	0.136276	-0.07734	0.226277
3.758763	4.814449	0.685879	0.578263
-1.44807	-0.04478	0.054670	0.311562
1.408216	2.609807	0.696037	0.771561
-2.92463	-2.27119	-0.25409	-0.05823
0.995050	3.130705	0.632177	0.708640
0.905232	1.918799	0.743510	0.702600
0.335651	0.995660	0.433827	0.291194
0.080346	3.342359	0.637144	0.702065
3.252431	6.038134	0.838143	0.858527
-1.32635	-0.72446	0.400293	0.148548
-0.25255	0.594487	0.389654	0.518924
0.580818	2.106039	0.595821	0.521775
-2.71819	-0.26435	-0.27193	0.105827
-0.54844	1.171902	0.289676	0.497366
-0.64875	1.755373	0.332537	0.536313
1.633993	3.228969	0.692818	0.628290
-3.49891	-1.88836	-0.30042	-0.01511
-1.33739	0.272336	0.061706	0.339230
-0.48993	-0.03080	0.554115	0.519656
0.538165	2.141579	0.524243	0.659909
-1.78038	0.077609	-0.11469	0.224032
-0.68325	-0.08497	0.363056	0.411037
-1.90758	0.194652	-0.06493	0.250362
0.908806	2.950332	0.727254	0.748822
-1.95378	0.258266	0.042608	0.258876
0.529847	1.130377	0.591989	0.612036
1.968148	3.881659	0.673829	0.738484
-1.73429	0.645673	-0.13976	0.234417
-1.55320	0.198060	-0.04528	0.271167
1.309392	2.671019	0.581527	0.701647
2.412023	3.925274	0.682277	0.761006
0.902949	2.587225	0.704540	0.734365
0.988316	3.425033	0.574768	0.684659
1.342129	2.201339	0.439193	0.587643
0.052876	1.424726	0.635080	0.717546
0.693104	1.979739	0.610838	0.596094
2.004690	3.890876	0.680821	0.742121
-1.25083	0.992033	0.191721	0.435261
-0.72186	1.108453	0.218383	0.440684
0.644547	2.554354	0.687084	0.702154
5.782911	7.347459	0.917378	0.933024
-0.16589	0.838360	0.534915	0.402483
0.404790	1.956493	0.659884	0.642117
1.231289	1.929874	0.743152	0.696100
1.196530	2.767193	0.792030	0.825571
0.675564	2.894017	0.661936	0.711815
-0.76335	1.393010	0.248744	0.469470
1.003073	2.786979	0.672113	0.656598
-0.14872	0.817174	0.638355	0.722369
-0.27515	2.218652	0.573460	0.620248
-9.61577	-8.76611	-0.12504	-0.29968
-2.97129	-2.87353	0.071799	-0.18067
-3.16723	-1.71651	0.049234	-0.16700
-5.34181	-3.08304	0.060817	-0.01501
-6.05958	-3.94635	-0.07852	-0.25902
-4.52170	-2.83867	0.001820	-0.13432
-6.87148	-3.97454	0.044658	-0.19309
-4.28699	-2.56391	0.002143	-0.11882
-4.16464	-1.86079	0.034574	-0.08715
-4.07310	-2.36073	0.011240	-0.00877
-1.73489	0.329684	-0.02883	0.025830
-7.86229	-7.00307	-0.10650	-0.31027
-4.90149	-2.38458	-0.02114	-0.21096
-2.33508	-3.73363	-0.03617	-0.12976
-2.61711	-0.15185	0.097300	0.121579
-1.74226	-0.78159	-0.16263	-0.33652
-3.18611	-1.77527	0.097859	0.079516
-3.06372	-0.61755	0.094793	0.043290
-6.32038	-3.99077	-0.05262	-0.34142
-1.65801	0.151558	0.260789	0.235706
-0.19528	1.293922	0.213998	0.306245
-0.47763	1.310717	0.095656	0.052092
-4.67506	-3.67975	0.013714	-0.25233
