#
# MI and Cosines
#
#
# mi	rmi	cos-mi	cos-rmi
-3.05911	0.200408	-0.19377	0.113350
-2.66041	-1.59454	0.360769	0.248162
1.219659	3.122421	0.687805	0.829145
-4.22435	-0.35626	0.322486	-0.07072
-10.1765	-8.67797	-0.17594	-0.37206
-6.32761	-4.29412	-0.41113	-0.55039
-3.14605	-0.47339	0.072324	-0.15943
-4.00899	-1.41781	0.727899	0.604150
-1.94571	-1.16550	-0.15678	0.041878
7.110680	9.470488	1.000000	1.000000
-1.27604	-0.42546	0.390948	0.356097
-1.87296	-0.07100	0.266620	0.327440
0.992405	3.973843	0.609222	0.769368
-3.10190	-0.94186	0.340412	0.202817
-7.81620	-5.31439	0.199669	-0.01079
-5.37881	-3.43683	0.099147	0.018239
-1.04415	1.426268	-0.25512	0.045082
-2.46415	0.350007	-0.07128	0.348771
-3.85052	-1.54072	0.232561	-0.08097
3.357961	5.146867	0.687613	0.700120
-2.47225	0.770256	-0.31683	-0.26439
-4.68775	-3.53468	0.348765	0.162572
-8.11158	-8.14553	-0.19214	-0.21040
-6.87695	-5.17155	0.097894	-0.17701
-2.05708	-0.14087	0.154344	0.463142
1.914510	3.103443	0.174681	0.025633
-1.59272	0.381634	0.397282	0.338794
-1.65001	1.639489	0.126603	0.475872
1.155116	6.732004	0.590030	0.513200
0.527486	4.235084	0.311987	0.613333
-8.77279	-5.49056	-0.29411	-0.37635
-0.74380	-0.49068	0.178429	0.132906
-0.18646	2.155274	0.142536	0.221216
-0.66785	1.229847	0.322245	0.535435
-10.0693	-10.0778	-0.02763	-0.17369
-2.90245	-0.81760	0.209753	0.129063
-3.01102	-0.26895	-0.17899	-0.21826
-6.52584	-3.35023	-0.29722	-0.49394
-0.18879	2.704177	0.725329	0.615961
-1.91976	-2.03181	0.045990	-0.17057
3.583740	6.880564	0.704760	0.649396
-3.39179	-1.68311	-0.42130	-0.35167
2.728485	4.192464	0.510067	0.369976
-2.44478	-0.69480	0.480675	0.462081
-11.7703	-8.58157	0.781512	0.619776
-14.8930	-12.6972	0.159019	0.015308
-1.36739	-1.25672	0.608318	0.550260
3.125337	7.038809	0.799032	0.654675
-2.63511	-0.12424	0.371187	0.556548
-0.00445	1.099976	-0.04320	0.125412
0.162625	3.365591	0.243602	0.043834
-0.10547	1.475737	0.361616	0.407379
1.821324	4.943005	0.376907	0.391775
3.127285	7.491532	0.866961	0.829776
2.666693	6.247231	0.761470	0.708625
0.403358	3.384851	0.682574	0.777854
3.148723	6.874792	0.693989	0.616054
2.846583	5.764604	0.784673	0.727819
-4.88266	-0.83185	-0.37537	-0.53592
-6.84914	-3.83013	0.326510	0.103723
-6.68290	-2.00571	0.325658	-0.34289
-6.91375	-3.00973	0.403259	-0.09704
-3.73648	-2.73623	-0.36505	-0.36165
-8.35052	-5.36997	-0.21979	-0.42237
-6.17843	-3.34949	-0.34667	-0.45803
-5.18772	-2.00509	-0.30412	-0.36739
-0.75580	0.879375	0.438573	0.444314
-3.15168	-0.26863	-0.12436	-0.02286
-3.69185	-0.86440	0.190563	0.213510
-10.2516	-7.39553	0.374008	0.116520
-9.68558	-6.60773	-0.24894	-0.48137
-6.60324	-5.62127	-0.30153	-0.18402
-7.07912	-3.67186	0.315997	0.020377
-5.42332	-0.65893	0.468964	0.013137
-6.37499	-2.50357	-0.33113	-0.54112
-6.92883	-3.74118	-0.36693	-0.50596
-4.38867	0.340649	-0.00411	-0.42214
-6.79428	-4.31340	0.182638	0.019030
-10.0705	-7.94973	-0.39075	-0.46502
-6.86527	-4.19638	-0.20339	-0.34109
-11.1440	-9.57144	0.101601	-0.07100
-4.01443	-1.23981	0.456223	0.273233
1.392742	2.183224	0.593303	0.609366
-9.23290	-6.61326	-0.23085	-0.40772
-7.96746	-5.56229	-0.41682	-0.47484
  -inf.0	  -inf.0	-0.01530	-0.15183
-0.70680	-0.91804	-0.04362	-0.11622
-6.95898	-3.47063	-0.41063	-0.56274
-7.90969	-4.43082	0.314823	-0.01238
-5.70777	-2.01104	-0.17252	-0.40898
-1.90849	0.420730	0.581670	0.309816
0.597029	1.988173	0.558652	0.718403
-1.79432	-0.49332	-0.16938	-0.17240
-7.81698	-4.72402	-0.19172	-0.42119
-6.15056	-3.45708	0.100717	-0.17257
-2.37071	0.336812	0.032964	0.164539
-15.1565	-13.1214	0.475119	0.176900
-4.05945	-3.65884	0.122793	-0.01525
-4.67217	-2.91169	0.157964	0.196615
-2.66571	-0.32407	0.364114	0.216213
-8.27292	-4.22171	0.204757	-0.26026
-8.08389	-5.81944	0.176688	0.021256
-4.43738	-0.51165	0.164254	-0.25684
4.408792	6.953485	0.880735	0.838270
-10.1825	-9.34198	0.067298	-0.04974
-7.10691	-3.85676	-0.39495	-0.51366
-6.38329	-3.59998	0.099976	-0.22837
-3.03518	0.909493	0.490196	0.164311
-8.73002	-5.65430	0.423718	0.181069
-5.82829	-2.43912	-0.00854	-0.33706
-7.42343	-3.97212	0.269777	-0.05034
-8.73399	-6.11396	-0.29731	-0.43728
-5.40849	-1.24451	0.687014	0.283376
  -inf.0	  -inf.0	0.632827	0.487580
-1.14163	0.387316	0.022968	0.063755
-10.8913	-9.69635	0.144272	-0.06976
-4.51527	-2.53635	-0.16222	-0.10016
-4.56807	-1.81556	-0.25834	-0.40237
-13.7929	-11.9396	-0.15372	-0.39138
-1.66970	-0.50044	-0.09904	0.068366
1.103498	2.576095	0.474202	0.671901
1.845740	4.654114	0.802450	0.776486
0.416017	3.004976	0.361647	0.664331
-4.61788	-1.60401	0.170888	0.344682
-1.88917	-1.16652	-0.00918	-0.19834
-1.04867	0.442357	0.484751	0.400474
1.565725	1.951560	0.650814	0.540094
-0.42124	1.264781	0.117762	0.205106
-3.71870	-0.30914	-0.27642	-0.10434
1.197912	2.843711	0.205107	0.347349
-3.12127	-1.75915	0.248421	-0.03201
-2.34943	-1.46736	-0.31983	-0.18056
-8.40119	-7.53909	-0.01736	-0.15614
2.012046	2.583370	0.595232	0.582075
1.476208	3.532188	0.760968	0.748816
-1.65609	-0.81144	0.483649	0.396088
-6.37234	-4.40878	0.364513	0.304851
0.338405	3.539604	0.583858	0.751276
-7.00565	-5.13912	-0.27050	-0.41574
-2.59647	-0.52266	-0.01877	-0.10098
1.244216	2.446969	0.706854	0.600453
-0.57242	0.696123	-0.15890	-0.07912
-5.46644	-2.88727	-0.13475	-0.23981
0.104180	0.967541	-0.04714	0.066450
0.501233	2.203626	0.151160	0.422570
-3.74827	-1.42156	-0.23630	0.022221
-2.41318	-0.48567	-0.14983	-0.05355
-3.95713	-1.14405	-0.26892	-0.26927
-0.19697	-0.45796	0.466496	0.491010
-0.74441	-0.69561	0.338798	0.197651
-1.01741	0.085807	0.559528	0.317663
-8.04275	-6.70401	0.326078	0.153680
0.763513	1.137129	0.276381	0.013437
-1.26812	-0.91780	0.501483	0.342188
-1.24335	-0.88231	0.620257	0.539004
-1.65906	-0.41646	0.475686	0.220386
0.945165	3.122866	0.575297	0.700030
-1.50420	-0.37245	0.350200	-0.02810
-2.64217	-1.78576	-0.22365	-0.48368
-2.59204	-3.25550	0.099877	0.001348
1.402243	1.366299	0.090165	-0.14293
-3.48377	-3.48419	-0.35757	-0.47681
-2.52616	-2.09313	0.240220	-0.03492
-0.74914	-0.37328	0.339214	0.279338
-2.03550	-0.83740	-0.12627	-0.20088
-4.99451	-2.53991	-0.24400	-0.32638
-2.96906	-2.26496	-0.20828	-0.40344
-0.95919	2.489388	0.622041	0.378033
-3.90584	-2.81404	-0.40855	-0.57902
-2.45486	-2.61531	-0.12857	-0.31050
-3.22387	-2.44619	-0.45130	-0.57677
0.089452	2.838807	0.299270	0.619779
-3.78223	-1.07146	0.336942	0.073955
0.939205	0.803336	0.180095	-0.02497
-0.59642	2.287634	0.744090	0.625967
-2.15705	-2.37129	-0.05275	-0.21710
-2.22572	-0.38363	0.176100	-0.36072
-1.40810	-0.78613	0.328310	0.023101
0.152232	0.865401	0.376986	0.119944
3.329371	4.873606	0.473379	0.543226
-0.98893	0.902474	0.133279	0.128116
2.715640	4.505783	0.673296	0.710496
-2.67693	0.140928	0.240860	-0.00269
-3.07914	0.092718	-0.12735	0.201641
-0.52334	2.852347	0.106170	0.648902
2.727996	3.658940	0.527448	0.474868
1.410928	4.725923	0.741051	0.786997
0.096925	2.120950	0.267887	0.096378
-1.56629	2.321444	0.095454	0.451382
-4.27785	-2.97266	0.159372	0.011809
1.764909	3.294766	0.747526	0.803071
-1.74558	1.823187	0.099155	0.512757
-0.40733	2.273579	0.241089	0.472052
1.193982	4.292697	0.457693	0.696427
-9.26303	-8.20934	0.056103	-0.07496
-1.94735	-0.25766	0.213264	0.082516
-0.74515	1.101764	0.224438	0.435089
0.579876	3.863263	0.417036	0.558570
-1.58090	1.173892	0.181894	0.401149
1.083916	3.520516	0.574692	0.644668
-0.82488	1.728047	0.188778	0.440157
-1.47847	0.967159	0.160946	0.081892
-2.02659	-0.57485	0.206861	0.146379
-4.98477	-1.66075	-0.14553	0.106428
-0.50651	1.020608	0.336555	0.412310
-3.34711	-2.71288	0.124536	-0.03933
-3.91296	-0.55383	-0.34862	0.064335
-1.05664	1.543811	0.309302	0.404207
-2.39698	-0.74778	0.146369	0.226000
0.443227	2.646019	0.430651	0.572305
-1.93584	0.033989	-0.03742	0.236486
-2.20032	0.382778	0.403173	0.362411
-0.42052	0.964808	-0.03631	0.068995
-1.17831	0.700781	0.200363	0.283461
0.280123	1.906647	0.273963	0.544417
-0.70577	1.579180	0.347151	0.379748
4.161312	6.537468	0.696853	0.716277
-4.69772	-4.03235	-0.31193	-0.40682
-12.4741	-10.6193	-0.09938	-0.36381
-1.82860	-1.33412	-0.10219	0.040125
-0.22186	2.871984	0.564738	0.757472
0.651937	2.817508	0.193636	0.383079
-2.51786	-0.50688	-0.19245	0.034153
-6.75724	-3.18179	-0.38968	-0.67491
-2.79269	-1.82093	-0.07817	-0.01556
-6.78037	-2.32371	0.164691	-0.13426
-0.22401	-0.57621	0.495315	0.532536
-9.82487	-9.55195	0.098909	-0.01938
-1.41588	1.593988	0.403043	0.596672
-3.51889	-1.88886	-0.40390	-0.36010
-2.84572	0.678372	0.175714	0.034081
-4.70460	-2.08842	-0.36435	-0.50154
-4.20602	-1.68264	-0.30938	-0.43221
6.546730	6.447527	1.000000	1.000000
-0.12958	2.162425	0.072940	0.448119
-1.93381	0.229640	-0.24606	0.107027
-14.0114	-12.5489	-0.04416	-0.24471
-3.75079	-1.31428	-0.06704	0.050255
-3.36868	-2.37861	-0.01275	-0.19659
0.074829	3.204224	-0.07441	0.523402
  -inf.0	  -inf.0	0.051641	-0.14625
0.828853	0.884975	0.017436	-0.04874
-0.72186	1.689637	-0.01172	-0.18580
0.932306	2.849772	0.571406	0.736812
-7.23701	-5.59064	0.255322	0.130861
1.652878	3.111990	0.656399	0.678649
-0.94534	-0.11713	0.176180	0.165140
-0.04616	1.545090	0.318259	0.494782
-3.27698	-3.29841	-0.15395	-0.20723
-1.84922	-1.17496	-0.14704	-0.02641
-5.45643	-5.20163	-0.44858	-0.44628
-2.78872	-0.95782	-0.46663	-0.42636
0.285838	2.805236	0.289536	0.502886
-0.79388	2.008425	0.325128	0.671662
-5.23326	-2.60531	0.306270	0.064131
2.147320	3.013206	0.651391	0.485095
2.036390	7.212550	0.666488	0.239484
-1.34227	1.113659	-0.25458	0.136776
-4.34139	-2.98238	-0.35476	-0.36379
1.142543	2.395088	0.730165	0.791577
0.647634	3.770922	0.587187	0.623069
-0.68412	4.424215	0.109765	0.344988
-4.86418	-2.44232	-0.23123	-0.21111
-3.54219	-1.51334	-0.07157	-0.04691
-6.22362	-3.22194	0.037390	-0.20636
-4.64294	-1.68643	0.011554	-0.24295
-4.78553	-1.98195	0.234671	-0.16324
-3.49904	0.509800	0.201931	-0.09927
-2.62156	-2.23896	0.322097	0.341668
-2.88827	-0.60248	0.593392	0.486101
-6.40772	-3.52635	0.289245	-0.07087
-1.82649	1.989731	0.070663	0.463083
0.378098	1.245006	0.603138	0.589602
-2.17794	1.120763	-0.19837	-0.09453
0.781552	1.410557	0.393046	0.474028
0.429785	2.922310	0.450171	0.621959
-3.62917	-0.85470	-0.03965	0.213122
1.312677	2.643593	0.632240	0.654119
-1.85018	-0.35338	0.183464	0.199170
-11.1195	-8.40252	0.263538	-0.05629
-6.52891	-5.28956	-0.21821	-0.37463
0.539502	1.742683	0.637475	0.662985
1.523195	2.751911	0.729498	0.611660
0.102791	3.516652	0.503966	0.612792
-1.66035	0.758200	0.429171	0.618429
-11.3008	-9.99741	-0.05482	-0.05928
-0.25275	0.693095	0.418728	0.433011
0.583729	1.678092	0.324566	0.506313
1.698284	2.807416	0.396117	0.321269
-5.14535	-2.77217	-0.38389	-0.53098
3.027506	2.498756	0.083153	0.201272
1.600521	2.665995	0.352160	0.345591
-5.08034	-2.45673	0.010477	-0.07035
-2.24601	-0.04468	0.140233	0.435179
-0.41315	1.196866	0.190367	0.293790
-5.82633	-3.21621	0.458387	0.060413
3.536530	7.488013	1.000000	1.000000
-1.52143	-0.43428	-0.01875	-0.10482
-0.31960	1.179472	0.498750	0.678680
-10.1290	-8.77147	-0.04138	-0.10979
-1.93779	1.382428	0.064073	0.437624
-9.38154	-6.41565	-0.37568	-0.56750
-0.96956	-1.23690	0.121149	0.095498
0.674552	1.670200	0.232050	0.315424
-1.58877	0.021775	0.359201	0.344109
-0.81475	0.635162	0.315010	0.241544
-11.7237	-10.7441	-0.17403	-0.31430
-0.32785	2.142298	0.358730	0.547120
1.063398	1.692228	0.006354	-0.15757
-1.99536	-0.89148	-0.26987	-0.17576
1.697706	2.703317	0.499722	0.508857
0.893725	3.826992	0.092538	0.060311
-1.72340	0.415998	-0.18794	0.154231
-10.0487	-8.30578	-0.30142	-0.60548
1.196009	2.371094	0.423824	0.408670
1.342784	3.255734	0.755067	0.672635
1.355830	1.036237	0.359682	0.341522
-1.05354	-0.72158	0.071398	0.028465
-5.56805	-2.99900	-0.33880	-0.18621
0.004338	3.502083	0.088977	0.332390
-13.0197	-11.2606	-0.21670	-0.42499
-1.74208	-0.95191	0.259134	0.415290
-0.39379	0.981113	0.412152	0.555375
3.238930	7.499330	0.855102	0.813507
-0.39327	2.761524	0.564594	0.773655
-0.06086	2.001152	0.247256	0.278896
-6.61965	-3.27687	0.019266	-0.00095
0.501441	4.169199	0.848239	0.739259
-0.58247	1.895599	0.338435	0.554721
2.818774	6.321914	1.000000	1.000000
-1.01275	0.272846	0.269904	0.493755
3.782337	7.377446	0.734904	0.798267
-0.60668	0.338886	0.522210	0.555591
0.341617	2.872458	0.126707	0.231229
-2.96561	-0.53592	-0.38965	-0.20037
-1.07069	2.557827	0.150571	0.068421
-0.89333	0.462203	0.354284	0.591196
-2.33138	-0.62138	0.414052	0.220967
1.501274	3.039308	0.692439	0.741451
-2.21030	-0.61592	-0.15666	0.130223
0.393825	2.105612	0.102468	0.052712
-1.48241	-0.70037	0.250754	0.231433
-5.33314	-2.94798	-0.00781	-0.04618
-10.2401	-6.31695	0.350124	-0.20318
-4.39754	-3.25619	-0.34656	-0.57144
-1.73820	0.976732	-0.22769	-0.02459
-0.07844	1.733516	0.439386	0.648747
-6.57641	-3.57403	0.302674	-0.37327
-1.02511	-0.09237	0.232862	0.332707
-1.06305	3.237518	0.148184	0.511995
-1.76835	-0.18225	0.300510	0.456874
  -inf.0	  -inf.0	0.091211	-0.12211
-1.18140	0.850457	0.431223	0.501776
-9.31278	-7.45767	0.003887	-0.25228
-11.1209	-10.0187	-0.04813	-0.25944
-10.8241	-8.50180	-0.30887	-0.45695
-8.44807	-6.16128	0.052464	-0.08655
  -inf.0	  -inf.0	0.078997	0.021072
-10.1224	-7.41471	0.010594	0.001095
-8.18647	-5.45655	0.279282	0.006150
-12.2048	-10.9846	-0.07933	-0.24489
  -inf.0	  -inf.0	0.027909	-0.13032
  -inf.0	  -inf.0	-0.22056	-0.36182
-4.65692	-3.57449	-0.39974	-0.34774
  -inf.0	  -inf.0	-0.06335	-0.19904
-2.45212	-0.40385	0.441397	0.273588
-3.89559	-2.06903	0.018714	-0.23189
-11.0517	-8.58039	0.132791	-0.18249
-2.71782	-1.69291	-0.35563	-0.24037
-7.40537	-5.72231	-0.07826	-0.31784
-0.25628	1.592937	0.602580	0.686002
  -inf.0	  -inf.0	-0.02027	-0.16693
  -inf.0	  -inf.0	0.039201	-0.11753
-10.7844	-10.9354	0.011809	-0.08887
  -inf.0	  -inf.0	0.015519	-0.18677
-2.21181	0.789533	0.119167	0.479341
-9.47107	-8.48624	0.012068	-0.13610
-8.57028	-7.31161	0.021761	-0.19688
-5.27267	-4.35759	-0.04824	-0.19670
-10.8932	-10.4898	-0.09707	-0.23010
-3.21461	0.087856	0.193688	-0.05083
0.601422	3.081566	0.540318	0.667286
-11.3507	-10.5576	-0.10274	-0.25784
-10.1674	-8.55201	-0.07888	-0.24897
-7.92924	-7.23052	0.001077	-0.13589
-9.99576	-8.46619	-0.01426	-0.21044
-11.6564	-9.78645	0.031908	-0.28708
-10.1174	-9.10189	-0.18876	-0.34213
-0.69622	1.419935	0.093691	0.502405
-12.4700	-10.3247	-0.00551	-0.22046
  -inf.0	  -inf.0	0.121916	-0.03830
  -inf.0	  -inf.0	-0.02314	-0.20739
1.176410	3.680208	0.621748	0.580229
-1.55280	0.253555	0.352156	0.418681
-6.15752	-5.07030	0.300552	0.081968
  -inf.0	  -inf.0	0.109618	-0.03118
-0.04529	2.098942	0.417072	0.631554
-7.75312	-5.77936	-0.11021	-0.32666
0.924263	3.855981	0.448894	0.769523
0.812803	3.061806	0.649753	0.822178
  -inf.0	  -inf.0	-0.03374	-0.22983
-5.32307	-3.56812	-0.06228	-0.29654
-11.2039	-10.1451	0.043202	-0.16119
2.682667	5.350065	0.906110	0.899598
-10.9962	-8.49756	-0.06423	-0.30664
-8.63665	-8.23755	0.362815	0.268878
-3.25979	-1.78189	-0.01406	-0.19230
-4.40967	-2.54919	-0.42233	-0.46011
  -inf.0	  -inf.0	-0.04464	-0.13518
3.013521	4.478585	0.229474	0.032642
-7.64066	-4.80600	-0.32458	-0.39408
1.040653	3.134202	0.372667	0.224667
1.155381	4.736967	0.698265	0.597191
-9.00952	-6.85394	0.076336	-0.18138
1.835427	2.769324	0.092456	0.233697
-2.90677	-1.85735	0.430951	0.476282
-2.83493	-1.60794	-0.26075	-0.35892
-13.6128	-12.0571	-0.21330	-0.40191
0.652976	2.167767	0.227704	0.474761
-0.29718	1.282715	0.647643	0.528908
-0.65512	-0.68147	0.489562	0.394261
-2.98818	-0.43727	0.089159	0.053734
-0.77053	-0.15260	0.358056	0.174452
-0.14118	1.963751	0.386878	0.628080
-6.26314	-3.65960	-0.02280	-0.35908
-6.16325	-3.29192	-0.25999	-0.28472
3.619578	7.236714	-0.14294	-0.42079
-3.83236	-0.83629	0.246976	0.481615
-2.95882	-0.65821	-0.31384	-0.15382
-7.94630	-5.72198	-0.21645	-0.24857
0.192483	2.889789	0.140969	0.262748
-0.18623	2.116049	0.407135	0.263949
-1.51912	-1.09726	0.419822	0.173026
-0.71477	0.982508	-0.32956	-0.05974
-2.84613	-0.50139	-0.20158	0.129307
1.369616	4.581699	0.641293	0.707675
  -inf.0	  -inf.0	0.086158	-0.12083
-3.65274	-2.51201	-0.00749	-0.13306
1.328714	3.948608	0.759290	0.838903
-0.72582	2.188029	0.029680	0.374720
-0.13600	1.864072	-0.07953	0.358852
-0.54280	2.029091	0.668829	0.519830
0.347327	2.592725	0.473858	0.715325
-3.39680	-0.48050	-0.23238	-0.34300
-1.24078	-0.05399	0.046065	0.002966
-3.13540	-2.33335	-0.40930	-0.33912
-7.17266	-5.45515	-0.40700	-0.44021
-9.53171	-7.86772	-0.46203	-0.50127
0.285891	2.901063	0.568808	0.475867
-3.86004	-2.04919	-0.10802	0.026723
-0.48344	1.657455	0.316202	0.613407
-1.09838	0.048477	0.426528	0.454589
-0.83298	0.734417	0.307357	0.198417
-0.77701	1.547186	-0.06842	0.346557
0.469266	2.074463	0.616579	0.749170
1.133705	4.031722	0.170066	0.545425
-1.07546	1.683629	0.388486	0.621750
-0.54728	2.577112	0.356295	0.661748
-4.95287	-2.32279	-0.32144	-0.19597
-1.00200	-1.53893	0.499034	0.493935
-3.43671	-2.04253	0.091132	-0.45530
-12.7539	-10.6904	0.151667	-0.08713
-1.19443	-1.16933	0.563979	0.518715
-3.12379	-1.89392	-0.06634	-0.01460
-1.70412	0.505368	0.479231	0.439354
-1.92679	-0.22344	0.241235	0.529778
-2.82561	-2.46807	-0.19531	-0.17785
  -inf.0	  -inf.0	-0.06869	-0.34264
-3.13814	-0.54551	-0.04860	0.014736
-3.71082	-1.69364	-0.18533	-0.11024
-2.12919	-0.96711	-0.33170	-0.37357
-6.07606	-2.56511	-0.23660	-0.45667
-3.36477	0.620334	0.134000	-0.22206
-2.11695	-0.32982	0.045357	0.304014
-3.26534	-3.02397	-0.35006	-0.47778
-5.55558	-3.99009	-0.35704	-0.34204
-1.19946	1.947213	0.574773	0.433200
-2.74466	-1.07249	-0.23658	0.024935
-4.81137	-3.36235	0.149146	-0.16107
1.547210	3.994941	0.825866	0.795245
-0.76640	-0.39183	0.402145	0.291673
-13.3886	-11.9450	0.035153	-0.20084
0.814759	2.425014	0.537050	0.551186
0.353853	2.871433	0.539546	0.565634
1.693408	1.905018	0.572752	0.477316
-1.30321	1.845088	0.182249	0.563695
0.290307	2.575521	0.541267	0.559316
-5.21223	-5.27857	0.019517	-0.13704
0.270103	2.370386	0.579900	0.671175
-0.34768	3.834489	0.053203	0.589488
-3.73791	-1.00245	-0.30696	-0.11790
-6.27938	-6.89040	0.588694	0.569298
-2.65423	-1.34038	-0.11594	0.135021
-0.13035	2.786466	0.793211	0.658627
1.338765	3.303618	0.836249	0.915420
-1.69683	1.000428	-0.01507	0.300610
-0.57262	0.398360	0.173851	0.252485
2.159659	2.825960	0.139436	-0.02611
-2.64686	-0.64742	0.229022	0.111777
-1.25230	2.358642	0.204500	0.505194
-0.41169	2.912658	0.366681	0.649426
-0.82393	0.026297	0.153802	0.209482
0.195136	2.570069	-0.12903	0.246252
0.595309	3.853777	0.510948	0.705535
-0.18030	1.564506	0.186371	0.304714
-3.79920	-0.81371	0.433769	0.208638
-0.30322	1.169745	0.634493	0.605761
-6.54502	-3.00880	-0.33345	-0.55214
-7.10733	-3.72349	-0.23009	-0.31317
1.231053	3.885995	0.571747	0.813155
-5.66113	-3.76356	-0.04799	-0.20968
-2.34034	-0.57421	0.784932	0.680560
0.613459	3.809966	0.492543	0.743364
-3.91963	-1.35728	-0.41911	-0.30745
-1.12346	1.461565	0.022339	0.115212
-2.64383	0.032091	0.090365	-0.17892
-1.57551	-0.76558	-0.18612	-0.22541
-8.15640	-6.92523	0.270230	-0.09802
-0.41782	0.917983	0.538369	0.557978
4.505850	6.344597	0.919760	0.883358
-2.35445	0.468608	-0.21184	0.213385
-0.13438	1.794411	0.279812	0.598366
-2.13591	-0.33454	0.106867	-0.09344
-4.32034	-1.05729	-0.21029	-0.46167
0.891067	2.128426	0.756014	0.672644
-6.64365	-5.24224	-0.06081	-0.24971
-1.35681	2.785983	0.627460	0.612354
0.544527	4.107484	0.442247	0.531574
-1.30304	0.146213	0.282602	0.340593
-1.29154	0.815136	0.220735	0.572340
-1.38348	-0.16288	0.402374	0.417356
0.658920	2.356776	0.553561	0.581584
-3.30275	-0.62599	-0.27468	-0.33155
-3.78571	-2.94776	-0.18164	-0.20475
-0.93920	2.297628	0.055425	0.531719
-9.85918	-6.60797	0.371459	0.058649
-8.64839	-8.28242	-0.08681	-0.20621
-3.17791	-0.58284	-0.15501	-0.07685
-1.37794	-0.71614	0.186945	0.163097
4.234381	5.105423	-0.02659	0.037506
-3.12263	0.188947	0.404924	0.355224
-8.91129	-7.17331	0.006526	-0.33398
2.041096	5.299700	0.808051	0.769248
-12.0623	-9.11493	-0.03491	-0.43985
-5.19685	-3.97559	-0.35251	-0.35525
-7.31126	-5.45994	0.300912	0.231685
0.926919	2.008952	0.719648	0.831137
7.113445	8.907914	0.805323	0.813681
0.198397	2.040186	-0.13211	-0.10639
-6.55090	-5.41496	-0.41503	-0.45195
-5.07045	-3.93687	-0.36688	-0.25642
-4.51678	-1.97858	-0.01214	-0.14113
-1.05193	1.585017	0.128668	0.504849
-1.30420	0.703097	0.100372	0.154235
-2.51296	-2.53398	0.433529	0.278836
-1.85823	-1.52281	0.245988	0.189493
3.208780	5.401279	0.526522	0.499208
-2.49747	-1.71705	-0.04821	-0.39169
  -inf.0	  -inf.0	0.410673	0.332854
-0.11225	1.363010	0.482851	0.513017
-8.92781	-8.77738	0.388111	0.319819
-2.50455	0.525697	0.458719	-0.14054
  -inf.0	  -inf.0	0.659130	0.533626
-7.45287	-5.26471	0.709432	0.590123
-7.93685	-6.96259	0.560267	0.322060
-3.42428	-1.25789	0.237913	-0.03636
-6.60062	-6.34350	-0.21785	-0.43014
-7.23259	-7.36700	0.097583	-0.02747
  -inf.0	  -inf.0	-0.00861	-0.08710
-6.92140	-6.06563	-0.00889	-0.38567
-0.55407	2.717430	0.468184	0.607262
-10.1162	-6.47083	0.220404	-0.21127
-8.09611	-6.89509	0.376352	-0.01839
-6.22091	-5.09938	-0.35440	-0.64327
-6.80725	-6.50549	-0.30426	-0.51848
-5.44376	-4.45404	0.413257	0.113177
0.474242	1.933894	0.649437	0.759650
-10.7379	-9.75116	0.270223	0.242172
-4.08963	-1.31936	0.414064	0.211083
-5.89873	-6.14233	-0.01795	-0.08983
  -inf.0	  -inf.0	0.423764	0.310037
0.356353	3.263598	0.259494	0.505400
-6.17175	-4.58732	0.294900	-0.26924
-7.48333	-6.58869	-0.34253	-0.60918
  -inf.0	  -inf.0	-0.20210	-0.50062
-8.39818	-6.80096	0.325960	-0.10099
-6.84272	-5.83115	-0.40873	-0.66366
-7.43489	-6.27486	0.228948	-0.21408
-8.34008	-6.53007	0.510737	0.173707
2.030941	3.575723	0.752653	0.782317
-6.26653	-4.18960	0.124007	-0.47750
-3.16196	-0.60873	-0.09043	-0.64125
-7.80577	-7.86111	-0.30285	-0.40807
-6.66104	-5.11783	-0.41027	-0.71473
  -inf.0	  -inf.0	0.013657	-0.42666
-6.18669	-5.65653	-0.29038	-0.53456
-3.69943	-3.10089	0.449560	0.266248
-8.22262	-7.99353	-0.38709	-0.53250
-7.08156	-5.76929	-0.40556	-0.68950
-7.59792	-6.81995	-0.39459	-0.62506
-8.13578	-7.20740	-0.19061	-0.48767
-7.72046	-6.80358	-0.15712	-0.50602
-8.33539	-8.71088	0.431957	0.402022
-6.34034	-6.05239	-0.22607	-0.42112
-9.87552	-8.28479	-0.00346	-0.46989
-7.67020	-8.08581	0.119347	0.098445
-8.82436	-6.60515	0.078531	-0.49132
-8.67631	-7.10405	-0.11058	-0.53217
-6.56443	-5.92495	0.087042	-0.22369
-8.01543	-7.82119	0.161294	-0.02424
-8.43767	-8.46954	0.147084	0.014574
-6.43668	-6.36432	0.032004	-0.13170
-7.86969	-5.28080	0.402711	-0.20989
  -inf.0	  -inf.0	0.427734	0.313879
-6.33714	-4.56445	-0.37230	-0.71163
-3.73959	-1.88576	0.501010	0.170436
-6.99743	-6.18478	-0.03002	-0.35907
-0.31359	1.851488	0.370345	0.346278
-4.24972	-3.05665	-0.07564	-0.53083
-9.81405	-9.65773	0.161855	-0.03695
-6.32484	-5.44383	-0.22299	-0.53245
-11.9072	-7.94646	0.556670	0.374343
-4.45691	-2.14258	0.386217	0.170291
-6.38772	-5.40438	-0.24096	-0.59588
-6.93711	-5.08198	0.454252	0.067964
-9.08115	-6.84590	-0.05422	-0.56428
-7.58699	-6.31176	0.213220	-0.20152
