#
# Log of class-related merge statistics
#
# quorum=   0.7 commonality=   0.2 noise=4.0 nrank=200.0
#
# in-group-sim=mi-sim
# N,words,class-size,self-mi,self-rmi,support,count,logli,entropy,cluster
1	"+ — ” _ ) ["	6.0	4.7544563	8.5157953	20341.0	84391.0	8.0678128	19.878457	2.0133550
2	"+ [ *"	3.0	12.531988	11.577752	201.0	5682.0	11.960431	14.864819	1.2592879
3	", ; U+0022"	3.0	4.7830311	10.525099	114073.0	1035048.0	4.4513480	18.335073	0.7772592
4	"but and as for from or"	6.0	4.1520341	10.510434	67781.0	489593.0	5.5313909	17.429981	2.0931152
5	"was is has"	3.0	4.7317454	10.128846	41122.0	471213.0	5.5865945	18.055754	1.2305466
6	"He It She"	3.0	5.1884827	10.504047	7249.0	147381.0	7.2634233	16.306344	1.4869335
7	"? ! . , : )"	6.0	5.7826836	8.9520860	67255.0	226328.0	6.6445587	21.326716	1.3795520
8	"? !"	2.0	9.2816265	11.076892	377.0	35727.0	9.3078871	15.447037	0.9599315
9	"? ! . ,"	4.0	8.6151236	11.632670	3621.0	202600.0	6.8043396	16.753414	1.5299919
10	"He It She There They"	5.0	4.9212044	10.594644	8683.0	182138.0	6.9579419	16.056921	2.0938275
11	"There It"	2.0	12.930303	11.778728	52.0	7017.0	11.655976	14.659272	0.9301983
12	"He It She There They This"	6.0	4.8631267	10.668429	9688.0	193299.0	6.8721396	15.994267	2.2913388
13	"’ ”"	2.0	7.7700438	11.236887	2709.0	105354.0	7.7477287	15.148204	0.7043615
14	"A No"	2.0	5.6440894	9.5328446	2011.0	22668.0	9.9642448	14.870787	0.9632346
15	"but and , as for by"	6.0	10.382849	10.093062	7072.0	39015.0	9.1808730	19.446826	2.0469127
16	"but and , as for from"	6.0	13.753807	8.1893943	53.0	1157.0	14.256441	18.869176	2.2290905
17	"but and"	2.0	9.4293759	10.682371	1558.0	130468.0	7.4392778	17.106862	0.8186983
18	"“ ‘"	2.0	6.8154891	11.090899	10203.0	191041.0	6.8890915	15.738875	0.4991007
19	"+ —"	2.0	15.193205	11.707770	115.0	9904.0	11.158819	16.963227	0.9295342
20	"' -- _"	3.0	6.7414242	10.875787	4082.0	62149.0	8.5091707	15.064748	1.2160353
21	"no a an"	3.0	4.5404157	9.5379702	38894.0	242871.0	6.5427836	18.994238	1.0125997
