#
# Log of class-related merge statistics
#
# quorum=   0.6 commonality=   0.2 noise=4.0 nrank=200.0
#
# in-group-sim=mi-sim
# N,words,class-size,self-mi,self-rmi,support,count,logli,entropy,cluster
1	"+ — ” _ ) [ ("	7.0	4.8385069	8.6991448	21474.0	93185.0	7.9248042	19.734213	2.2129434
2	"+ [ *"	3.0	12.554419	11.588314	197.0	5650.0	11.968579	14.829774	1.2509948
3	", ; U+0022 what"	4.0	4.5318554	10.410923	117965.0	1092337.0	4.3736277	18.330655	0.9738990
4	"but and as for"	4.0	4.0052011	10.304399	62929.0	722436.0	4.9701040	17.344069	1.6950270
5	"? ! . ,"	4.0	6.8538223	10.816091	68307.0	572612.0	5.3054159	18.742531	1.3542855
6	"was is has might"	4.0	4.4316427	9.8779642	42005.0	488553.0	5.5344587	17.954176	1.3521637
7	"He It She This"	4.0	5.1062378	10.435358	8308.0	163939.0	7.1098147	16.257682	1.7541128
8	"There He It She This They We"	7.0	4.7135315	10.397673	10934.0	217999.0	6.6986523	16.138429	2.5178268
9	"There It"	2.0	13.113752	11.608705	38.0	6351.0	11.799846	14.255785	0.9439359
10	"’ ” : '"	4.0	6.9102345	10.685554	7364.0	158594.0	7.1576356	15.897524	1.3259401
11	"' -- _"	3.0	7.5004094	10.848483	2733.0	44628.0	8.9869527	14.604631	1.1608486
12	"“ ‘"	2.0	6.8920160	10.873790	10020.0	193424.0	6.8712070	15.699916	0.4965640
13	"A No"	2.0	5.6375564	9.2954485	1971.0	22555.0	9.9714546	14.738366	0.9631409
14	"' -- _ “ ‘ U+0022 ("	7.0	6.1661770	10.909552	12598.0	241130.0	6.5531627	15.293889	1.4095627
15	"+ —"	2.0	15.439589	11.463093	114.0	9900.0	11.159401	16.961017	0.9290533
16	": ] ###LEFT-WALL### “"	4.0	6.6450067	11.617502	37024.0	264564.0	6.4193570	16.850562	0.4890970
17	"The You What If"	4.0	5.4180598	10.309917	8552.0	55568.0	8.6706476	16.700827	1.9157803
18	"A The"	2.0	11.023411	11.602100	164.0	17376.0	10.347806	14.871261	0.7719962
19	"The You What If A No In Oh"	8.0	5.2952258	10.833106	11933.0	89729.0	7.9793276	15.807368	2.8684604
20	"was is has might were are knew"	7.0	4.7143817	10.754194	50286.0	609562.0	5.2152008	17.730672	2.0684745
21	"The You What If A No In Oh Well I When"	11.0	3.4083207	10.377045	31812.0	219422.0	6.6892656	16.687140	2.5065794
