#
# Count of sections with disjuncts with given length
# Divived by total of 7313131.0
#
# idx	len	count
0	1.0	0.02530735467476247
1	2.0	0.830878183366404
2	3.0	0.12770234800942232
3	4.0	0.014051163585062233
4	5.0	0.0016086133285455983
5	6.0	4.137762608108615e-4
6	7.0	3.3501382649921084e-5
7	8.0	9.571823614263165e-7
8	9.0	4.102210120398499e-6
