#
# Observation-Count Rank words vs. self-MI
#
#
# rank	word	count	self-mi	support
47364	palace,\\\\\\\\\\\\\\\	2	11.195	1
47365	Suns	2	31.809	1
47366	beater’s	2	31.809	1
47367	armorers	2	31.809	1
47368	Constans	2	31.809	1
47369	Haro	2	31.809	1
47370	Triebschen	2	31.809	1
47371	Thatcher	2	31.809	1
47372	Branwen	2	31.809	1
47373	Verbetium	2	31.809	1
47374	salinas	2	31.809	1
47375	pariahs	2	31.809	1
47376	Lateral	2	31.809	1
47377	befalls	2	31.809	1
47378	riffraff	2	31.809	1
47379	contingencies	2	31.809	1
47380	yourself.\	2	18.285	1
47381	outangs	2	31.809	1
47382	\\\"remember	2	12.141	1
47383	Resolutions	2	2.9627	1
47384	57:B	2	10.764	1
47385	whirlpool	2	31.809	1
47386	Pronounced	2	31.809	1
47387	alternated	2	31.809	1
47388	5:13	2	5.0213	1
47389	TELECOMMUNICATIONS	2	31.809	1
47390	tunnies	2	31.809	1
47391	3088	2	31.809	1
47392	lunge	2	31.809	1
47393	rivalling	2	31.809	1
47394	Pythien	2	31.809	1
47395	Lucullus	2	31.809	1
47396	Musa	2	31.809	1
47397	UNLESS	2	31.809	1
47398	mess!\\\\\\\\\\\\\\\	2	15.742	1
47399	velut	2	31.809	1
47400	Reveries	2	31.809	1
47401	to!\\\\\\\\\\\\\\\	2	22.890	1
47402	Symonds	2	31.809	1
47403	mentr	2	31.809	1
47404	esclatter	2	31.809	1
47405	ailin	2	31.809	1
47406	lapels	2	31.809	1
47407	things?\\\\\\\	2	24.639	1
47408	unremitting	2	31.809	1
47409	chattels	2	31.809	1
47410	downpour	2	31.809	1
47411	uncovers	2	31.809	1
47412	63:468	2	20.118	1
47413	Uncertaine	2	31.809	1
47414	democracies	2	31.809	1
47415	difference.\\\	2	13.701	1
47416	Carduchi	2	31.809	1
47417	Perspective	2	31.809	1
47418	prettiness	2	31.809	1
47419	loups	2	31.809	1
47420	dying.\\\\\\\\\\\\\\\	2	31.809	1
47421	treble	2	31.809	1
47422	Mundane	2	31.809	1
47423	Eamus	2	12.148	1
47424	93:C	2	6.9666	1
47425	damn'd	2	31.809	1
47426	photos	2	31.809	1
47427	MAUSOLEUM	2	31.809	1
47428	ourang	2	31.809	1
47429	him_!\\\\\\\\\\\\\\\	2	20.825	1
47430	104:636	2	24.639	1
47431	amici	2	31.809	1
47432	Tale=	2	31.809	1
47433	trip?\\\\\\\	2	15.196	1
47434	\"_A	2	3.4122	1
47435	Vacant	2	31.809	1
47436	Talato	2	31.809	1
47437	maxim	2	31.809	1
47438	Humbug	2	16.099	1
47439	μοι	2	31.809	1
47440	F G	2	5.9232	1
47441	common.\\\	2	20.761	1
47442	headache.\\\\\\\	2	13.701	1
47443	Mites	2	31.809	1
47444	Seelye	2	31.809	1
47445	universes	2	31.809	1
47446	2,000,000_l	2	9.9567	1
47447	Handman	2	26.639	1
47448	flappers	2	31.809	1
47449	paralyzers	2	31.809	1
47450	Valognes?\\\	2	15.693	1
47451	sah.\\\	2	8.7162	1
47452	H. M	2	27.809	1
47453	Digby	2	31.809	1
47454	Marmorice	2	31.809	1
47455	synchronized	2	31.809	1
47456	Embodied	2	31.809	1
47457	Textron	2	31.809	1
47458	MYSELF	2	31.809	1
47459	SERMONS	2	2.9627	1
47460	\\\\\\\\\\\\\\\"Northwest	2	31.809	1
47461	ambulances	2	31.809	1
47462	disfigure	2	31.809	1
47463	32,800	2	12.054	1
47464	Unionist	2	27.809	1
47465	ZS	2	31.809	1
47466	QUITE	2	31.809	1
47467	tittering	2	31.809	1
47468	bothered.\\\\\\\\\\\\\\\	2	16.285	1
47469	wrangle	2	31.809	1
47470	Diana	2	31.809	1
47471	compassed	2	31.809	1
47472	~~~~	2	5.0213	1
47473	TRI	2	31.809	1
47474	defraud	2	31.809	1
47475	596:A	2	10.764	1
47476	Neu	2	31.809	1
47477	luscious	2	23.469	1
47478	overflowed	2	31.809	1
47479	=ARMY	2	29.809	1
47480	Ours	2	12.054	1
47481	patrolmen	2	31.809	1
47482	KNIFE	2	31.809	1
47483	regiment's	2	31.809	1
47484	resort.\\\\\\\\\\\\\\\	2	20.521	1
47485	Vie	2	31.809	1
47486	meâ	2	31.809	1
47487	sores	2	31.809	1
47488	brat	2	31.809	1
47489	EMPEROR	2	31.809	1
47490	injudicious	2	31.809	1
47491	commandements	2	31.809	1
47492	concedens	2	31.809	1
47493	22:209	2	23.720	1
47494	Goats	2	31.809	1
47495	Musket	2	18.007	1
47496	907	2	2.9627	1
47497	Korsans	2	31.809	1
47498	Royce	2	31.809	1
47499	fear,\\\\\\\\\\\\\\\	2	13.811	1
47500	aunts	2	31.809	1
47501	parole.\\\	2	14.411	1
47502	smokes	2	31.809	1
47503	exemptions	2	31.809	1
47504	320:B	2	10.764	1
47505	Beeman	2	31.809	1
47506	Chrysler	2	12.365	1
47507	CXII	2	5.0213	1
47508	back!\	2	20.492	1
47509	loft	2	22.194	1
47510	GOURDS	2	2.9627	1
47511	awakens.\\\\\\\	2	20.669	1
47512	Alban's	2	31.809	1
47513	37,960	2	18.353	1
47514	hostlers	2	31.809	1
47515	Physique	2	31.809	1
47516	\\\\\\\\\\\\\\\"Skipper,\\\\\\\\\\\\\\\	2	10.439	1
47517	laconic	2	31.809	1
47518	hereabouts	2	31.809	1
47519	Opposes	2	31.809	1
47520	Malavoglia	2	17.900	1
47521	cockleshell	2	31.809	1
47522	86:A	2	10.764	1
47523	vendit	2	31.809	1
47524	BENDA	2	31.809	1
47525	intrepid	2	31.809	1
47526	animal’s	2	31.809	1
47527	Etchings	2	31.809	1
47528	Jesus,\	2	12.344	1
47529	car?\\\\\\\	2	13.701	1
47530	slow.\\\\\\\	2	25.809	1
47531	field.\\\\\\\\\\\\\\\	2	12.385	1
47532	\\\\\\\\\\\\\\\"Brothers!\\\\\\\\\\\\\\\	2	27.469	1
47533	FLUME	2	31.809	1
47534	trudging	2	31.809	1
47535	Medevaced	2	31.809	1
47536	relapse	2	31.809	1
47537	SSS	2	31.809	1
47538	Practice	2	31.809	1
47539	McCrary	2	31.809	1
47540	incomparable	2	31.809	1
47541	objurgations	2	31.809	1
47542	incestuous	2	31.809	1
47543	tangent	2	31.809	1
47544	Fulfilling	2	28.639	1
47545	lunkhead	2	31.809	1
47546	\\\"bogey	2	17.183	1
47547	Starlight	2	31.809	1
47548	goodness,\\\\\\\	2	14.411	1
47549	\\\"palm	2	29.165	1
47550	mundi	2	31.809	1
47551	Denys	2	31.809	1
47552	hunts	2	31.809	1
47553	boat.\\\	2	13.701	1
47554	CXXXIII	2	5.0213	1
47555	remoter	2	31.809	1
47556	fever,\\\\\\\	2	15.742	1
47557	vith	2	31.809	1
47558	ministered	2	31.809	1
47559	company’s	2	31.809	1
47560	\\\\\\\"Hmph,\\\\\\\	2	11.803	1
47561	pith	2	31.809	1
47562	REAL	2	31.809	1
47563	Sabriel	2	31.809	1
47564	l’armée	2	31.809	1
47565	slave!\\\\\\\\\\\\\\\	2	8.7162	1
47566	incrusted	2	31.809	1
47567	burrowing	2	31.809	1
47568	halves	2	31.809	1
47569	Swing	2	31.809	1
47570	12Aug67	2	31.809	1
47571	Rustling	2	31.809	1
47572	Devil,\	2	12.385	1
47573	Delivered,\	2	31.809	1
47574	SUBJUGATION	2	31.809	1
47575	demeanor	2	31.809	1
47576	TRIMMER	2	31.809	1
47577	inattention	2	31.809	1
47578	│Total	2	11.374	1
47579	Bickers	2	31.809	1
47580	\\\\\\\\\\\\\\\"'At	2	3.4122	1
47581	cum?\\\\\\\	2	31.809	1
47582	Nobles	2	31.809	1
47583	436:C	2	10.764	1
47584	profitless	2	31.809	1
47585	Cytherea	2	31.809	1
47586	Policies	2	31.809	1
47587	19Mar68	2	26.639	1
47588	deck.\\\	2	17.924	1
47589	assassinating	2	31.809	1
47590	l’amour	2	31.809	1
47591	MILTON'S	2	31.809	1
47592	ANDRAITX	2	31.809	1
47593	Monrovia	2	31.809	1
47594	Covered	2	31.809	1
47595	Favored	2	31.809	1
47596	Kappa	2	2.9627	1
47597	Quarrelling	2	31.809	1
47598	nearing	2	31.809	1
47599	Flectere	2	31.809	1
47600	Candlelight,\	2	15.540	1
47601	reputability	2	9.9567	1
47602	Began	2	31.809	1
47603	reprints	2	31.809	1
47604	MIDLAND	2	31.809	1
47605	distributions	2	13.547	1
47606	Sifting	2	31.809	1
47607	psychic.\\\\\\\	2	22.521	1
47608	clayed	2	31.809	1
47609	mistress,\\\	2	15.196	1
47610	LEURS	2	31.809	1
47611	determine.\\\\\\\\\\\\\\\	2	11.828	1
47612	saphir	2	31.809	1
47613	Wyatt	2	24.761	1
47614	WINEFRED	2	5.0213	1
47615	gimbaled	2	31.809	1
47616	Vasco	2	31.809	1
47617	117:520	2	25.634	1
47618	rate.\\\\\\\	2	19.831	1
47619	Sliding	2	31.809	1
47620	Holloway’s	2	31.809	1
47621	typified	2	31.809	1
47622	incommoditates	2	31.809	1
47623	\\\\\\\"Spoken	2	22.246	1
47624	Breitkopf	2	31.809	1
47625	Texte.\	2	25.634	1
47626	Karker	2	31.809	1
47627	France,\	2	12.344	1
47628	enjoyments	2	31.809	1
47629	Crotona.\\\	2	14.805	1
47630	milkin	2	31.809	1
47631	\\\\\\\\\\\\\\\"Incidentally,\\\\\\\\\\\\\\\	2	10.439	1
47632	55,600,000	2	12.054	1
47633	Keeler	2	31.809	1
47634	radioing	2	31.809	1
47635	Bridegroom	2	31.809	1
47636	Rudimentary	2	31.809	1
47637	revert	2	31.809	1
47638	drachms	2	31.809	1
47639	unblock	2	31.809	1
47640	BÖCKMANN	2	2.9627	1
47641	Epist	2	31.809	1
47642	d’Espernon	2	31.809	1
47643	Rivolti	2	31.809	1
47644	123:A	2	10.764	1
47645	faloit	2	31.809	1
47646	courte	2	31.809	1
47647	117:B	2	10.764	1
47648	Alarmed	2	31.809	1
47649	att	2	5.9232	1
47650	pales	2	31.809	1
47651	Britons	2	31.809	1
47652	LOCHINVAR	2	2.9627	1
47653	predestinated	2	31.809	1
47654	Kitely	2	31.809	1
47655	nuncio	2	31.809	1
47656	haziness	2	31.809	1
47657	42.=	2	31.809	1
47658	Hieroglyphic	2	31.809	1
47659	moment,\	2	13.701	1
47660	Innocente	2	31.809	1
47661	69,854,121	2	31.809	1
47662	\\\\\\\"Shaun	2	8.5764	1
47663	uninhabitable	2	31.809	1
47664	sequuntur	2	31.809	1
47665	unpleasantness.\\\\\\\\\\\\\\\	2	19.831	1
47666	Ardern	2	31.809	1
47667	Mustanger	2	31.809	1
47668	eternally	2	31.809	1
47669	Swallowfield	2	31.809	1
47670	Georgis	2	31.809	1
47671	compote	2	31.809	1
47672	Gaya	2	31.809	1
47673	extera	2	31.809	1
47674	Howie	2	13.547	1
47675	46:93	2	21.390	1
47676	:7	2	31.809	1
47677	pénitenciaux	2	31.809	1
47678	implicating	2	31.809	1
47679	barouche	2	31.809	1
47680	\\\\\\\\\\\\\\\"Evening	2	31.809	1
47681	0129	2	22.043	1
47682	twittering	2	31.809	1
47683	Boxes	2	31.809	1
47684	Gastrell	2	31.809	1
47685	McNabb’s	2	12.365	1
47686	DIRECTIONAL	2	31.809	1
47687	lvii	2	22.579	1
47688	Landsperg	2	31.809	1
47689	Llafuda	2	31.809	1
47690	baby!\\\\\\\	2	15.742	1
47691	BEATSON'S	2	31.809	1
47692	beveled	2	31.809	1
47693	105:491	2	23.720	1
47694	unfurled	2	31.809	1
47695	mutter	2	31.809	1
47696	conduis	2	31.809	1
47697	taffeta	2	31.809	1
47698	catalysts	2	31.809	1
47699	proféré	2	31.809	1
47700	problem!\\\\\\\\\\\\\\\	2	13.701	1
47701	Brent,\\\	2	25.995	1
47702	flapjacks	2	31.809	1
47703	spliced	2	31.809	1
47704	1396	2	31.809	1
47705	EMMA	2	26.194	1
47706	hornet	2	31.809	1
47707	Grandma.\	2	8.7162	1
47708	broached	2	31.809	1
47709	\\\\\\\\\\\\\\\"according	2	11.223	1
47710	\\\\\\\"Ar	2	6.7573	1
47711	sidereal	2	31.809	1
47712	Blitzableitungskunst	2	31.809	1
47713	calibre	2	31.809	1
47714	Piazza	2	31.809	1
47715	Mechanics	2	17.284	1
47716	churchwarden	2	31.809	1
47717	\"Confession,\	2	19.076	1
47718	Murney	2	31.809	1
47719	Unitá	2	31.809	1
47720	Terrific	2	11.104	1
47721	Josephus	2	31.809	1
47722	Lizzy?\\\\\\\\\\\\\\\	2	8.7162	1
47723	Magnitude	2	31.809	1
47724	Time*	2	31.809	1
47725	l’échantillon	2	31.809	1
47726	fledged	2	31.809	1
47727	\\\\\\\"Bottoms	2	31.809	1
47728	Limer	2	31.809	1
47729	secret.\\\\\\\	2	13.701	1
47730	Courteously	2	31.809	1
47731	retenir	2	31.809	1
47732	greenness	2	31.809	1
47733	pygmies	2	31.809	1
47734	world,\	2	11.195	1
47735	\\\\\\\\\\\\\\\"Wergard!\\\\\\\\\\\\\\\	2	10.439	1
47736	achiernah	2	31.809	1
47737	Ludlow.\\\\\\\	2	14.149	1
47738	Playtime	2	5.0213	1
47739	cools	2	31.809	1
47740	grocer’s	2	31.809	1
47741	squirt.\\\\\\\	2	5.9232	1
47742	navigating	2	31.809	1
47743	suarum	2	31.809	1
47744	28Sep67	2	31.809	1
47745	gingerly	2	31.809	1
47746	\\\\\\\"Afraid	2	10.088	1
47747	présenter	2	31.809	1
47748	Lamé	2	31.809	1
47749	hearse	2	31.809	1
47750	Dennys	2	31.809	1
47751	superheated	2	31.809	1
47752	158:A	2	6.9666	1
47753	Tocqueville’s	2	31.809	1
47754	oz.|lb	2	31.809	1
47755	Ocala	2	31.809	1
47756	Sig	2	2.9627	1
47757	bass	2	31.809	1
47758	cuisine	2	31.809	1
47759	autocrats	2	31.809	1
47760	Mountrath	2	31.809	1
47761	funk	2	31.809	1
47762	Spouter	2	31.809	1
47763	pinches	2	31.809	1
47764	enjoining	2	31.809	1
47765	gravibus	2	31.809	1
47766	22:529	2	25.809	1
47767	flapped	2	31.809	1
47768	regum	2	31.809	1
47769	Endure	2	31.809	1
47770	hog’s	2	31.809	1
47771	Yolland	2	31.809	1
47772	fanatic	2	31.809	1
47773	Devises_,\	2	31.809	1
47774	\"species,\	2	20.730	1
47775	days\\\\\\\\\\\\\\\	2	31.809	1
47776	91:1319	2	23.469	1
47777	throne.\\\\\\\\\\\\\\\	2	19.076	1
47778	graded	2	31.809	1
47779	Bill’s	2	31.809	1
47780	ongoing	2	31.809	1
47781	Lychnis	2	31.809	1
47782	Herb	2	2.9627	1
47783	agonising	2	31.809	1
47784	Miltoun	2	29.809	1
47785	stirrup	2	31.809	1
47786	SHOT	2	31.809	1
47787	Hoch's	2	31.809	1
47788	astir	2	31.809	1
47789	superintendance	2	31.809	1
47790	Calvinism	2	31.809	1
47791	poverelli	2	31.809	1
47792	SIMEON	2	31.809	1
47793	omnes	2	17.351	1
47794	Hermas	2	31.809	1
47795	Suffee	2	31.809	1
47796	persuaderi	2	31.809	1
47797	advertisers	2	31.809	1
47798	douce	2	31.809	1
47799	auxdits	2	31.809	1
47800	screens.\\\\\\\\\\\\\\\	2	11.195	1
47801	legitimate.\\\\\\\\\\\\\\\	2	15.076	1
47802	Dutchey	2	31.809	1
47803	faquins	2	31.809	1
47804	Centralization	2	31.809	1
47805	Turco	2	31.809	1
47806	Sandjak	2	31.809	1
47807	engagé	2	31.809	1
47808	Investment	2	31.809	1
47809	15Mar68	2	31.809	1
47810	f’om	2	31.809	1
47811	56:109	2	27.809	1
47812	Aghast	2	28.639	1
47813	Bourdeille	2	31.809	1
47814	eloquio	2	31.809	1
47815	TNT	2	31.809	1
47816	Venezuelan	2	27.165	1
47817	maidenhair	2	31.809	1
47818	\"Enough!\	2	11.803	1
47819	pictographer	2	31.809	1
47820	RAINY	2	31.809	1
47821	siens	2	31.809	1
47822	\\\"Ha!\\\	2	10.439	1
47823	106:389	2	25.469	1
47824	36,000	2	12.054	1
47825	EBOOKS	2	31.809	1
47826	’96	2	31.809	1
47827	Mandrake	2	31.809	1
47828	Chasers	2	31.809	1
47829	Hinckley	2	31.809	1
47830	vertueux	2	31.809	1
47831	unmentionable	2	31.809	1
47832	irretrievable	2	31.809	1
47833	last?\\\\\\\\\\\\\\\	2	15.693	1
47834	Disturbances	2	31.809	1
47835	nature!\\\\\\\	2	12.344	1
47836	RIVAS	2	31.809	1
47837	bianco	2	31.809	1
47838	tastelessness	2	31.809	1
47839	delineated	2	31.809	1
47840	\\\\\\\"Nightmares	2	3.4122	1
47841	surrender?\\\\\\\\\\\\\\\	2	13.382	1
47842	pageants	2	29.809	1
47843	Henry.\\\\\\\	2	26.890	1
47844	Constructing	2	31.809	1
47845	pleurisy	2	31.809	1
47846	guru,\\\\\\\\\\\\\\\	2	12.415	1
47847	l’Académie	2	31.809	1
47848	Pitman’s	2	31.809	1
47849	Dominiorumque	2	31.809	1
47850	Lombardini	2	13.547	1
47851	Llevelys	2	31.809	1
47852	man\\\	2	14.809	1
47853	visiter	2	31.809	1
47854	menus	2	31.809	1
47855	species?\\\\\\\\\\\\\\\	2	11.195	1
47856	Clarion	2	8.6670	1
47857	Hazlitt’s	2	31.809	1
47858	atrocities	2	31.809	1
47859	STOPFORD	2	31.809	1
47860	nicknacks	2	31.809	1
47861	Onslow	2	31.809	1
47862	14:79	2	21.947	1
47863	Loads	2	13.547	1
47864	Certificates	2	31.809	1
47865	Belonging	2	31.809	1
47866	Tight	2	31.809	1
47867	ARARA	2	29.165	1
47868	Publicists	2	31.809	1
47869	Goutto	2	31.809	1
47870	Needles	2	31.809	1
47871	Iris	2	31.809	1
47872	Merle	2	31.809	1
47873	\"Sometimes	2	3.4122	1
47874	reliquaries	2	31.809	1
47875	harried	2	31.809	1
47876	\\\"Thanks,\\\	2	11.803	1
47877	unbidden	2	31.809	1
47878	reinforcing	2	31.809	1
47879	préparé	2	31.809	1
47880	changeant	2	31.809	1
47881	McKnight	2	27.469	1
47882	105:323	2	25.165	1
47883	killed,\	2	16.285	1
47884	devilish	2	31.809	1
47885	Phebe	2	31.809	1
47886	\\\\\\\\\\\\\\\"Dearest	2	8.5764	1
47887	icellui	2	31.809	1
47888	Banderole	2	9.7521	1
47889	\"Teskla!\	2	3.4122	1
47890	1717	2	31.809	1
47891	divinis	2	31.809	1
47892	imputable	2	31.809	1
47893	PRIOR	2	31.809	1
47894	Admiral’s	2	31.809	1
47895	Friedrich,=	2	5.9232	1
47896	Tankard	2	31.809	1
47897	exposes	2	31.809	1
47898	jewellers	2	31.809	1
47899	Fens	2	31.809	1
47900	crevasse	2	31.809	1
47901	munched	2	31.809	1
47902	airmail	2	31.809	1
47903	Connacht	2	14.719	1
47904	lowlanders	2	31.809	1
47905	1652	2	2.9627	1
47906	edible	2	31.809	1
47907	sweetheart,\	2	8.7162	1
47908	Der	2	31.809	1
47909	Molé	2	31.809	1
47910	revenant	2	31.809	1
47911	LCpl	2	31.809	1
47912	Owls	2	31.809	1
47913	Sickert	2	31.809	1
47914	Morley_'s	2	11.143	1
47915	Limousin	2	31.809	1
47916	Sonny	2	31.809	1
47917	disenchanted	2	31.809	1
47918	SHORTBREAD	2	31.809	1
47919	fidissimus	2	31.809	1
47920	\\\\\\\\\\\\\\\"Sore,\\\\\\\\\\\\\\\	2	10.439	1
47921	Gymnast’s	2	31.809	1
47922	rapacity	2	31.809	1
47923	aujourd’hui	2	31.809	1
47924	58.26	2	8.6670	1
47925	pats	2	31.809	1
47926	Repulsive.\\\\\\\\\\\\\\\	2	15.693	1
47927	=$200=	2	31.809	1
47928	it.'\	2	12.344	1
47929	gran’_na_na	2	18.408	1
47930	TRANSLATOR	2	31.809	1
47931	38:548	2	19.971	1
47932	perforce	2	18.809	1
47933	unpacking	2	31.809	1
47934	though?\	2	8.7162	1
47935	\\\\\\\"Talk.\\\\\\\	2	10.439	1
47936	1820\\\	2	10.439	1
47937	ferric	2	31.809	1
47938	habillé	2	31.809	1
47939	savannas	2	31.809	1
47940	apparoir	2	31.809	1
47941	Sailor’s	2	31.809	1
47942	Salutations	2	31.809	1
47943	outs	2	31.809	1
47944	INCINERATED	2	31.809	1
47945	symbols#	2	31.809	1
47946	invincibility	2	31.809	1
47947	madhouse	2	31.809	1
47948	kind,\	2	11.195	1
47949	slurred	2	15.037	1
47950	Rocket	2	31.809	1
47951	darkness.\\\\\\\\\\\\\\\	2	11.195	1
47952	Pannoniæque	2	31.809	1
47953	impinge	2	31.809	1
47954	Jackboots,\\\\\\\	2	29.809	1
47955	BROILED	2	24.761	1
47956	Sweetheart	2	19.183	1
47957	Boësme	2	31.809	1
47958	Bailo	2	31.809	1
47959	fast!\\\\\\\\\\\\\\\	2	31.809	1
47960	3:168	2	29.809	1
47961	\\\"Enough	2	6.7573	1
47962	Quanquam	2	31.809	1
47963	CLERGYMEN	2	31.809	1
47964	Disgraceful	2	14.443	1
47965	=Author.=	2	31.809	1
47966	JOHANNIS	2	31.809	1
47967	prouffictz	2	31.809	1
47968	\\\"Enclosed	2	3.4122	1
47969	Tombfires	2	31.809	1
47970	gaudiest	2	31.809	1
47971	13.7	2	8.6670	1
47972	Menorca	2	31.809	1
47973	unregulated	2	31.809	1
47974	280:B	2	10.764	1
47975	guesthouses	2	31.809	1
47976	Symmetry	2	31.809	1
47977	dispenser	2	31.809	1
47978	TALK	2	31.809	1
47979	e's	2	14.031	1
47980	Consistory	2	31.809	1
47981	toto	2	31.809	1
47982	Marquise	2	31.809	1
47983	GIRON	2	31.809	1
47984	belittling	2	31.809	1
47985	733:A	2	10.764	1
47986	monarchies	2	31.809	1
47987	Grey,\	2	29.809	1
47988	THEM	2	31.809	1
47989	Murrell’s	2	31.809	1
47990	Grouse	2	31.809	1
47991	Thriasian	2	31.809	1
47992	Dubarry	2	19.183	1
47993	1673	2	2.9627	1
47994	Lacey	2	8.0775	1
47995	effects.\\\\\\\	2	31.809	1
47996	Jest	2	31.809	1
47997	Orphans	2	31.809	1
47998	harquebusiers	2	31.809	1
47999	5Jul67	2	31.809	1
48000	volontiers	2	31.809	1
48001	unscrupulously	2	31.809	1
48002	runnin	2	31.809	1
48003	Klamaths	2	31.809	1
48004	boxing	2	31.809	1
48005	aliæque	2	31.809	1
48006	jubilating	2	31.809	1
48007	Slessor	2	31.809	1
48008	DESBARRES	2	2.9627	1
48009	Phelippe	2	31.809	1
48010	382:C	2	6.9666	1
48011	genius\\\	2	12.054	1
48012	nefanda	2	31.809	1
48013	Harbour	2	31.809	1
48014	unpropitious	2	31.809	1
48015	connection.\\\\\\\\\\\\\\\	2	13.701	1
48016	Chorum	2	31.809	1
48017	prudens	2	31.809	1
48018	halo	2	31.809	1
48019	Constantinus	2	31.809	1
48020	Iphigenia	2	31.809	1
48021	casus	2	31.809	1
48022	22:206	2	23.720	1
48023	CHARLIE’S	2	31.809	1
48024	Geesh	2	31.809	1
48025	bridegrooms	2	31.809	1
48026	DEDUCTIONS	2	31.809	1
48027	52_d	2	12.031	1
48028	blackish	2	31.809	1
48029	honorables	2	31.809	1
48030	felicitas	2	31.809	1
48031	4w	2	2.9627	1
48032	Smorgoni	2	31.809	1
48033	skeletons	2	31.809	1
48034	inescapably	2	31.809	1
48035	Trebia	2	31.809	1
48036	22:279	2	22.956	1
48037	Starch	2	31.809	1
48038	sauté	2	31.809	1
48039	\\\\\\\\\\\\\\\"'Now	2	3.4122	1
48040	Syllogistic	2	31.809	1
48041	hearthrug	2	31.809	1
48042	Cy	2	31.809	1
48043	overestimate	2	31.809	1
48044	\\\"Additional	2	31.809	1
48045	frappèrent	2	31.809	1
48046	skamskwin	2	31.809	1
48047	dangerous?\\\\\\\	2	16.857	1
48048	Transcendent	2	31.809	1
48049	*AN	2	31.809	1
48050	environs	2	31.809	1
48051	Packard	2	29.809	1
48052	Skulls	2	31.809	1
48053	PROFILE	2	31.809	1
48054	\\\\\\\\\\\\\\\"Fleegle	2	3.4122	1
48055	Booke,\	2	29.809	1
48056	idiot!\\\\\\\\\\\\\\\	2	12.143	1
48057	ambition’s	2	31.809	1
48058	Ronins	2	31.809	1
48059	no'?\\\\\\\	2	20.521	1
48060	ingenti	2	31.809	1
48061	away!\\\	2	19.165	1
48062	HABITS	2	31.809	1
48063	Mitchell’s	2	31.809	1
48064	Browne_'s	2	11.143	1
48065	nomini	2	31.809	1
48066	632:B	2	10.764	1
48067	scribe	2	31.809	1
48068	Connection	2	31.809	1
48069	Haha	2	11.104	1
48070	Masako!\\\\\\\	2	8.7162	1
48071	perk	2	31.809	1
48072	purveyor	2	31.809	1
48073	46:327	2	21.390	1
48074	Averni	2	31.809	1
48075	Falcons	2	31.809	1
48076	shyster	2	31.809	1
48077	\\\\\\\"Art	2	8.5764	1
48078	Êtes	2	29.809	1
48079	authority.\\\	2	12.054	1
48080	Antanas	2	5.0552	1
48081	Trotting	2	31.809	1
48082	\\\"Young	2	3.4122	1
48083	Hesiod	2	31.809	1
48084	Frankfurt	2	2.9627	1
48085	FRAMES	2	31.809	1
48086	Christ.\\\	2	26.890	1
48087	yelp	2	31.809	1
48088	sower	2	31.809	1
48089	\"Purple	2	31.809	1
48090	\"Wives	2	26.639	1
48091	1,500,000,000	2	14.902	1
48092	Saintsbury	2	31.809	1
48093	legations	2	31.809	1
48094	Unaffected	2	31.809	1
48095	Deya	2	31.809	1
48096	MELBOURNE	2	31.809	1
48097	polthogueing	2	31.809	1
48098	l’obleige	2	31.809	1
48099	Akemi	2	31.809	1
48100	Dikes	2	31.809	1
48101	GOURD	2	31.809	1
48102	Preparatory	2	16.062	1
48103	\"Folk	2	28.194	1
48104	yes.\\\	2	16.252	1
48105	p411	2	29.809	1
48106	antecedents	2	31.809	1
48107	Carolus	2	31.809	1
48108	NAU	2	31.809	1
48109	\\\\\\\"That'd	2	18.259	1
48110	versâ	2	31.809	1
48111	temperament	2	31.809	1
48112	glacialis	2	31.809	1
48113	Popish	2	31.809	1
48114	masons	2	31.809	1
48115	Proposition	2	28.639	1
48116	island?\	2	11.195	1
48117	shyest	2	31.809	1
48118	104:B	2	6.9666	1
48119	Cubans	2	31.809	1
48120	immunitatibus	2	24.299	1
48121	227:D	2	10.764	1
48122	24APR	2	31.809	1
48123	Wipe	2	31.809	1
48124	Stimulated	2	31.809	1
48125	30_l	2	15.809	1
48126	plugged	2	31.809	1
48127	restorative	2	31.809	1
48128	Hatton	2	31.809	1
48129	1470	2	31.809	1
48130	spirit.\	2	15.742	1
48131	10234	2	31.809	1
48132	Campo	2	31.809	1
48133	│mortality│Number.│	2	17.560	1
48134	meslé	2	31.809	1
48135	rowers	2	31.809	1
48136	nullifiers	2	13.547	1
48137	heaven,\\\\\\\\\\\\\\\	2	17.351	1
48138	Magill	2	31.809	1
48139	preempted	2	31.809	1
48140	primeval	2	31.809	1
48141	Wilsden	2	31.809	1
48142	totals	2	31.809	1
48143	BATH	2	29.809	1
48144	Possibility	2	31.809	1
48145	surprise!\\\\\\\\\\\\\\\	2	13.701	1
48146	Odarch	2	31.809	1
48147	]la	2	15.742	1
48148	Corvaja	2	31.809	1
48149	Rantec	2	31.809	1
48150	\"Doth	2	3.4122	1
48151	Throstlethwaite	2	31.809	1
48152	Holts	2	31.809	1
48153	\\\"Count	2	31.809	1
48154	Ahmad	2	31.809	1
48155	\\\"'Science	2	22.093	1
48156	Puns.~	2	31.809	1
48157	lonesome	2	31.809	1
48158	Hopes	2	31.809	1
48159	djeel.\\\\\\\\\\\\\\\	2	19.076	1
48160	117:sup609	2	19.409	1
48161	Thrasimene	2	31.809	1
48162	constable.\\\\\\\\\\\\\\\	2	11.195	1
48163	king,\	2	13.701	1
48164	Beechwood	2	31.809	1
48165	QUANTITY	2	31.809	1
48166	Haynald	2	31.809	1
48167	memorabili	2	31.809	1
