#
# Count of unique number of words with disjuncts with given length
# Divived by total of 32620.0
#
# idx	len	word-count
0	1.0	0.1669527896995708
1	2.0	0.4336603310852238
2	3.0	0.23795217657878603
3	4.0	0.11575720416922133
4	5.0	0.03310852237890864
5	6.0	0.010361741263028816
6	7.0	0.002023298589822195
7	8.0	6.131207847946045e-5
8	9.0	1.226241569589209e-4
