#
# Log of class-related merge statistics
#
# quorum=   0.7 commonality=   0.2 noise=4.0 nrank=200.0
#
# in-group-sim=mi-sim
# N,words,class-size,self-mi,self-rmi,support,count,logli,entropy,cluster
1	"+ — ” _ ) ["	6.0	4.4938923	8.3960726	21754.0	87702.0	8.0312062	20.020972	2.0605522
2	"+ [ *"	3.0	12.544459	11.594413	217.0	5721.0	11.969477	14.939821	1.2707155
3	", ; U+0022"	3.0	4.8008342	10.543357	122667.0	1063926.0	4.4305619	18.452706	0.8374054
4	"but and as for from or"	6.0	4.1572795	10.523177	68212.0	490758.0	5.5468761	17.461870	2.0947393
5	"was is has"	3.0	4.7491080	10.148168	41427.0	473486.0	5.5985661	18.084120	1.2312234
6	"He It She"	3.0	5.2048042	10.523382	7251.0	147386.0	7.2822884	16.325488	1.4869332
7	"? ! . , : )"	6.0	5.7992328	8.9777132	72421.0	240001.0	6.5788474	21.432445	1.3579011
8	"? !"	2.0	9.2844045	11.093879	381.0	35775.0	9.3248642	15.472983	0.9600211
9	"? ! . ,"	4.0	8.6210989	11.651800	3631.0	203122.0	6.8195413	16.776418	1.5300458
10	"He It She There They"	5.0	4.9342659	10.617549	8685.0	182143.0	6.9768163	16.076028	2.0938189
11	"There It"	2.0	12.944570	11.802237	52.0	7017.0	11.674890	14.678186	0.9301983
12	"He It She There They This"	6.0	4.8761253	10.691452	9692.0	193308.0	6.8909865	16.013518	2.2913655
13	"’ ”"	2.0	7.7829445	11.259797	2727.0	105395.0	7.7660814	15.170258	0.7049680
14	"A No"	2.0	5.6580284	9.5562901	2021.0	22690.0	9.9817593	14.897848	0.9633936
15	"but and , as for by"	6.0	10.387827	10.111963	7107.0	39096.0	9.1967949	19.473466	2.0445380
16	"but and , as for from"	6.0	13.768095	8.2129339	53.0	1157.0	14.275355	18.888090	2.2290905
17	"but and"	2.0	9.4385114	10.702454	1558.0	130468.0	7.4581919	17.125776	0.8186983
