#
# Log of class-related merge statistics
#
# quorum=   0.8 commonality=   0.2 noise=4.0 nrank=200.0
#
# in-group-sim=mi-sim
# N,words,class-size,self-mi,self-rmi,support,count,logli,entropy,cluster
1	"+ — ” _ ) [ ( ]"	8.0	6.1168089	8.4340778	23897.0	78281.0	8.1951538	21.408500	2.4607397
2	"+ —"	2.0	11.366586	11.366209	130.0	18098.0	10.307986	15.583671	0.9575535
3	"+ — [ *"	4.0	11.291558	11.565171	320.0	19808.0	10.177733	15.571160	1.5151835
4	", ; U+0022"	3.0	4.7998960	10.541302	122566.0	1063953.0	4.4305253	18.451375	0.8372499
5	"but and as"	3.0	4.3132466	10.458611	52144.0	590830.0	5.2791448	17.243515	1.2963004
6	"was is has"	3.0	4.6010910	10.056057	41487.0	474800.0	5.5945679	18.078202	1.2361928
7	"He It She"	3.0	5.2184395	10.509150	7247.0	147209.0	7.2840220	16.323534	1.4869667
8	"? !"	2.0	7.9662131	10.412191	11006.0	76798.0	8.2227472	18.713762	0.9716695
9	"? ! ."	3.0	6.9358418	10.837107	68476.0	403010.0	5.8310722	19.162192	0.8943077
10	"He It She There They"	5.0	4.9594939	10.578497	8685.0	181986.0	6.9780604	16.075179	2.0943107
11	"There It"	2.0	12.978372	11.767690	53.0	7085.0	11.660976	14.713562	0.9279046
12	"He It She There They This We"	7.0	4.6902030	10.568482	10781.0	206568.0	6.7952711	16.061056	2.4899088
13	"“ ‘"	2.0	7.0897266	11.144119	10228.0	194484.0	6.8822364	15.770954	0.4971604
14	"’ ”"	2.0	7.2810035	10.966002	2778.0	122832.0	7.5452014	15.288078	0.6892255
15	"A No"	2.0	5.5450232	9.4220266	1988.0	22676.0	9.9826498	14.823121	0.9622057
16	"no a an"	3.0	4.7234843	9.4548594	39989.0	248600.0	6.5280616	19.060549	1.0125195
17	"A The"	2.0	9.9034981	11.060402	5045.0	32486.0	9.4639978	18.240301	0.6080734
